,XGB_CPU,LGBM
0,32,32
1,32,32
2,32,32
3,32,32
4,32,32
5,32,32
6,32,32
7,32,32
8,32,32
9,32,32
10,32,32
11,32,32
12,32,32
13,32,32
14,32,32
15,32,32
16,32,32
17,32,32
18,32,32
19,32,32
20,32,32
21,32,32
22,32,32
23,32,32
24,32,32
25,32,32
26,32,32
27,32,32
28,32,32
29,32,32
30,32,32
31,32,32
32,32,32
33,32,32
34,32,32
35,32,32
36,32,32
37,32,32
38,32,32
39,32,32
40,32,32
41,32,32
42,32,32
43,32,32
44,32,32
45,32,32
46,32,32
47,32,32
48,32,32
49,32,32
50,32,32
51,32,32
52,32,32
53,32,32
54,32,32
55,32,32
56,32,32
57,32,32
58,32,32
59,32,32
60,32,32
61,32,32
62,32,32
63,32,32
64,32,32
65,32,32
66,32,32
67,32,32
68,32,32
69,32,32
70,32,32
71,30,32
72,32,32
73,32,32
74,30,32
75,32,32
76,32,32
77,32,32
78,32,32
79,32,32
80,32,32
81,30,32
82,31,32
83,32,32
84,32,32
85,32,32
86,32,32
87,32,32
88,32,31
89,31,32
90,32,32
91,32,32
92,32,32
93,32,32
94,32,32
95,32,32
96,32,31
97,32,32
98,32,32
99,32,30
100,32,32
101,31,32
102,31,32
103,32,32
104,32,32
105,31,32
106,31,32
107,32,32
108,31,32
109,32,32
110,32,32
111,30,32
112,32,32
113,32,32
114,32,32
115,32,32
116,32,32
117,32,32
118,31,32
119,32,32
120,32,31
121,32,32
122,32,32
123,32,32
124,32,32
125,32,32
126,32,32
127,24,32
128,32,32
129,32,32
130,32,32
131,25,32
132,29,30
133,32,32
134,29,32
135,32,32
136,32,32
137,32,32
138,32,31
139,30,32
140,32,32
141,32,32
142,32,32
143,32,32
144,32,29
145,32,32
146,32,32
147,32,32
148,25,31
149,27,32
150,29,32
151,24,32
152,32,32
153,32,32
154,32,32
155,32,32
156,32,32
157,32,32
158,30,32
159,32,32
160,32,30
161,25,32
162,29,32
163,32,32
164,32,32
165,32,32
166,29,32
167,32,32
168,32,32
169,30,32
170,32,32
171,32,31
172,32,32
173,32,32
174,32,32
175,32,32
176,21,31
177,32,31
178,30,32
179,25,32
180,32,32
181,32,32
182,28,32
183,32,32
184,32,32
185,32,29
186,32,32
187,32,32
188,32,32
189,32,32
190,32,31
191,28,32
192,32,32
193,32,32
194,28,32
195,32,32
196,22,32
197,25,31
198,32,31
199,27,32
200,30,32
201,32,32
202,32,32
203,31,31
204,32,32
205,32,32
206,32,32
207,32,32
208,31,32
209,31,32
210,30,32
211,32,32
212,26,29
213,32,32
214,32,29
215,22,32
216,32,32
217,32,32
218,31,32
219,24,32
220,32,32
221,32,32
222,32,32
223,32,32
224,32,32
225,32,32
226,32,31
227,32,32
228,32,32
229,32,32
230,32,32
231,32,30
232,28,32
233,31,32
234,32,32
235,26,31
236,32,32
237,32,32
238,32,31
239,25,32
240,32,32
241,32,32
242,31,32
243,21,32
244,28,32
245,23,32
246,30,29
247,32,32
248,32,32
249,32,31
250,32,31
251,32,31
252,32,32
253,32,32
254,30,32
255,32,32
256,32,32
257,32,32
258,28,29
259,31,32
260,32,32
261,32,32
262,32,32
263,32,32
264,32,32
265,32,32
266,32,32
267,30,30
268,32,32
269,32,32
270,32,32
271,30,32
272,32,32
273,19,30
274,32,32
275,30,32
276,29,32
277,24,32
278,32,32
279,27,32
280,32,32
281,32,32
282,21,32
283,31,32
284,27,32
285,20,32
286,28,32
287,32,32
288,32,32
289,32,32
290,32,32
291,32,32
292,32,32
293,32,32
294,32,29
295,32,32
296,32,31
297,32,32
298,32,32
299,32,32
300,32,32
301,32,32
302,32,32
303,32,32
304,29,32
305,32,32
306,32,32
307,31,32
308,26,32
309,32,32
310,32,32
311,31,32
312,32,32
313,29,30
314,32,32
315,32,32
316,19,30
317,22,32
318,25,31
319,24,32
320,31,32
321,28,31
322,21,32
323,26,32
324,19,32
325,24,32
326,19,32
327,32,32
328,32,32
329,32,32
330,30,30
331,32,32
332,32,32
333,22,32
334,29,32
335,31,32
336,20,32
337,32,32
338,29,31
339,30,32
340,19,32
341,25,32
342,30,32
343,32,32
344,32,32
345,32,32
346,32,32
347,32,32
348,24,31
349,32,32
350,32,32
351,32,32
352,32,32
353,29,31
354,32,32
355,32,32
356,30,31
357,32,32
358,19,32
359,24,32
360,21,32
361,21,32
362,22,32
363,32,32
364,32,32
365,29,32
366,23,32
367,24,32
368,20,31
369,20,32
370,30,31
371,32,31
372,30,32
373,31,32
374,32,32
375,30,32
376,32,32
377,29,32
378,32,32
379,32,32
380,32,32
381,32,31
382,20,32
383,18,32
384,32,32
