,EQBIN_dw,EQBIN_lg,LGB
0,4096,4096,4096
1,4096,4096,4096
2,4096,4096,4096
3,4096,4096,4096
4,4096,4096,4096
5,4096,4096,4096
6,4096,4096,4096
7,4096,4096,4096
8,4096,4096,4096
9,4096,4096,4096
10,4096,4096,4096
11,4096,4096,4096
12,4096,4096,4096
13,4096,4096,4096
14,4096,4096,4096
15,4096,4096,4096
16,4096,4096,4096
17,4096,4096,4096
18,4096,4096,4096
19,4096,4096,4096
20,4096,4096,4096
21,4096,4096,4096
22,4096,4096,4096
23,4096,4096,4096
24,4096,4096,4096
25,4096,4096,4096
26,3212,4096,4096
27,3650,4096,3976
28,3428,3581,3213
29,3290,3086,3321
30,3185,3649,2928
31,3932,2821,2946
32,3085,3349,2621
33,3463,2881,2733
34,2786,3535,3062
35,3027,3599,2665
36,2355,2849,2806
37,3121,3417,3471
38,2071,2491,2277
39,2503,1637,1832
40,1982,2118,2909
41,1612,2092,2429
42,1834,2434,2157
43,1731,1271,1534
44,1684,2687,2003
45,1699,2252,2561
46,1399,2008,2321
47,1712,1380,1461
48,1287,1424,2310
49,1962,2034,1170
50,814,1780,1263
51,2140,1834,1018
52,1183,1741,1512
53,2784,2164,1415
54,2591,892,1933
55,1009,773,757
56,1043,1639,892
57,1771,907,662
58,3453,709,2186
59,1313,1468,1353
60,1362,978,1611
61,470,1151,956
62,536,1632,3869
63,2904,3143,1605
64,2831,2464,1613
65,4096,2258,313
66,1174,1074,3847
67,3991,866,3214
68,1043,3652,3243
69,959,1973,1448
70,3445,3362,1077
71,955,756,495
72,1080,1815,2594
73,1212,1875,689
74,1952,1750,626
75,430,584,1386
76,2617,2831,1180
77,556,1018,1913
78,1607,765,2723
79,1087,3514,1979
80,886,2854,1369
81,1563,496,737
82,4096,1845,1065
83,835,2245,776
84,1330,1210,3120
85,811,2052,4096
86,1527,1756,643
87,3296,4096,3559
88,1264,2822,2846
89,995,1469,1965
90,4096,516,1373
91,2094,2964,4096
92,3048,574,1905
93,2440,2373,2011
94,885,1894,2781
95,1241,1261,1077
96,492,497,471
97,3872,2990,1198
98,1134,3980,1971
99,3143,1149,2049
100,1418,1498,1818
101,1151,2105,1136
102,788,2485,2792
103,784,3320,1356
104,3654,736,639
105,1926,1621,934
106,3482,1766,2256
107,2284,2287,2499
108,942,3190,2475
109,632,2384,2925
110,2743,2131,2069
111,1074,996,1260
112,2456,2954,3034
113,992,1415,802
114,903,1178,1752
115,4096,2453,2265
116,3790,1467,2422
117,1015,1745,2490
118,3014,670,1160
119,2821,1399,1951
120,3266,565,1203
121,2377,1396,1266
122,2234,3034,3899
123,2166,674,1827
124,822,2942,4096
125,873,2124,1513
126,1513,2416,3345
127,1023,950,1050
128,1836,2246,1608
129,2687,1164,1871
130,924,2751,1723
131,1987,1670,1825
132,3288,1401,1290
133,1625,2525,1168
134,1110,1366,1547
135,4096,2373,899
136,3262,2668,4096
137,914,2305,2427
138,1389,919,501
139,4096,2372,997
140,2109,1205,1748
141,1220,2188,871
142,1251,1379,747
143,1141,867,880
144,1330,4096,3121
145,580,1947,2392
146,1312,1414,1576
147,1149,733,2263
148,712,3747,1977
149,820,841,1875
150,4096,558,1198
151,1729,2222,1370
152,1950,476,964
153,2831,1198,2844
154,1096,2415,1021
155,2900,3755,1706
156,2918,1321,1846
157,763,898,1680
158,2563,1787,1645
159,1534,904,895
160,2109,2872,1427
161,1447,1249,1548
162,3581,2831,612
163,910,1151,1550
164,990,1491,1082
165,801,2429,559
166,847,1793,2943
167,1431,915,2386
168,1441,1009,796
169,791,2208,1355
170,853,1178,1833
171,996,1564,1406
172,4096,764,1212
173,1149,635,1699
174,2513,313,4096
175,1207,2485,4096
176,1660,743,1888
177,714,2362,1677
178,4096,1193,3558
179,3717,2646,1120
180,3162,909,2271
181,1950,2710,1074
182,1300,4033,3254
183,3085,609,1251
184,2035,1530,2338
185,501,2221,2927
186,1195,1849,2928
187,955,985,3277
188,4096,3157,1479
189,1566,4096,1687
190,1564,1354,839
191,1253,1126,1273
192,1224,1150,1978
193,733,1000,1829
194,1376,3382,1521
195,762,3391,1340
196,4058,1465,1321
197,3560,3448,3900
198,1476,1227,1988
199,1756,2552,3242
