,XGB_CPU,XGB_GPU,LGBM
0,0.906858,0.903923,0.905015349388
1,0.932287,0.931067,0.930760741234
2,0.945957,0.945253,0.944644629955
3,0.953451,0.953151,0.95152169466
4,0.958887,0.958603,0.958730459213
5,0.963809,0.963084,0.962689459324
6,0.967182,0.966422,0.967069804668
7,0.971202,0.969294,0.970093429089
8,0.973533,0.972684,0.973785340786
9,0.97662,0.974839,0.976240038872
10,0.978651,0.977429,0.978917181492
11,0.98058,0.979833,0.980649888515
12,0.982214,0.981438,0.982389092445
13,0.98409,0.983261,0.983841896057
14,0.985406,0.984722,0.985598146915
15,0.987157,0.986317,0.987008571625
16,0.988399,0.987561,0.988499224186
17,0.989223,0.988526,0.989553749561
18,0.990173,0.989454,0.990514397621
19,0.991235,0.990758,0.991479337215
20,0.992291,0.991662,0.992539644241
21,0.993315,0.992572,0.993246376514
22,0.994068,0.993322,0.993911266327
23,0.994762,0.993966,0.994722962379
24,0.99526,0.994599,0.995339930058
25,0.995887,0.995235,0.995846569538
26,0.996351,0.995744,0.996353626251
27,0.99687,0.996131,0.996764600277
28,0.99714,0.996442,0.997086763382
29,0.997413,0.996756,0.997427403927
30,0.997727,0.997,0.997690081596
31,0.99793,0.9974,0.997966468334
32,0.998118,0.997639,0.998314142227
33,0.998409,0.997882,0.998490393162
34,0.998618,0.998082,0.998700976372
35,0.998731,0.998232,0.998835802078
36,0.998892,0.998385,0.998997271061
37,0.999034,0.998574,0.999122262001
38,0.999154,0.998732,0.999253451824
39,0.999259,0.998837,0.999346494675
40,0.999322,0.998969,0.999433279037
41,0.999374,0.999037,0.999512672424
42,0.999472,0.999151,0.999587595463
43,0.999509,0.999272,0.999650895596
44,0.999543,0.99929,0.999700605869
45,0.999614,0.999382,0.999747037888
46,0.999663,0.999445,0.999765694141
47,0.999708,0.999504,0.999784886837
48,0.999725,0.999542,0.999817192554
49,0.999736,0.999612,0.999860942364
50,0.999759,0.999638,0.999880373478
51,0.999799,0.99967,0.999894142151
52,0.999811,0.999678,0.999903857708
53,0.999838,0.999689,0.999910771847
54,0.999859,0.999699,0.99992364645
55,0.999877,0.999723,0.999932169914
56,0.999885,0.999751,0.999938309193
57,0.999895,0.999762,0.999942302704
58,0.999897,0.999779,0.999954819679
59,0.999907,0.9998,0.999958097935
60,0.999908,0.999816,0.999961256981
61,0.999917,0.999829,0.999964475632
62,0.99993,0.999842,0.999966144562
63,0.999942,0.999857,0.999973833561
64,0.999945,0.999866,0.999978780746
65,0.99995,0.999871,0.99997985363
66,0.999952,0.999885,0.999982953072
67,0.999957,0.999904,0.999984145164
68,0.999959,0.999909,0.999988675117
69,0.999962,0.999913,0.99999076128
70,0.99997,0.999924,0.999991416931
71,0.999974,0.999935,0.999992609024
72,0.999979,0.999942,0.999993443489
73,0.999979,0.999946,0.999994575977
74,0.999981,0.999947,0.999994933605
75,0.999983,0.99995,0.999995827675
76,0.999986,0.99995,0.999996364117
77,0.999988,0.999951,0.999997138977
78,0.999988,0.999953,0.999997317791
79,0.999988,0.999956,0.999997913837
80,0.999989,0.999956,0.999998152256
81,0.99999,0.999963,0.999998688698
82,0.999991,0.999968,0.999999046326
83,0.999992,0.99997,0.999999284744
84,0.999993,0.999973,0.999999344349
85,0.999994,0.999974,0.999999403954
86,0.999995,0.999977,0.999999463558
87,0.999995,0.999982,0.999999463558
88,0.999995,0.999982,0.999999523163
89,0.999995,0.999982,0.999999642372
90,0.999997,0.999984,0.999999701977
91,0.999997,0.999985,0.999999761581
92,0.999997,0.999986,0.999999880791
93,0.999997,0.999987,0.999999880791
94,0.999998,0.999988,0.999999940395
95,0.999998,0.99999,0.999999940395
96,0.999998,0.99999,0.999999940395
97,0.999998,0.999991,0.999999940395
98,0.999998,0.999991,0.999999940395
99,0.999999,0.999992,1.0
