,XGB_CPU,XGB_GPU,LGBM
f2,0.10316695064,0.0962461601578,0.0714125076692
f19,0.0572111770139,0.0563223071325,0.0725028060514
f13,0.0559801756641,0.0618018758526,0.057912384775
f24,0.0555042341677,0.0545459063768,0.0732864267
f7,0.05549870109,0.0599223618128,0.0671033174618
f8,0.0554693190961,0.0506965488036,0.045556656072
f12,0.05520391401,0.0490609986071,0.0530454471331
f11,0.0543459818688,0.0542109678374,0.0903993097708
f4,0.0529575870478,0.0520231936846,0.0617514950109
f0,0.047718518249,0.0456935712081,0.0408482669533
f15,0.0466154279718,0.0475063383717,0.0432099256972
f20,0.0453369334536,0.0497877012251,0.0356973216362
f27,0.0440525537465,0.0418314807984,0.0522468168582
f6,0.0437746151066,0.0452998380411,0.0431778297303
f26,0.0404138970822,0.0422747707249,0.0290591422103
f23,0.0398093730632,0.0395209184377,0.0380839792248
f21,0.0396804635951,0.0405807856983,0.0505777776492
f17,0.0383079106672,0.035988074003,0.0377861388861
f22,0.0359172607347,0.0355717988482,0.0214487115156
f14,0.0276337082996,0.0314007670693,0.0146374420902
f3,0.00073189408723,0.00102441518488,3.40745533836e-05
f16,0.000731777910853,0.00249349298794,3.00681139484e-05
f10,0.00068081839261,0.00108408463379,2.44233280247e-05
f18,0.000671170216298,0.0011421284415,3.26120157008e-05
f9,0.000659971308454,0.000989390279017,3.17505950765e-05
f25,0.000656665076044,0.000891468921758,3.40409767871e-05
f1,0.000646853603559,0.0010987990972,3.58799010711e-05
f5,0.000622146837302,0.000989855763012,3.34474205496e-05
