,hist_dw,hist_lg,hist_GPU,GPU,LGB
0,901,901,897,1012,893
1,898,898,909,1001,873
2,883,883,858,1010,880
3,842,842,879,1005,830
4,881,881,884,1013,861
5,833,833,871,1005,874
6,870,870,844,997,878
7,828,828,763,1006,829
8,810,810,835,980,774
9,764,764,852,998,799
10,864,864,841,972,699
11,690,690,836,976,819
12,807,807,701,931,689
13,839,839,829,989,885
14,704,704,707,852,700
15,883,883,707,999,836
16,665,665,762,1003,761
17,776,776,745,940,734
18,695,695,765,919,651
19,687,687,769,969,625
20,670,670,707,991,780
21,638,638,593,923,802
22,721,721,659,938,704
23,800,800,690,955,564
24,644,644,613,925,721
25,544,544,550,879,661
26,762,762,522,913,750
27,651,651,620,973,570
28,482,482,734,849,584
29,612,612,667,897,448
30,720,720,660,812,654
31,547,547,568,769,529
32,644,644,577,894,482
33,586,586,680,747,527
34,674,674,574,871,456
35,427,427,397,917,581
36,523,523,646,781,602
37,501,501,445,813,608
38,429,429,558,795,358
39,450,450,495,882,667
40,585,585,486,881,564
41,478,478,501,792,514
42,478,478,325,700,430
43,471,471,371,876,491
44,632,632,360,722,526
45,381,381,410,910,513
46,309,309,619,787,508
47,469,469,380,777,319
48,474,474,426,786,433
49,471,471,288,780,484
50,528,528,602,728,322
51,473,473,434,840,574
52,411,411,434,637,335
53,384,384,422,665,375
54,458,458,435,822,425
55,448,448,485,800,359
56,394,394,508,874,336
57,455,455,414,622,434
58,499,499,473,670,593
59,330,330,336,670,546
60,300,300,437,882,390
61,434,434,255,775,213
62,266,266,335,637,328
63,314,314,327,609,628
64,333,333,293,791,294
65,378,378,271,650,499
66,381,381,346,797,333
67,228,228,296,905,440
68,392,392,513,930,207
69,498,498,282,706,298
70,294,294,331,685,320
71,338,338,508,530,320
72,348,348,369,645,546
73,341,341,402,768,258
74,464,464,334,858,393
75,249,249,353,716,340
76,307,307,264,729,491
77,444,444,359,802,343
78,659,659,253,631,282
79,485,485,357,750,404
80,404,404,359,714,296
81,742,742,297,672,311
82,448,448,313,629,205
83,318,318,507,652,401
84,359,359,318,733,316
85,384,384,554,680,316
86,282,282,314,578,289
87,379,379,273,527,474
88,463,463,483,787,509
89,306,306,325,666,317
90,283,283,276,600,231
91,377,377,459,627,278
92,310,310,489,746,383
93,416,416,364,662,495
94,385,385,333,551,282
95,358,358,481,643,541
96,424,424,277,658,567
97,355,355,535,681,432
98,255,255,258,640,322
99,557,557,211,527,298
