,XGB_CPU,LGBM
0,0.886991,0.886005938053
1,0.910863,0.911231338978
2,0.930171,0.929271996021
3,0.938979,0.936760365963
4,0.946666,0.943219184875
5,0.952279,0.949267923832
6,0.955202,0.954091846943
7,0.961659,0.958160221577
8,0.964463,0.962425172329
9,0.967457,0.966624557972
10,0.970273,0.969430148602
11,0.972616,0.972284376621
12,0.976096,0.974479079247
13,0.979003,0.977178275585
14,0.980938,0.979395091534
15,0.982634,0.981291472912
16,0.983982,0.982923209667
17,0.985544,0.984992742538
18,0.987284,0.986423432827
19,0.988485,0.987922549248
20,0.989174,0.989298045635
21,0.990115,0.990665555
22,0.991285,0.991740822792
23,0.992346,0.992539584637
24,0.992976,0.993432402611
25,0.993693,0.994169771671
26,0.994387,0.994716882706
27,0.994966,0.995518505573
28,0.995269,0.996132075787
29,0.995706,0.99647051096
30,0.9964,0.997053325176
31,0.996659,0.997294723988
32,0.996941,0.997465133667
33,0.997271,0.997850656509
34,0.997436,0.99800825119
35,0.997818,0.998253703117
36,0.997871,0.998410701752
37,0.998049,0.998616874218
38,0.9983,0.998700559139
39,0.998581,0.998811006546
40,0.998738,0.998816490173
41,0.998747,0.998968780041
42,0.998991,0.99902844429
43,0.999058,0.999172329903
44,0.999081,0.999265909195
45,0.999151,0.999282598495
46,0.999315,0.999378144741
47,0.99933,0.999388813972
48,0.99937,0.99948233366
49,0.999467,0.999500930309
50,0.999512,0.999596774578
51,0.999587,0.999622941017
52,0.999588,0.999680995941
53,0.999634,0.999707043171
54,0.999664,0.999713897705
55,0.999692,0.999775648117
56,0.999726,0.999798893929
57,0.999767,0.99981802702
58,0.99978,0.999847769737
59,0.999788,0.999868094921
60,0.999825,0.999888718128
61,0.999859,0.999889731407
62,0.999872,0.999914944172
63,0.9999,0.999934673309
64,0.999901,0.9999345541
65,0.999903,0.999942958355
66,0.999907,0.999950885773
67,0.999908,0.999959230423
68,0.999912,0.99996650219
69,0.999926,0.999967396259
70,0.999931,0.999969303608
71,0.99994,0.9999756217
72,0.999944,0.999977171421
73,0.999946,0.999979197979
74,0.999949,0.999981999397
75,0.999961,0.999981999397
76,0.999969,0.999984920025
77,0.999973,0.999985575676
78,0.999977,0.999986290932
79,0.999977,0.999987483025
80,0.999977,0.999989032745
81,0.999982,0.999990224838
82,0.999983,0.999993026257
83,0.999984,0.999995410442
84,0.999985,0.999996483326
85,0.999989,0.999996960163
86,0.999991,0.999997854233
87,0.999991,0.99999833107
88,0.999992,0.99999910593
89,0.999994,0.999999284744
90,0.999994,0.999999344349
91,0.999996,0.999999284744
92,0.999996,0.999999463558
93,0.999996,0.999999523163
94,0.999996,0.999999582767
95,0.999996,0.999999582767
96,0.999997,0.999999642372
97,0.999997,0.999999701977
98,0.999997,0.999999701977
99,0.999997,0.999999821186
100,0.999998,0.999999880791
101,0.999998,0.999999940395
102,0.999998,0.999999940395
103,0.999998,0.999999940395
104,0.999998,0.999999940395
105,0.999998,0.999999940395
106,0.999998,0.999999940395
107,0.999999,0.999999940395
108,0.999999,0.999999940395
109,0.999999,0.999999940395
110,0.999999,0.999999940395
111,0.999999,0.999999940395
112,0.999999,0.999999940395
113,0.999999,0.999999940395
114,0.999999,1.0
115,0.999999,1.0
116,0.999999,1.0
117,0.999999,1.0
118,0.999999,1.0
119,0.999999,1.0
120,0.999999,1.0
121,1.0,1.0
122,1.0,1.0
123,1.0,1.0
124,1.0,1.0
125,1.0,1.0
126,1.0,1.0
127,1.0,1.0
128,1.0,1.0
129,1.0,1.0
130,1.0,1.0
131,1.0,1.0
132,1.0,1.0
133,1.0,1.0
134,1.0,1.0
135,1.0,1.0
136,1.0,1.0
137,1.0,1.0
138,1.0,1.0
139,1.0,1.0
140,1.0,1.0
141,1.0,1.0
142,1.0,1.0
143,1.0,1.0
144,1.0,1.0
145,1.0,1.0
146,1.0,1.0
147,1.0,1.0
148,1.0,1.0
149,1.0,1.0
150,1.0,1.0
151,1.0,1.0
152,1.0,1.0
153,1.0,1.0
154,1.0,1.0
155,1.0,1.0
156,1.0,1.0
157,1.0,1.0
158,1.0,1.0
159,1.0,1.0
160,1.0,1.0
161,1.0,1.0
162,1.0,1.0
163,1.0,1.0
164,1.0,1.0
165,1.0,1.0
166,1.0,1.0
167,1.0,1.0
168,1.0,1.0
169,1.0,1.0
170,1.0,1.0
171,1.0,1.0
172,1.0,1.0
173,1.0,1.0
174,1.0,1.0
175,1.0,1.0
176,1.0,1.0
177,1.0,1.0
178,1.0,1.0
179,1.0,1.0
180,1.0,1.0
181,1.0,1.0
182,1.0,1.0
183,1.0,1.0
184,1.0,1.0
185,1.0,1.0
186,1.0,1.0
187,1.0,1.0
188,1.0,1.0
189,1.0,1.0
190,1.0,1.0
191,1.0,1.0
192,1.0,1.0
193,1.0,1.0
194,1.0,1.0
195,1.0,1.0
196,1.0,1.0
197,1.0,1.0
198,1.0,1.0
199,1.0,1.0
200,1.0,1.0
201,1.0,1.0
202,1.0,1.0
203,1.0,1.0
204,1.0,1.0
205,1.0,1.0
