,XGB_CPU,XGB_GPU,LGBM
0,13296,12240,13697
1,12956,12243,13335
2,13343,12818,13698
3,13022,12479,13043
4,13312,12276,13264
5,12852,12447,13570
6,12822,12195,13417
7,12930,11948,13106
8,13034,11639,12843
9,12356,11499,12625
10,12787,11514,13187
11,12219,12148,12185
12,12269,11504,13088
13,12565,10926,12259
14,12405,11147,12935
15,11802,10454,12452
16,11528,10476,12169
17,11565,10238,11600
18,11168,10291,11446
19,11167,9891,11902
20,10075,9294,11118
21,10805,9337,10524
22,10060,9843,10708
23,10880,10100,10612
24,10528,8110,11084
25,10400,10919,9992
26,10133,8349,9605
27,10206,8270,10249
28,9294,7951,11308
29,10495,9403,11070
30,10163,7386,9864
31,10281,7513,10589
32,7901,7931,9766
33,9738,7056,10230
34,8361,7181,9065
35,7526,7749,10689
36,7427,6127,4262
37,5297,6693,8865
38,3900,4534,6100
39,6445,3373,4102
40,4034,5792,4134
41,3844,3136,6896
42,6017,4545,7835
43,3813,5578,5193
44,6747,8873,4474
45,3987,2911,5550
46,3294,5217,7376
47,8744,3750,4863
48,2371,7394,3620
49,5616,3700,10229
50,4186,6076,5748
51,5308,4944,4737
52,7394,8799,4322
53,5182,4573,2891
54,2922,3414,4034
55,3153,3196,4818
56,2361,5960,3027
57,3420,3674,4325
58,3819,8073,4374
59,8232,3569,2550
60,3414,2481,8300
61,6730,3808,2097
62,8171,4092,4004
63,8665,2192,3496
64,3687,2968,4201
65,6289,4612,5706
66,2504,2869,3268
67,4025,2398,3498
68,3113,8585,2920
69,1618,5442,3564
70,4762,4651,3060
71,1986,2822,6359
72,2058,4319,6982
73,2155,3198,3837
74,5636,3394,4514
75,4551,1297,4820
76,5860,3228,2643
77,4498,2057,7912
78,5994,1985,3725
79,2095,2621,3978
80,4997,2210,3170
81,3724,1477,5482
82,2631,1732,2659
83,830,7071,3547
84,2882,2985,2349
85,3444,2770,5525
86,1274,1658,4620
87,1890,1490,2616
88,2588,3727,2210
89,7541,8438,3626
90,4976,1352,4251
91,4115,3179,8394
92,2747,3511,4204
93,1773,3000,2515
94,1722,937,5806
95,5247,1374,2045
96,1972,2620,7435
97,1218,1173,3001
98,1085,1024,4888
99,3388,1112,5511
