,XGB,LGB
0,19506,19913
1,18564,19116
2,18588,18841
3,18520,19813
4,18735,18987
5,18322,18950
6,18574,18258
7,17317,17931
8,18840,18667
9,17538,19000
10,18383,17143
11,17774,18546
12,16170,17058
13,14804,15978
14,16777,15290
15,14442,15382
16,13602,15445
17,15505,16328
18,14761,14379
19,14768,15082
20,11740,13536
21,12483,12717
22,10403,11554
23,12579,11873
24,11270,11525
25,11174,9873
26,9738,10596
27,9327,11492
28,8961,9633
29,8612,8129
30,8701,9752
31,7533,8821
32,8012,8030
33,7141,9835
34,5339,9588
35,5709,5358
36,5686,4441
37,5004,5445
38,5723,4537
39,3320,3341
40,2610,13707
41,2531,2880
42,2667,13006
43,8355,2374
44,5640,2832
45,2090,4535
46,3321,2955
47,1712,3557
48,4011,3286
49,2031,2684
50,1336,2370
51,1753,13316
52,1073,2797
53,1161,8422
54,1212,6535
55,899,3125
56,2521,5956
57,6344,1830
58,1802,6900
59,3862,4441
60,2228,3335
61,1882,7625
62,1752,4489
63,1430,7004
64,1663,3264
65,2270,2431
66,3374,6476
67,1215,2206
68,1481,5823
69,740,2791
70,1657,8131
71,408,3599
72,2229,4879
73,773,2265
74,5701,2873
75,341,5920
76,677,5890
77,1121,3046
78,3199,6818
79,1361,2977
80,734,7037
81,737,2731
82,1187,7407
83,989,7644
84,1236,6226
85,478,7041
86,2164,2353
87,717,2301
88,2100,3947
89,421,8642
90,8423,2037
91,548,1913
92,2021,4792
93,405,5847
94,1288,6841
95,2334,3704
96,909,3955
97,2132,6188
98,5197,5656
99,3038,7173
