,XGB_CPU,XGB_GPU,LGBM
0,1013,1002,1013
1,1010,994,1015
2,1015,1003,1013
3,1014,1011,1014
4,1015,1008,1008
5,1007,1007,1017
6,1014,988,1011
7,1017,1008,1015
8,1017,1003,1012
9,1013,999,1017
10,1007,992,1008
11,1011,1000,1001
12,1020,999,1012
13,1019,995,999
14,1000,993,1005
15,1017,997,1017
16,1015,975,1008
17,1002,995,1001
18,1019,978,1015
19,984,969,1013
20,1019,971,975
21,990,980,1004
22,1009,952,1013
23,1009,956,967
24,958,918,1007
25,995,993,989
26,952,989,1004
27,1003,917,938
28,989,992,1006
29,864,896,905
30,943,884,905
31,1007,842,893
32,885,882,935
33,1000,862,1014
34,939,908,891
35,878,987,830
36,862,999,1022
37,869,823,846
38,891,897,910
39,771,824,790
40,896,748,782
41,746,1000,864
42,878,731,826
43,805,810,802
44,828,849,866
45,931,705,1002
46,736,770,774
47,753,692,810
48,930,656,798
49,841,809,778
