,XGB_CPU,XGB_GPU,LGBM
0,0.65031,0.650314,0.650331795216
1,0.614201,0.61434,0.613585710526
2,0.579935,0.579879,0.582828104496
3,0.552653,0.552065,0.552658736706
4,0.526337,0.525839,0.527563631535
5,0.503701,0.503569,0.506685197353
6,0.483542,0.483841,0.484711259604
7,0.465792,0.465181,0.467631727457
8,0.447848,0.449816,0.451368778944
9,0.432902,0.434366,0.436645805836
10,0.420977,0.420066,0.424059063196
11,0.408377,0.407863,0.411185860634
12,0.396689,0.396348,0.399748325348
13,0.386222,0.386006,0.390001416206
14,0.375985,0.376496,0.379953354597
15,0.367306,0.367525,0.370997220278
16,0.359585,0.35886,0.362766653299
17,0.351565,0.349547,0.354956150055
18,0.342351,0.341034,0.348132759333
19,0.336569,0.334422,0.341035634279
20,0.329771,0.326332,0.333488643169
21,0.322344,0.320159,0.326289236546
22,0.314586,0.313882,0.31959682703
23,0.308566,0.307407,0.314006388187
24,0.302447,0.302906,0.30949729681
25,0.296517,0.298062,0.303601980209
26,0.292117,0.293199,0.298290669918
27,0.28896,0.288623,0.29253795743
28,0.285365,0.284235,0.289402842522
29,0.280608,0.281282,0.285938352346
30,0.274696,0.277406,0.280489981174
31,0.270342,0.272765,0.275234401226
32,0.266857,0.270059,0.272566795349
33,0.263516,0.26575,0.268844842911
34,0.260871,0.26065,0.265080988407
35,0.257851,0.25774,0.26181986928
36,0.255597,0.255099,0.258962005377
37,0.251864,0.252568,0.255648225546
38,0.249198,0.249764,0.254211992025
39,0.246372,0.247501,0.251394182444
40,0.243744,0.245023,0.249663934112
41,0.242167,0.242987,0.246001526713
42,0.240506,0.240653,0.243540868163
43,0.239128,0.238323,0.241414785385
44,0.237174,0.237053,0.240460574627
45,0.234705,0.235801,0.239342540503
46,0.233055,0.233953,0.237630814314
47,0.230856,0.23247,0.235506117344
48,0.229324,0.231067,0.233927160501
49,0.228137,0.23008,0.232175901532
