,XGB_CPU,LGBM
0,803,805
1,796,798
2,763,749
3,793,753
4,825,797
5,753,737
6,790,812
7,717,750
8,764,784
9,765,689
10,696,762
11,744,768
12,725,725
13,659,771
14,791,710
15,721,743
16,658,735
17,740,747
18,709,687
19,622,701
20,748,684
21,548,616
22,732,620
23,694,733
24,523,591
25,709,772
26,601,685
27,576,581
28,481,548
29,652,652
30,615,692
31,380,623
32,312,610
33,682,378
34,332,357
35,347,348
36,468,679
37,564,422
38,246,644
39,487,259
40,596,427
41,336,335
42,279,679
43,615,309
44,297,386
45,447,284
46,235,331
47,500,208
48,386,298
49,561,389
50,322,577
51,92,706
52,313,513
53,192,300
54,551,313
55,488,410
56,457,276
57,243,462
58,166,268
59,267,310
60,179,560
61,527,435
62,203,569
63,95,163
64,503,436
65,122,308
66,425,284
67,427,342
68,52,430
69,382,526
70,492,317
71,234,287
72,340,330
73,320,229
74,176,600
75,85,169
76,105,332
77,293,241
78,232,308
79,49,291
80,299,383
81,380,229
82,558,615
83,592,571
84,426,514
85,325,203
86,376,511
87,132,292
88,117,315
89,127,327
90,254,219
91,68,575
92,355,568
93,140,268
94,158,303
95,91,284
96,458,551
97,194,432
98,223,191
99,375,582
100,223,568
101,327,256
102,99,178
103,76,298
104,343,384
105,127,256
106,651,555
107,125,500
108,41,198
109,213,200
110,98,255
111,424,644
112,81,411
113,147,447
114,83,305
115,202,215
116,194,500
117,494,295
118,404,484
119,364,400
120,335,519
121,286,409
122,232,433
123,55,189
124,94,562
125,114,637
126,44,344
127,159,350
128,265,237
129,60,145
130,58,331
131,168,668
132,128,323
133,46,423
134,100,489
135,163,223
136,150,323
137,224,335
138,207,335
139,81,243
140,307,394
141,138,420
142,406,383
143,394,295
144,208,488
145,271,441
146,197,305
147,408,303
148,399,360
149,270,434
150,68,452
151,339,428
152,291,359
153,141,200
154,106,369
155,104,204
156,174,151
157,380,433
158,244,221
159,222,204
160,375,229
161,331,213
162,93,367
163,178,267
164,173,564
165,366,552
166,367,205
167,205,477
168,327,287
169,70,389
170,134,238
171,58,196
172,101,340
173,42,415
174,228,525
175,118,442
176,165,570
177,174,460
178,350,477
179,172,287
180,52,226
181,295,437
182,396,223
183,326,363
184,249,469
185,96,369
186,326,518
187,77,266
188,58,210
189,123,399
190,255,557
191,51,305
192,105,380
193,283,343
194,195,437
195,372,550
196,166,539
197,273,211
198,257,475
199,329,251
200,202,563
201,386,492
202,117,359
203,211,487
204,105,367
205,59,335
206,104,265
207,281,265
208,313,218
209,269,528
210,168,311
211,275,295
212,202,313
213,278,490
214,248,277
215,415,550
216,261,522
217,153,674
218,92,185
219,416,371
220,437,262
221,66,305
222,93,293
223,249,333
224,221,413
225,307,271
226,50,285
227,570,355
228,384,463
229,262,350
230,262,216
