,XGB_CPU,LGBM
0,23272,23404
1,22638,22973
2,23023,23121
3,23823,23839
4,23073,23529
5,23283,23515
6,23594,24402
7,23192,23461
8,22956,23663
9,22689,23359
10,22539,23133
11,23349,23068
12,21738,23335
13,21999,23174
14,22418,22835
15,22472,23076
16,22407,22246
17,21072,21920
18,21542,22588
19,22603,22111
20,20615,20802
21,21131,22841
22,20374,21290
23,21086,22348
24,19768,20546
25,21231,20352
26,19463,21249
27,20445,20787
28,17586,21525
29,22290,20388
30,19449,18046
31,21824,21812
32,19202,23520
33,21706,21527
34,18861,21938
35,15208,21005
36,15717,13405
37,11572,11169
38,14189,12656
39,19116,14381
40,8571,11563
41,12404,20552
42,19274,12479
43,11161,8573
44,14338,11928
45,20080,20636
46,7312,10198
47,13558,8376
48,7713,21723
49,8245,11344
50,11853,18395
51,8021,17341
52,19514,7962
53,8083,16755
54,18680,8315
55,15414,7857
56,6725,19177
57,13954,15014
58,7917,6791
59,17017,9154
60,14435,11445
61,20806,11828
62,9383,16341
63,6282,10320
64,4133,10028
65,10014,12221
66,12223,14067
67,11389,21119
68,16281,20686
69,7548,7212
70,12975,21789
71,4040,19534
72,9433,5946
73,11450,9830
74,20347,20878
75,11867,8543
76,18295,9440
77,6199,20779
78,16190,11842
79,6599,11422
80,3201,9886
81,7220,20696
82,19219,20435
83,18130,9990
84,6249,12645
85,7304,20063
86,18672,7186
87,4668,8040
88,4430,6861
89,10853,11895
90,5729,8392
91,12443,5913
92,17095,21020
93,5016,13047
94,12458,20809
95,3398,6675
96,6042,19520
97,4774,16807
98,18587,8378
99,16828,5592
100,5832,12930
101,3058,11994
102,15757,6466
103,16556,19126
104,7626,10410
105,15511,6465
106,5330,19400
107,4883,7733
108,10985,3504
109,3593,19215
110,3357,10812
111,4277,18093
112,11243,5571
113,14195,9917
114,17438,7879
115,2593,3965
116,5430,12552
117,10297,15364
118,18917,10102
119,6108,17403
120,16609,7222
121,6147,15481
122,8282,7522
123,6322,5308
124,10795,3865
125,3827,5026
126,8125,10337
127,17243,14469
128,14412,6300
129,10160,18809
130,8370,9988
131,3460,5857
132,4565,8010
133,5161,17607
134,5118,9909
135,16688,6888
136,7561,5328
137,2589,7594
138,18515,23295
139,3017,7172
140,2230,5894
141,2203,12050
142,11237,6161
143,4382,6868
144,3838,8216
145,6222,4568
146,5137,5397
147,17403,6069
148,6225,3957
149,7621,15287
150,9259,8802
151,4578,6078
152,4247,13786
153,6860,7654
154,12664,8588
155,2660,14461
156,7020,4975
157,18843,6883
158,10754,15617
159,3699,9043
160,3060,7506
161,10584,9133
162,5682,7502
163,1682,7251
164,4434,14292
165,3325,20570
166,3397,8738
167,4081,6153
168,1628,12932
169,5828,9519
170,6453,6537
171,7510,10465
172,17471,4062
173,8839,5070
174,3078,14254
175,1953,8172
176,2367,4794
177,7106,6893
178,5448,8946
179,14611,6000
180,5189,7309
