,no_depth_limit,depth,depth_8,depth_18
0,0.663752019405,0.672600090504,0.686260044575,0.666067957878
1,0.637876689434,0.654478132725,0.680388092995,0.642160475254
2,0.614754736423,0.63844704628,0.674932956696,0.620873510838
3,0.593991219997,0.623669803143,0.67020636797,0.601586103439
4,0.574964523315,0.610229671001,0.665736496449,0.583988547325
5,0.557546079159,0.59806394577,0.661586463451,0.568143904209
6,0.54158693552,0.586282610893,0.657917022705,0.553230285645
7,0.526799440384,0.575339078903,0.654398202896,0.539457380772
8,0.513049542904,0.565496325493,0.651224136353,0.526223242283
9,0.500052392483,0.556266248226,0.648263156414,0.514048457146
10,0.487749993801,0.54749083519,0.645323812962,0.502477943897
11,0.476221978664,0.53947943449,0.642885863781,0.491821497679
12,0.465281933546,0.531696796417,0.640334188938,0.481760799885
13,0.455062717199,0.524447202682,0.638053536415,0.472348719835
14,0.445398002863,0.517968177795,0.636082112789,0.463585108519
15,0.43606710434,0.511518776417,0.634012758732,0.455017119646
16,0.427297323942,0.505383133888,0.632075786591,0.447218447924
17,0.418812900782,0.499542027712,0.630475521088,0.439957767725
18,0.410603582859,0.494422197342,0.628764152527,0.432493150234
19,0.402771294117,0.489608287811,0.626985907555,0.425803512335
20,0.395342081785,0.484155446291,0.625648081303,0.418968945742
21,0.38819232583,0.480050414801,0.624036610126,0.413085699081
22,0.381162643433,0.475116342306,0.622423529625,0.40713763237
23,0.374435395002,0.470464020967,0.620896399021,0.401030123234
24,0.367974370718,0.466419935226,0.619321703911,0.395967572927
25,0.361652582884,0.46268427372,0.618373930454,0.39083430171
26,0.355440825224,0.459395170212,0.616926848888,0.385174125433
27,0.349521547556,0.45602107048,0.615899264812,0.380232900381
28,0.343740463257,0.452136158943,0.614824354649,0.37576058507
29,0.33819720149,0.449076026678,0.613949477673,0.371193408966
30,0.332650631666,0.445789694786,0.613285958767,0.367069303989
31,0.327356994152,0.443111896515,0.612682700157,0.363207221031
32,0.322144389153,0.440323710442,0.612119734287,0.358954966068
33,0.317105293274,0.437880724669,0.611623823643,0.354902923107
34,0.312173187733,0.435825139284,0.610798239708,0.351717859507
35,0.30734834075,0.433901309967,0.610429883003,0.348928540945
36,0.302661806345,0.432258546352,0.609638035297,0.346197575331
37,0.298055291176,0.430512726307,0.608859360218,0.344534963369
38,0.29350784421,0.427569538355,0.607989907265,0.342191308737
39,0.28907969594,0.426604390144,0.607121646404,0.339757978916
40,0.284731507301,0.424018114805,0.606320202351,0.338182836771
41,0.280499994755,0.423108756542,0.605957865715,0.336531221867
42,0.276418209076,0.421735823154,0.605185329914,0.335748434067
43,0.272344112396,0.420898795128,0.604796051979,0.334502100945
44,0.268368780613,0.419590085745,0.604299008846,0.33122086525
45,0.26453974843,0.419022619724,0.603630065918,0.33043679595
46,0.260723382235,0.417728453875,0.603158295155,0.329776287079
47,0.256982088089,0.417240530252,0.602474987507,0.328763872385
48,0.253284603357,0.416890591383,0.602106273174,0.327896803617
49,0.249723762274,0.41649800539,0.601571500301,0.325583517551
50,0.246309667826,0.414648205042,0.601237893105,0.323699235916
51,0.2429895401,0.413692265749,0.600681960583,0.323049455881
52,0.239682689309,0.413456708193,0.599645972252,0.321618437767
53,0.236390829086,0.413125962019,0.598995506763,0.320684850216
54,0.233115375042,0.411761879921,0.598737299442,0.319700062275
55,0.230022117496,0.409983366728,0.598519802094,0.318959891796
56,0.227028876543,0.408560395241,0.598096966743,0.318377584219
57,0.224049657583,0.408290266991,0.597266256809,0.317128807306
58,0.221330583096,0.407730072737,0.596384465694,0.316737115383
59,0.218435838819,0.406736880541,0.596046507359,0.315800964832
60,0.215732961893,0.406107008457,0.595796763897,0.314479380846
61,0.212900072336,0.405646920204,0.594906210899,0.312737941742
62,0.2102727741,0.405006736517,0.594650566578,0.310739725828
63,0.207649379969,0.404632776976,0.5945058465,0.309827983379
64,0.205361455679,0.404177963734,0.59415268898,0.308086812496
65,0.203231692314,0.403005629778,0.593463599682,0.306945711374
66,0.200492605567,0.401654034853,0.593007862568,0.306214213371
67,0.198254287243,0.401428818703,0.59248059988,0.305640280247
68,0.195879846811,0.400238275528,0.592162370682,0.304284512997
69,0.193557277322,0.399893194437,0.591885089874,0.304032951593
70,0.191095367074,0.399054288864,0.591427326202,0.30252379179
71,0.188892528415,0.397595643997,0.590670347214,0.301916062832
72,0.186777383089,0.397183418274,0.589846670628,0.301598072052
73,0.184775039554,0.396597951651,0.589034616947,0.300799638033
74,0.182525798678,0.395475357771,0.588881552219,0.298587173223
75,0.180231556296,0.394192934036,0.588658213615,0.298110157251
76,0.178075164557,0.392365604639,0.588441312313,0.297539174557
77,0.176112338901,0.391945660114,0.587905287743,0.295551210642
78,0.174028664827,0.389805465937,0.58775383234,0.295108944178
79,0.172306150198,0.388635873795,0.587374091148,0.294410169125
80,0.170342370868,0.388119071722,0.587182700634,0.293443799019
81,0.168680682778,0.387768685818,0.586826443672,0.292467981577
82,0.166927725077,0.38725283742,0.586382269859,0.291880726814
83,0.164900019765,0.386851042509,0.585918486118,0.291419237852
84,0.163097754121,0.386160194874,0.585577189922,0.290079981089
85,0.161045968533,0.38602489233,0.584925353527,0.289295583963
86,0.159091427922,0.385437309742,0.584442555904,0.288629710674
87,0.157293528318,0.384192556143,0.584069788456,0.287823170424
88,0.155585244298,0.383618623018,0.583417415619,0.287508845329
89,0.153694599867,0.383209139109,0.583243966103,0.286009341478
90,0.152199745178,0.381429642439,0.583063900471,0.283478707075
91,0.150738433003,0.380609542131,0.582401156425,0.282623499632
92,0.148952528834,0.379623800516,0.581796944141,0.281315952539
93,0.147447690368,0.378523766994,0.581474781036,0.280519902706
94,0.145647719502,0.376515835524,0.581155776978,0.279960006475
95,0.1441911906,0.376033365726,0.580532073975,0.278122365475
96,0.142422482371,0.375676959753,0.580005466938,0.277235746384
97,0.140919029713,0.374725431204,0.579334020615,0.275562852621
98,0.139383375645,0.373463094234,0.579062342644,0.273150444031
99,0.137856885791,0.372975736856,0.578619480133,0.272248119116
