,EQBIN_dw,EQBIN_lg,LGB
0,16384,16384,16384
1,16384,16384,16384
2,16384,16384,16384
3,16384,16384,16384
4,16384,16384,16384
5,16384,16384,16384
6,16384,16384,16384
7,16384,16384,16384
8,16384,16384,16384
9,16384,16384,16384
10,16384,16384,16384
11,16384,16384,16384
12,16384,16384,16384
13,16384,16384,16384
14,16384,16384,16384
15,16384,16384,16384
16,16384,16384,16384
17,16384,16384,16384
18,16384,16384,16384
19,16384,16384,16384
20,16384,16384,16384
21,16384,16384,16384
22,16384,16384,16384
23,16384,16384,16384
24,16384,16384,16384
25,16384,16384,16384
26,16384,16384,16384
27,16384,16384,16384
28,16384,16384,16384
29,16384,16384,16384
30,16384,16384,16384
31,16384,16384,16384
32,16384,16384,16384
33,16384,16384,16384
34,16384,16384,16384
35,16384,16384,16384
36,16384,16384,16384
37,16384,16384,16384
38,16384,16384,16384
39,16384,15597,16384
40,16384,16384,16384
41,16384,12179,14310
42,13863,16384,16195
43,15403,12940,15662
44,16384,11790,10645
45,9371,14553,13732
46,16300,14175,9645
47,12909,10214,13604
48,9114,12810,12554
49,16185,11005,14225
50,14191,9560,8232
51,14735,9894,8027
52,6916,9674,8756
53,4730,7006,6295
54,6217,9533,6125
55,13632,5876,9603
56,6057,4578,7227
57,16384,6673,8848
58,9448,4649,9936
59,4816,7703,9225
60,16384,4693,6497
61,8155,7438,5885
62,4147,6769,8545
63,7299,2908,14156
64,5035,4618,10113
65,5569,5720,6782
66,12341,9509,15473
67,8930,10533,7774
68,3617,3806,3111
69,6170,9163,4041
70,12010,4220,4132
71,13437,16384,1559
72,16384,2562,10581
73,14548,9021,12441
74,6237,10588,7361
75,13524,7358,2616
76,3449,7068,4734
77,16384,3642,8951
78,7802,5512,9979
79,16384,4036,4127
80,11279,4807,4015
81,3562,7620,2454
82,3368,3569,13840
83,4492,5835,3672
84,16384,2272,10952
85,11763,3983,3016
86,16384,3949,3143
87,4113,9282,8231
88,16384,2010,12160
89,15570,1874,6244
90,15480,12039,3040
91,2803,13094,4486
92,3324,8704,2933
93,2166,16384,3296
94,8052,8200,12655
95,11058,8508,9884
96,16384,6561,16384
97,2908,13523,7239
98,16384,10245,16384
99,9481,16234,2557
100,5955,10273,14085
101,4146,14011,10385
102,2313,6348,13032
103,16384,3964,14070
104,15518,14252,15269
105,7941,6561,12816
106,8106,6011,4400
107,3686,13303,10066
108,4836,16384,7961
109,3915,10372,5823
110,2763,16384,6530
111,14955,7770,15445
112,5734,13989,16384
113,16384,5400,13368
114,11259,9183,4557
115,5063,15481,15030
116,15480,12138,14325
117,3499,12568,13507
118,12301,6456,12566
119,8020,6344,12493
120,3015,10691,14335
121,14738,15006,13176
122,11586,4536,10240
123,15299,3270,13091
124,15302,5114,10428
125,10358,15764,4851
126,15380,6614,9971
127,15099,13238,13963
128,16384,14409,14141
129,16384,13158,13467
130,14136,14653,16384
131,7398,16384,12942
132,10397,13595,9266
133,13948,16384,9840
134,6574,14137,11995
135,11508,8199,14969
136,13949,10784,12851
137,13482,12417,13023
138,5679,6587,7358
139,8135,4885,5088
140,7959,5541,8178
141,6612,12122,11593
142,14906,12940,13427
143,6316,9404,9194
144,15882,7286,6449
145,14219,12338,12542
146,16384,14785,5255
147,14509,12056,11873
148,16384,11528,12032
149,14062,8176,10759
150,10005,12594,11153
151,8729,11760,10050
152,6650,11493,13955
153,11536,6801,10556
154,11954,10997,9032
155,14432,7622,6771
156,13985,14020,6131
157,14465,10911,13107
158,10677,13971,11741
159,16379,11268,6451
160,11213,10852,13346
161,10020,6093,6135
162,8576,7835,7298
163,12553,10527,8045
164,7191,9553,9204
165,9296,13774,4916
166,12790,13096,14274
167,11489,11510,11105
168,12888,8466,12009
169,8989,13021,8943
170,8722,13858,10685
171,6138,13557,9912
172,8387,11303,11541
173,9622,8744,8217
174,4413,9972,10022
175,11701,11843,7046
176,4531,8547,6779
177,10845,7494,6475
178,8274,9840,7826
179,6109,7503,6769
180,5952,9225,8677
181,10386,9120,10431
182,10389,11471,13412
183,8334,9368,10747
184,5572,12744,9649
185,5447,10007,7432
186,10850,9304,8667
187,9306,11134,8655
188,10439,11984,8727
189,8472,8745,7458
190,10189,8292,8909
191,9487,10386,7996
192,8856,8286,6922
193,11623,11573,10266
194,11230,8713,7309
195,11737,8568,9671
196,10078,7881,10398
197,10194,8666,10555
198,12273,10797,9808
199,12290,9969,7860
