,XGB_CPU,XGB_GPU,LGBM
0,803,804,805
1,796,797,798
2,763,751,749
3,793,796,753
4,825,741,797
5,753,739,737
6,790,739,812
7,717,766,750
8,764,757,784
9,765,719,689
10,696,748,762
11,744,676,768
12,725,631,725
13,659,735,771
14,791,705,710
15,721,735,743
16,658,655,735
17,740,698,747
18,709,692,687
19,622,618,701
20,748,716,684
21,548,571,616
22,732,612,620
23,694,541,733
24,523,634,591
25,709,647,772
26,601,656,685
27,576,488,581
28,481,520,548
29,652,535,652
30,615,527,692
31,380,381,623
32,312,361,610
33,682,497,378
34,332,488,357
35,347,403,348
36,468,330,679
37,564,621,422
38,246,237,644
39,487,507,259
40,596,616,427
41,336,242,335
42,279,530,679
43,615,323,309
44,297,329,386
45,447,205,284
46,235,449,331
47,500,353,208
48,386,199,298
49,561,446,389
50,322,362,577
51,92,246,706
52,313,466,513
53,192,394,300
54,551,292,313
55,488,145,410
56,457,575,276
57,243,333,462
58,166,353,268
59,267,252,310
60,179,400,560
61,527,289,435
62,203,186,569
63,95,122,163
64,503,122,436
65,122,473,308
66,425,262,284
67,427,137,342
68,52,356,430
69,382,104,526
70,492,378,317
71,234,334,287
72,340,439,330
73,320,84,229
74,176,483,600
75,85,456,169
76,105,389,332
77,293,101,241
78,232,398,308
79,49,423,291
80,299,222,383
81,380,204,229
82,558,255,615
83,592,84,571
84,426,172,514
85,325,200,203
86,376,311,511
87,132,333,292
88,117,226,315
89,127,227,327
90,254,189,219
91,68,259,575
92,355,214,568
93,140,264,268
94,158,88,303
95,91,289,284
96,458,272,551
97,194,202,432
98,223,410,191
99,375,160,582
