,hist_dw,hist_lg,hist_GPU,GPU,LGB
0,852,852,859,989,832
1,798,798,824,999,809
2,853,853,792,994,821
3,816,816,789,978,827
4,863,863,868,985,863
5,849,849,788,1001,801
6,781,781,869,959,863
7,904,904,830,1014,809
8,826,826,853,960,773
9,796,796,802,960,806
10,820,820,798,975,775
11,836,836,816,973,816
12,834,834,792,973,814
13,843,843,850,980,830
14,803,803,818,928,772
15,745,745,759,936,801
16,758,758,803,962,786
17,789,789,770,951,731
18,752,752,743,939,750
19,639,639,745,954,657
20,718,718,711,953,636
21,664,664,647,889,705
22,633,633,659,876,671
23,672,672,716,894,536
24,661,661,610,860,613
25,644,644,675,846,691
26,619,619,623,907,608
27,610,610,483,840,492
28,682,682,592,911,538
29,617,617,573,881,576
30,521,521,451,823,514
31,563,563,485,800,806
32,502,502,596,826,623
33,440,440,454,801,556
34,478,478,444,825,476
35,379,379,734,914,805
36,413,413,402,998,495
37,700,700,715,829,696
38,730,730,742,997,702
39,461,461,441,732,634
40,752,752,764,863,392
41,532,532,620,977,679
42,690,690,681,847,754
43,378,378,438,808,386
44,454,454,783,654,554
45,413,413,385,840,474
46,238,238,440,662,399
47,364,364,359,665,408
48,807,807,538,726,528
49,731,731,413,764,504
50,444,444,432,646,560
51,309,309,280,897,286
52,366,366,684,683,507
53,407,407,417,660,514
54,548,548,566,644,551
55,286,286,267,731,453
56,518,518,384,615,710
57,239,239,395,821,251
58,335,335,466,771,483
59,794,794,221,651,314
60,723,723,537,519,272
61,375,375,219,642,499
62,224,224,472,722,203
63,376,376,332,581,849
64,299,299,451,531,236
65,436,436,412,965,872
66,166,166,634,1015,334
67,549,549,179,921,186
68,238,238,371,595,285
69,837,837,257,499,583
70,553,553,448,495,293
71,890,890,436,816,570
72,502,502,502,629,580
73,288,288,148,779,599
74,815,815,566,838,333
75,172,172,426,706,223
76,265,265,576,694,507
77,181,181,418,674,364
78,848,848,531,668,901
79,440,440,492,695,425
80,317,317,745,517,782
81,821,821,791,635,407
82,442,442,437,635,515
83,663,663,197,910,424
84,387,387,445,588,580
85,336,336,282,542,778
86,472,472,165,602,330
87,261,261,235,603,490
88,446,446,728,602,314
89,432,432,783,852,321
90,342,342,367,606,238
91,311,311,495,997,666
92,167,167,234,584,655
93,800,800,673,916,270
94,492,492,591,464,649
95,476,476,617,527,490
96,688,688,600,874,300
97,188,188,729,803,613
98,687,687,428,799,195
99,449,449,643,779,281
