,XGB,LGB
0,0.681432,0.681432664394
1,0.671026,0.671030342579
2,0.661999,0.661999702454
3,0.654052,0.654053390026
4,0.64602,0.646031558514
5,0.639136,0.639080762863
6,0.632693,0.632653176785
7,0.626884,0.626816987991
8,0.620911,0.620900452137
9,0.615722,0.615596294403
10,0.611255,0.611169755459
11,0.606619,0.606621742249
12,0.602388,0.602373838425
13,0.598255,0.598138749599
14,0.594131,0.594011366367
15,0.590665,0.590744972229
16,0.587505,0.587233364582
17,0.584442,0.583410084248
18,0.581188,0.580274701118
19,0.578095,0.577645838261
20,0.57522,0.574656248093
21,0.572426,0.572151482105
22,0.569736,0.5693577528
23,0.566825,0.566971898079
24,0.564289,0.565009117126
25,0.562815,0.563171327114
26,0.560594,0.560596823692
27,0.55879,0.559271931648
28,0.557306,0.557125031948
29,0.555669,0.555312991142
30,0.554086,0.554210841656
31,0.551643,0.551906883717
32,0.550335,0.550838589668
33,0.549233,0.549686133862
34,0.547956,0.548767864704
35,0.547259,0.547385334969
36,0.546372,0.546248555183
37,0.545036,0.545579493046
38,0.544134,0.544901072979
39,0.543454,0.543889582157
40,0.54222,0.54258954525
41,0.541582,0.541709244251
42,0.540955,0.540487766266
43,0.540252,0.539836883545
44,0.539206,0.539233803749
45,0.537885,0.538602530956
46,0.53733,0.537742853165
47,0.536401,0.537089169025
48,0.535872,0.536011278629
49,0.534863,0.535452008247
50,0.534238,0.534873187542
51,0.533826,0.534345448017
52,0.533176,0.533221960068
53,0.531877,0.532740950584
54,0.530781,0.531772851944
55,0.529558,0.530491769314
56,0.528808,0.529832422733
57,0.527225,0.529101788998
58,0.526716,0.528412103653
59,0.525699,0.528149306774
60,0.52528,0.527686595917
61,0.524659,0.527310550213
62,0.523415,0.526032149792
63,0.522741,0.52548032999
64,0.522125,0.524695217609
65,0.521645,0.523813426495
66,0.521271,0.523316681385
67,0.520964,0.521721661091
68,0.520595,0.521168410778
69,0.519689,0.520363211632
70,0.519101,0.519865572453
71,0.516991,0.519526898861
72,0.516404,0.518948495388
73,0.515786,0.518439412117
74,0.51451,0.517954051495
75,0.513819,0.517225682735
76,0.512582,0.516788899899
77,0.512084,0.516240358353
78,0.511536,0.515938997269
79,0.510782,0.515358328819
80,0.51015,0.515019476414
81,0.509553,0.514507472515
82,0.509276,0.514148056507
83,0.508456,0.512540638447
84,0.508132,0.511907160282
85,0.507653,0.511571347713
86,0.507198,0.51104080677
87,0.506524,0.510377824306
88,0.50625,0.509830594063
89,0.505184,0.50936371088
90,0.504977,0.508105158806
91,0.504616,0.507860898972
92,0.503453,0.507425427437
93,0.502575,0.50691151619
94,0.501336,0.506293535233
95,0.50045,0.505732357502
96,0.499391,0.504938304424
97,0.498648,0.504692673683
98,0.498129,0.50359338522
99,0.497886,0.503171801567
