,XGB,XGB_GPU,LGB
0,256,256,256
1,256,256,256
2,256,256,256
3,256,256,256
4,256,255,256
5,256,256,256
6,256,256,256
7,256,256,256
8,256,256,256
9,256,256,256
10,256,256,256
11,256,256,256
12,255,255,256
13,256,256,256
14,256,256,256
15,256,256,256
16,256,254,256
17,256,256,256
18,256,256,255
19,256,256,256
20,255,255,255
21,255,254,256
22,251,255,252
23,256,255,256
24,256,252,256
25,249,256,255
26,256,256,256
27,256,256,252
28,256,255,254
29,256,256,254
30,256,249,249
31,255,256,255
32,255,251,254
33,249,244,253
34,256,256,253
35,243,255,255
36,256,247,256
37,254,250,255
38,254,256,241
39,256,256,256
40,256,250,242
41,252,221,256
42,247,248,252
43,246,252,243
44,243,226,240
45,252,247,247
46,256,255,245
47,214,252,256
48,256,255,243
49,233,255,256
50,242,254,253
51,233,253,256
52,231,224,186
53,244,232,250
54,231,241,240
55,256,248,224
56,254,255,250
57,254,223,252
58,254,256,254
59,235,252,232
60,204,241,235
61,254,239,248
62,255,246,243
63,237,254,194
64,249,199,230
65,236,239,255
66,252,215,241
67,236,221,235
68,233,253,223
69,240,231,256
70,227,225,236
71,226,254,240
72,205,189,223
73,251,235,252
74,196,250,253
75,229,227,243
76,198,222,237
77,252,254,250
78,235,232,244
79,243,244,211
80,225,244,236
81,210,236,251
82,215,199,229
83,223,245,256
84,228,232,246
85,221,225,216
86,231,225,242
87,247,255,234
88,253,205,256
89,253,251,255
90,234,247,247
91,217,248,233
92,188,190,203
93,249,253,247
94,216,234,209
95,255,233,230
96,170,247,211
97,231,250,201
98,224,192,214
99,243,187,256
