,XGB,LGB
f25,0.0973362574898,0.118576295735
f27,0.0691592485268,0.0695196356673
f26,0.0585054982443,0.0567894371969
f24,0.0492906234323,0.0549352643179
f22,0.0487892489428,0.053119218371
f5,0.0467938572978,0.0559176575134
f0,0.0375420605219,0.0473400724112
f21,0.0374005194007,0.041926568348
f8,0.0367871049489,0.00570698766876
f3,0.033997500352,0.0391225792926
f9,0.0324547352469,0.0364098001963
f13,0.030074174424,0.03223194076
f16,0.0288743979293,0.00371490389636
f17,0.0286840358606,0.0327027629948
f20,0.0286562337065,0.00321429713806
f23,0.0285923190883,0.0318558568148
f12,0.0271573775599,0.00409750058435
f6,0.0268365440014,0.0307725143699
f1,0.0266867452944,0.0310336797234
f14,0.0260541413269,0.0293418433641
f10,0.0257322196239,0.029206120107
f11,0.0256572793507,0.026755333087
f18,0.0255891638038,0.0289807270265
f19,0.0249368405608,0.0272945820304
f7,0.0247964017474,0.0270070877535
f2,0.0246807803164,0.0279116336022
f15,0.0244932338096,0.0276147576315
f4,0.0244414571917,0.0269009423975
