,XGB,LGB
f15,0.0519473108936,0.0454344423478
f22,0.0497090041817,0.0647912383862
f4,0.0497049733377,0.0666626580411
f12,0.0479431951167,0.059180626124
f25,0.0468765025055,0.0578629366755
f19,0.0462620772426,0.0494629519396
f8,0.0457308569136,0.0429123192359
f13,0.0457252599885,0.0567147457186
f20,0.0456987820963,0.0492747611196
f18,0.0455859650402,0.0423250103311
f27,0.0449615019976,0.0543170689489
f6,0.0444845871165,0.047523285353
f3,0.0437700657851,0.0440311257516
f9,0.0420334817397,0.0364739650462
f21,0.0418442884788,0.0418800960331
f14,0.0414677501965,0.0407815445257
f10,0.0399929790666,0.0363053652127
f24,0.0397929668816,0.0330428009307
f7,0.0395968444005,0.0361762433839
f17,0.0360314010724,0.029265966769
f16,0.0140011122514,0.00825194035168
f23,0.0139243831352,0.00816788719607
f11,0.0139229561248,0.0082589998264
f26,0.0139183235899,0.00820804083753
f1,0.0138082143156,0.00815271906026
f5,0.0137950858699,0.00807613197387
f2,0.0137760540842,0.00823653536768
f0,0.0136940765774,0.00822859351229
