,XGB_CPU,XGB_GPU,LGBM
0,19414,18774,19672
1,19117,18929,19421
2,18501,18446,18669
3,17808,17522,17979
4,17887,17938,18554
5,16650,16341,17076
6,18431,18408,18456
7,16143,16304,15850
8,17840,17385,17193
9,15808,15919,16674
10,16375,15648,17053
11,15365,15355,16278
12,14120,14136,15697
13,16196,16549,13899
14,13540,12808,15394
15,13457,13572,13630
16,12264,12796,14994
17,13413,12678,12244
18,12794,12582,12367
19,11946,12424,13549
20,11171,10928,12122
21,12958,13706,11382
22,10139,12566,12468
23,11509,10783,11594
24,11466,9588,11064
25,10310,12295,10278
26,8323,9612,9597
27,11210,11521,13159
28,9582,8469,8804
29,11010,11023,10846
30,8068,11592,9777
31,9794,7385,13340
32,8885,8775,7353
33,10844,7389,8222
34,8392,9636,10931
35,7047,8966,6701
36,11191,7377,10723
37,8169,6373,6620
38,5568,9455,9716
39,8522,6368,6217
40,6057,6149,6641
41,6768,5549,7333
42,6965,8738,7357
43,11432,7867,7082
44,5185,5743,3555
45,4375,7641,7491
46,6400,5571,4263
47,7207,4193,10424
48,8216,6373,12021
49,6580,5928,3559
