,XGB_CPU,XGB_GPU,LGBM
0,0.68691,0.68691,0.686920106411
1,0.681587,0.681584,0.681640923023
2,0.676994,0.676989,0.677119314671
3,0.672526,0.67252,0.672681927681
4,0.668955,0.668949,0.66907197237
5,0.665176,0.665167,0.66532599926
6,0.661927,0.661938,0.662018477917
7,0.658789,0.658823,0.659341812134
8,0.655933,0.655664,0.656200826168
9,0.652971,0.653032,0.653542101383
10,0.650666,0.650831,0.650970458984
11,0.648275,0.648262,0.648216128349
12,0.645667,0.645493,0.646148085594
13,0.643769,0.643424,0.643581271172
14,0.641212,0.6412,0.641008198261
15,0.638952,0.638744,0.638935983181
16,0.636617,0.63713,0.637173831463
17,0.634064,0.634997,0.63505512476
18,0.632456,0.632501,0.632439911366
19,0.630762,0.630799,0.630901932716
20,0.628799,0.629115,0.62925696373
21,0.627288,0.627407,0.627287626266
22,0.625424,0.625823,0.625601112843
23,0.623915,0.624367,0.624062120914
24,0.622526,0.622891,0.622191548347
25,0.62049,0.621118,0.620410978794
26,0.618683,0.619262,0.619032263756
27,0.617013,0.617696,0.617747247219
28,0.615731,0.61657,0.616314470768
29,0.614537,0.615242,0.614744722843
30,0.612899,0.613608,0.613507509232
31,0.611432,0.612147,0.61191534996
32,0.609768,0.610955,0.610481441021
33,0.608384,0.60902,0.609353125095
34,0.607337,0.607493,0.607928276062
35,0.606135,0.605953,0.606907010078
36,0.604847,0.604902,0.605368375778
37,0.603365,0.603719,0.603614509106
38,0.602268,0.602692,0.602329432964
39,0.60103,0.600909,0.601131796837
40,0.599994,0.600084,0.60014039278
41,0.598656,0.599036,0.59875702858
42,0.597776,0.597885,0.597493112087
43,0.596567,0.596772,0.596561968327
44,0.595292,0.595702,0.595441937447
45,0.594149,0.594351,0.594159960747
46,0.593378,0.593173,0.593213140965
47,0.592307,0.592214,0.591510534286
48,0.591517,0.59053,0.590849876404
49,0.590713,0.589808,0.58996784687
