,XGB_CPU,LGBM
0,4574,4630
1,4160,4386
2,4369,4567
3,4190,4186
4,4198,4582
5,4430,4234
6,4178,4586
7,4508,4176
8,4166,4654
9,4430,4319
10,3970,4506
11,3918,4093
12,3797,4061
13,4048,4090
14,3748,4140
15,3977,4086
16,3745,4246
17,3286,3670
18,3393,3476
19,3762,3913
20,3739,3787
21,3768,3562
22,3477,3386
23,3616,3846
24,2895,3347
25,3249,3281
26,3231,3109
27,3192,3186
28,2643,2941
29,2487,3160
30,2760,2531
31,2333,2686
32,2571,3304
33,3041,2583
34,2701,2687
35,2093,2511
36,2633,2357
37,2495,2736
38,2557,2748
39,2561,2085
40,1871,2514
41,2088,2208
42,2464,2384
43,1294,2293
44,1472,2866
45,2416,2682
46,2078,1737
47,1951,1317
48,1172,2422
49,1070,2869
50,1905,2336
51,2353,1900
52,1064,2085
53,1724,1566
54,2089,1825
55,1969,1874
56,1363,1742
57,1509,1543
58,843,2703
59,1066,1318
60,546,1612
61,1605,1325
62,1982,866
63,1844,2387
64,1269,1982
65,1242,1165
66,1064,1663
67,1454,1275
68,1364,2508
69,761,2096
70,2172,1447
71,1850,1837
72,2073,1250
73,864,2084
74,1252,1087
75,1623,1741
76,1728,1795
77,1623,1786
78,1112,1711
79,601,2072
80,1241,1514
81,1189,2242
82,1044,1963
83,1259,2014
84,1302,1414
85,1410,1289
86,1281,907
87,1532,899
88,637,946
89,592,1531
90,1953,2023
91,848,1967
92,1409,2647
93,767,937
94,1896,1641
95,853,1692
96,1104,1967
97,1407,1628
98,1384,1423
99,847,1879
100,1946,1656
101,1179,1595
102,1388,1566
103,1592,2012
104,1483,1230
105,1385,1602
106,404,1315
107,925,2108
108,1442,1069
109,1346,2201
110,776,1596
111,990,1330
112,845,1936
113,1035,1423
114,1249,1339
115,1130,520
116,1242,784
117,530,1139
118,1033,1702
119,1365,850
120,687,1369
121,590,1907
122,1006,1488
123,521,1027
124,1019,1434
125,1136,1586
126,699,1565
127,1914,1359
128,317,1726
129,1204,1416
130,1406,1256
131,1293,1579
132,442,1685
133,387,879
134,1622,1596
135,860,1426
136,1033,680
137,1173,923
138,1279,1617
139,900,1314
140,713,734
141,833,1613
142,1097,1437
143,1294,1278
144,244,1554
145,884,1510
146,760,1149
147,845,1740
148,1242,1703
149,340,1008
150,1040,1018
151,1230,1426
152,720,1282
153,1628,1073
154,1406,1398
155,1152,729
156,786,1558
157,1823,1189
158,1136,1006
159,1653,705
160,1138,1420
161,1332,1440
162,1060,1688
163,1232,726
164,975,1436
165,1069,1102
166,697,1334
167,1033,1223
168,914,1228
169,1372,1054
170,1131,861
171,1118,1218
172,500,1116
173,1311,1555
174,1075,1501
175,1164,1187
176,855,823
177,271,1295
178,120,1447
179,402,1306
180,139,1379
181,1138,1150
182,1209,1477
183,1087,1093
184,1046,1080
185,1058,1108
186,1387,1160
187,774,1176
188,1148,1447
189,456,749
190,1239,977
191,1374,1179
192,986,935
193,1398,995
194,905,844
195,1265,609
196,841,930
197,723,966
198,881,1277
199,562,976
200,1324,647
201,1068,919
202,1085,792
203,1409,1143
204,1146,1229
205,1149,604
206,323,584
207,973,1254
208,1085,290
209,925,1062
210,1104,532
211,1080,1155
212,1190,879
213,543,543
214,670,490
215,1087,594
216,758,903
217,559,902
218,386,1058
219,400,935
220,818,1056
221,1134,965
222,589,936
223,911,743
224,863,812
225,347,957
226,1019,906
227,819,801
228,349,801
229,412,777
230,1336,958
231,897,1003
232,1139,801
233,873,921
234,761,917
235,836,792
236,845,639
237,964,1004
238,309,897
239,993,839
240,995,414
241,731,962
242,929,773
243,389,966
244,793,744
245,592,818
246,266,1015
247,166,674
248,759,776
249,1144,734
250,1173,416
251,1004,238
252,933,246
253,888,312
254,645,942
255,814,914
256,907,795
257,560,932
258,787,872
259,1254,208
260,881,860
261,682,867
262,371,797
263,787,711
264,756,710
265,386,275
266,905,438
267,603,483
268,828,560
269,816,821
270,507,1009
271,654,902
272,585,424
