,hist_dw,hist_lg,hist_GPU,GPU,LGB
0,13410,13410,13249,13696,12645
1,13317,13317,13003,12814,13055
2,12591,12591,12404,12412,13074
3,13374,13374,13712,13529,12635
4,13149,13149,12845,13500,13201
5,13319,13319,13221,13600,13581
6,14341,14341,13594,13821,13950
7,14131,14131,13738,13913,13495
8,13524,13524,13594,12937,14144
9,14331,14331,13200,13247,12747
10,13230,13230,14076,13825,13192
11,13099,13099,13145,13037,13154
12,13867,13867,12946,13032,13212
13,12386,12386,13473,12488,14082
14,12581,12581,13746,12911,13598
15,14352,14352,12087,13400,12821
16,12708,12708,12448,11695,13410
17,13520,13520,12830,13080,11260
18,12501,12501,12521,12059,12105
19,12476,12476,12077,11383,12016
20,11030,11030,10644,11687,12402
21,10000,10000,10673,11818,9458
22,10319,10319,9694,10029,11435
23,9642,9642,9277,11397,9812
24,9374,9374,9709,9186,11444
25,10197,10197,9816,11404,9533
26,11061,11061,11038,10502,12734
27,9874,9874,10385,10468,10601
28,10297,10297,9617,10103,10689
29,8947,8947,10441,11212,9095
30,10770,10770,11814,9198,9380
31,9857,9857,9955,8273,11863
32,9255,9255,9218,9687,10283
33,8182,8182,9468,8388,9908
34,8823,8823,9116,10776,8207
35,9223,9223,8059,7188,8017
36,8568,8568,7574,7161,11562
37,7276,7276,8537,8109,11417
38,7580,7580,9211,10273,7923
39,10592,10592,5722,9271,7703
40,7205,7205,10539,10886,7649
41,7578,7578,9339,9330,7592
42,11521,11521,7843,9683,8932
43,8876,8876,8207,10235,11050
44,10148,10148,5226,7789,9482
45,6293,6293,7129,6671,10566
46,5276,5276,8628,9785,5095
47,8057,8057,9788,8001,6770
48,7588,7588,7665,5377,7887
49,4832,4832,5508,4870,9627
50,10644,10644,9522,5109,6777
51,8593,8593,7217,6610,9972
52,3018,3018,4758,7369,7730
53,11256,11256,5067,3707,5481
54,11067,11067,4751,6367,4297
55,5250,5250,8250,6403,3738
56,4077,4077,3788,9015,6353
57,3280,3280,4551,2798,3470
58,6533,6533,11568,3991,3187
59,4255,4255,4374,3178,2551
60,3814,3814,4867,4509,3432
61,10481,10481,2868,1616,2599
62,2667,2667,3438,2156,2831
63,4013,4013,4284,8482,3371
64,4407,4407,2499,3163,5912
65,11559,11559,1864,3207,3337
66,1829,1829,7937,5472,5333
67,2993,2993,6558,3589,6468
68,9838,9838,4317,2424,4773
69,2513,2513,6387,1459,5602
70,4448,4448,3243,11974,2027
71,5997,5997,6497,9761,6360
72,7391,7391,5754,4493,5895
73,8436,8436,2847,1753,10196
74,7058,7058,4409,3993,4468
75,2983,2983,2915,3467,4572
76,3518,3518,2433,2328,3380
77,3147,3147,7781,1595,7279
78,11998,11998,7823,1071,2587
79,14501,14501,4436,1698,2931
80,3760,3760,10868,991,3467
81,12435,12435,6166,2737,4513
82,7979,7979,3419,2650,15688
83,5249,5249,4560,6711,7640
84,7943,7943,8887,1940,1680
85,5956,5956,8136,13797,5832
86,4574,4574,4777,3838,5066
87,8037,8037,4644,2983,11043
88,3306,3306,6707,6334,7992
89,3218,3218,3803,9328,4801
90,2456,2456,2327,3749,5567
91,2322,2322,4869,1627,5527
92,3550,3550,5782,7422,7841
93,6947,6947,5619,3459,12284
94,8186,8186,2678,3890,4216
95,8193,8193,3749,4786,4356
96,3513,3513,1499,8551,5046
97,7802,7802,6264,2300,5897
98,2409,2409,8312,4975,6884
99,4281,4281,3011,2966,7627
