,XGB,XGB_GPU,LGB
0,1552,1495,1516
1,1502,1508,1476
2,1545,1512,1478
3,1461,1441,1455
4,1520,1530,1441
5,1402,1440,1512
6,1473,1436,1430
7,1389,1391,1386
8,1402,1418,1347
9,1416,1381,1386
10,1373,1368,1422
11,1399,1345,1357
12,1372,1365,1403
13,1378,1395,1359
14,1379,1381,1403
15,1362,1335,1415
16,1320,1354,1337
17,1266,1275,1342
18,1259,1294,1312
19,1290,1258,1325
20,1288,1290,1249
21,1307,1239,1344
22,1276,1284,1332
23,1047,1110,1119
24,1047,1110,1127
25,1085,1025,1074
26,1083,1082,1100
27,1058,1114,1131
28,1030,1006,1133
29,944,888,1029
30,923,1012,1095
31,1069,1043,993
32,948,965,959
33,892,1097,1101
34,988,900,1063
35,1103,825,915
36,942,992,1130
37,971,895,853
38,851,922,1084
39,841,817,1124
40,692,979,1063
41,801,676,1079
42,933,631,625
43,843,662,852
44,798,826,831
45,941,550,786
46,954,738,953
47,535,628,618
48,938,594,885
49,592,510,831
50,422,962,791
51,760,476,470
52,655,754,410
53,674,542,490
54,447,933,440
55,737,532,775
56,511,1119,664
57,842,244,935
58,539,347,486
59,663,351,626
60,354,558,392
61,520,1143,455
62,424,443,254
63,350,784,625
64,426,649,514
65,178,363,424
66,244,249,1347
67,244,286,568
68,556,489,633
69,250,403,1046
70,495,173,998
71,365,281,312
72,562,260,483
73,277,345,544
74,451,318,510
75,202,270,999
76,424,358,491
77,176,201,369
78,393,1279,775
79,261,368,529
80,1082,216,1067
81,562,177,827
82,313,954,1105
83,210,265,1044
84,483,338,342
85,661,318,272
86,551,278,1088
87,618,402,339
88,131,333,428
89,1325,339,468
90,310,88,533
91,379,651,1091
92,582,250,378
93,431,250,490
94,312,117,771
95,309,317,450
96,774,381,307
97,228,155,425
98,112,473,805
99,330,251,735
