,XGB,LGB
0,1021,1021
1,1021,1021
2,1006,1006
3,1011,1011
4,1005,1005
5,976,975
6,1001,1001
7,1005,1005
8,993,993
9,999,999
10,996,993
11,1002,1002
12,990,989
13,1005,1003
14,992,998
15,963,981
16,948,907
17,990,1001
18,914,902
19,912,958
20,878,962
21,958,891
22,984,854
23,938,956
24,800,985
25,946,911
26,795,752
27,876,837
28,880,864
29,700,749
30,947,890
31,776,941
32,908,650
33,662,719
34,853,755
35,840,757
36,541,900
37,908,642
38,755,760
39,982,560
40,670,933
41,769,899
42,646,944
43,651,640
44,682,747
45,633,543
46,651,557
47,935,889
48,889,603
49,659,626
50,618,714
51,611,629
52,589,893
53,706,636
54,603,549
55,928,622
56,843,815
57,600,608
58,929,898
59,930,602
60,485,634
61,595,883
62,739,641
63,958,607
64,651,790
65,559,830
66,543,566
67,672,652
68,837,698
69,591,613
70,782,673
71,579,883
72,774,889
73,925,724
74,517,770
75,798,788
76,674,670
77,921,677
78,538,655
79,756,932
80,855,731
81,908,716
82,818,599
83,731,965
84,590,924
85,938,739
86,780,615
87,914,807
88,558,913
89,887,617
90,883,880
91,869,552
92,712,812
93,834,724
94,676,716
95,614,863
96,657,641
97,685,679
98,698,587
99,538,654
