,XGB_CPU,XGB_GPU,LGBM
0,1019,1019,1022
1,1022,1022,1024
2,1012,1016,1016
3,1019,1020,1021
4,1009,1009,1005
5,1020,1012,1021
6,1006,1004,1006
7,1019,1006,1010
8,1005,986,1007
9,1007,1004,1017
10,988,971,1002
11,996,1000,1002
12,1008,981,974
13,987,1004,1009
14,1006,1007,980
15,940,1008,968
16,1017,972,984
17,969,943,1005
18,959,936,897
19,942,965,986
20,984,958,990
21,921,947,917
22,994,968,958
23,935,990,992
24,868,992,995
25,991,895,990
26,948,964,862
27,935,929,997
28,956,943,941
29,1004,1007,1001
30,930,932,877
31,953,954,990
32,967,921,944
33,914,874,844
34,846,807,912
35,920,970,899
36,941,917,1001
37,875,921,969
38,784,935,915
39,977,924,900
40,854,908,782
41,920,816,1013
42,870,912,905
43,798,940,916
44,907,823,861
45,982,884,888
46,777,899,908
47,770,791,837
48,808,727,920
49,821,781,805
