,EQBIN_dw,EQBIN_lg,LGB
0,974,974,975
1,951,951,965
2,971,971,973
3,931,931,942
4,964,964,952
5,930,930,936
6,907,907,927
7,886,886,939
8,916,916,902
9,895,895,872
10,934,934,917
11,817,817,901
12,854,854,886
13,822,822,852
14,872,872,915
15,946,946,947
16,844,844,862
17,899,899,919
18,857,857,838
19,875,875,781
20,930,930,848
21,930,930,825
22,842,842,758
23,758,758,755
24,748,748,821
25,703,703,881
26,815,815,737
27,773,773,736
28,728,728,651
29,614,614,672
30,630,630,695
31,858,858,704
32,927,927,784
33,579,579,888
34,631,631,826
35,631,631,578
36,609,609,663
37,580,580,797
38,833,833,581
39,648,648,539
40,675,675,595
41,829,829,784
42,762,762,748
43,508,508,552
44,845,845,704
45,601,601,647
46,596,596,671
47,538,538,596
48,749,749,800
49,601,601,489
50,617,617,787
51,536,536,755
52,731,731,580
53,555,555,757
54,440,440,672
55,577,577,798
56,526,526,610
57,456,456,651
58,544,544,445
59,688,688,505
60,526,526,482
61,555,555,537
62,722,722,454
63,444,444,549
64,516,516,534
65,423,423,547
66,707,707,630
67,445,445,523
68,459,459,288
69,526,526,581
70,628,628,462
71,626,626,522
72,751,751,700
73,615,615,659
74,852,852,430
75,546,546,309
76,478,478,500
77,623,623,639
78,397,397,439
79,625,625,346
80,496,496,675
81,879,879,450
82,323,323,735
83,313,313,850
84,660,660,462
85,652,652,382
86,619,619,427
87,691,691,505
88,694,694,807
89,400,400,585
90,771,771,656
91,407,407,419
92,542,542,400
93,371,371,518
94,510,510,419
95,350,350,666
96,729,729,463
97,326,326,433
98,495,495,425
99,708,708,360
