,CPU,EQBIN_dw,EQBIN_lg,GPU,LGB
0,0.633625,0.633882,0.633882,0.633891,0.63440433992694
1,0.584027,0.584277,0.584277,0.584518,0.5857021501596629
2,0.541832,0.542135,0.542135,0.542402,0.5443909879645008
3,0.506125,0.505648,0.505648,0.506659,0.5086199298990757
4,0.47453,0.474178,0.474178,0.474808,0.47678902769856
5,0.446995,0.447,0.447,0.447439,0.44907676665571994
6,0.42215,0.422531,0.422531,0.422254,0.42492730644151067
7,0.400447,0.401372,0.401372,0.400989,0.40269102847170163
8,0.380437,0.381128,0.381128,0.380716,0.3830670384645067
9,0.362584,0.363239,0.363239,0.362377,0.36437456730433665
10,0.345348,0.34663,0.34663,0.345767,0.3471671340975048
11,0.329566,0.331627,0.331627,0.330379,0.33213206905977477
12,0.315403,0.31736,0.31736,0.316045,0.31827579001525225
13,0.302813,0.304854,0.304854,0.303351,0.304741821953986
14,0.290633,0.29202,0.29202,0.290887,0.2921334049328117
15,0.279298,0.281393,0.281393,0.280319,0.28181256178595826
16,0.269471,0.271071,0.271071,0.269405,0.2713249971330899
17,0.259945,0.261215,0.261215,0.259901,0.26192155546927237
18,0.250895,0.252344,0.252344,0.251434,0.25355203105700014
19,0.242269,0.244918,0.244918,0.243871,0.2454586753740071
20,0.234967,0.237259,0.237259,0.236857,0.2382683042152254
21,0.228194,0.2303,0.2303,0.230297,0.23085398838034982
22,0.221432,0.224312,0.224312,0.224174,0.22503007611443485
23,0.215829,0.218556,0.218556,0.218212,0.21832965221268358
24,0.210936,0.212784,0.212784,0.212904,0.21296728435803058
25,0.206327,0.207957,0.207957,0.207927,0.20780850945637028
26,0.201761,0.203581,0.203581,0.203267,0.20345352767045524
27,0.197861,0.199389,0.199389,0.199109,0.19972105170786839
28,0.19404,0.19572,0.19572,0.195426,0.19544603480835074
29,0.190607,0.191809,0.191809,0.191628,0.1920490821077996
30,0.187293,0.188958,0.188958,0.1885,0.18883286477054773
31,0.184642,0.186205,0.186205,0.185324,0.18602655821873276
32,0.181127,0.183248,0.183248,0.183043,0.18306137420836974
33,0.178084,0.180742,0.180742,0.179721,0.1798235581586476
34,0.175217,0.178764,0.178764,0.177161,0.177232218390944
35,0.172969,0.176627,0.176627,0.173994,0.1751203249374139
36,0.171209,0.175051,0.175051,0.172373,0.1726540389822137
37,0.169852,0.17361,0.17361,0.17108,0.17012248675254973
38,0.167401,0.172379,0.172379,0.168785,0.16823642006209116
39,0.165502,0.170885,0.170885,0.167517,0.16617141747520567
40,0.163548,0.168457,0.168457,0.165525,0.16438219908876142
41,0.162376,0.166068,0.166068,0.164484,0.1630962645258454
42,0.161366,0.164726,0.164726,0.163053,0.16134697960592076
43,0.159537,0.163285,0.163285,0.162162,0.1601420468293891
44,0.158756,0.162254,0.162254,0.160825,0.15944589442960733
45,0.157437,0.161164,0.161164,0.159911,0.15840353825849166
46,0.156318,0.160008,0.160008,0.158264,0.1579050749228613
47,0.155862,0.159399,0.159399,0.157335,0.1571093371153607
48,0.155319,0.157598,0.157598,0.157069,0.15644777303787805
49,0.154077,0.155545,0.155545,0.156433,0.15606444938146458
50,0.153585,0.1552,0.1552,0.15436,0.15442138026285226
51,0.152944,0.15471,0.15471,0.153727,0.15235943571592256
52,0.152565,0.15319,0.15319,0.151813,0.1520557391677681
53,0.152264,0.152769,0.152769,0.151583,0.15014756794058962
54,0.151786,0.151008,0.151008,0.150929,0.14988535358672847
55,0.151395,0.150601,0.150601,0.15071,0.14852679107898015
56,0.150145,0.150077,0.150077,0.150283,0.14767131436389866
57,0.149135,0.148683,0.148683,0.149751,0.14696840156326466
58,0.148551,0.148003,0.148003,0.149512,0.14464386519599676
59,0.148244,0.147611,0.147611,0.149388,0.14415888441438449
60,0.147866,0.146568,0.146568,0.147798,0.14354170495564703
61,0.14707,0.146352,0.146352,0.147457,0.14157647156546893
62,0.145355,0.144711,0.144711,0.146909,0.1412523007969543
63,0.145127,0.142277,0.142277,0.146098,0.1407162167530004
64,0.142885,0.141964,0.141964,0.145103,0.14009417851743222
65,0.142753,0.141669,0.141669,0.144617,0.13926249527055412
66,0.141902,0.139758,0.139758,0.143313,0.13838638443079582
67,0.141642,0.139335,0.139335,0.143063,0.13805716648395108
68,0.141465,0.139164,0.139164,0.142797,0.13741862249101197
69,0.141205,0.137995,0.137995,0.142435,0.1360405687960512
70,0.140394,0.137346,0.137346,0.142313,0.1348234957938158
71,0.140221,0.137044,0.137044,0.140862,0.13463818196684413
72,0.139445,0.136762,0.136762,0.140557,0.13316217036146205
