,CPU,EQBIN_dw,EQBIN_lg,GPU,LGB
0,0.651613,0.651639,0.651639,0.651623,0.6520159748598263
1,0.617058,0.616617,0.616617,0.617067,0.6175453586497622
2,0.587564,0.5878,0.5878,0.587614,0.587748820938434
3,0.562303,0.561691,0.561691,0.562361,0.5623972771777866
4,0.539473,0.538578,0.538578,0.539566,0.5394575966332632
5,0.51718,0.516437,0.516437,0.517257,0.5192462422802515
6,0.499411,0.498905,0.498905,0.499663,0.49816236921176865
7,0.480878,0.480515,0.480515,0.48111,0.48226080613106875
8,0.46515,0.46511,0.46511,0.465409,0.4663826774505213
9,0.451868,0.452621,0.452621,0.45208,0.4525605958493608
10,0.440193,0.439751,0.439751,0.439019,0.4400725335355135
11,0.428384,0.427303,0.427303,0.428031,0.4285618166262749
12,0.418477,0.417205,0.417205,0.4171,0.4195810134207871
13,0.408637,0.407188,0.407188,0.407544,0.4119637371031124
14,0.398278,0.398297,0.398297,0.397224,0.40492781342802164
15,0.390985,0.390788,0.390788,0.389886,0.39827947523422325
16,0.383414,0.382329,0.382329,0.382056,0.39026656568044277
17,0.375542,0.374326,0.374326,0.374017,0.3814703508155143
18,0.369328,0.368549,0.368549,0.368341,0.3735974255750087
19,0.364673,0.362753,0.362753,0.363399,0.36847557927830965
20,0.359632,0.358585,0.358585,0.357879,0.36172917639324254
21,0.353863,0.353993,0.353993,0.353155,0.35716511598536027
22,0.349115,0.350827,0.350827,0.349005,0.35333342972122045
23,0.34477,0.347449,0.347449,0.344291,0.34978042284548694
24,0.341446,0.34443,0.34443,0.339545,0.3456217693220136
25,0.338765,0.341779,0.341779,0.336683,0.3427133026845145
26,0.336025,0.338625,0.338625,0.333667,0.33988789628802313
27,0.33302,0.336089,0.336089,0.331144,0.3362567814307951
28,0.330839,0.331228,0.331228,0.329246,0.33337747154589736
29,0.327925,0.327752,0.327752,0.326382,0.3296893351455696
30,0.324399,0.32434,0.32434,0.324032,0.3260098954136431
31,0.322445,0.322629,0.322629,0.321387,0.3232030396087841
32,0.318627,0.320101,0.320101,0.318859,0.3210932912140498
33,0.31681,0.318078,0.318078,0.316875,0.31993337581977993
34,0.313712,0.316544,0.316544,0.313865,0.3178966429676127
35,0.312547,0.315581,0.315581,0.313024,0.3170949394620154
36,0.310873,0.314586,0.314586,0.311762,0.31379333186413
37,0.307336,0.311914,0.311914,0.30944,0.31110732964541804
38,0.304497,0.308287,0.308287,0.305544,0.3086987579701383
39,0.301753,0.30731,0.30731,0.304568,0.30528231904272346
40,0.29736,0.304025,0.304025,0.300813,0.3036678377847995
41,0.29678,0.302139,0.302139,0.298925,0.300270418704878
42,0.295417,0.299798,0.299798,0.298132,0.2995944181614192
43,0.293855,0.298718,0.298718,0.29419,0.29739180223167017
44,0.293281,0.297608,0.297608,0.292708,0.2946748718552637
45,0.28963,0.296892,0.296892,0.291126,0.29348919531046613
46,0.288159,0.296455,0.296455,0.288131,0.29184692204125035
47,0.285888,0.295269,0.295269,0.285328,0.29005679931302514
48,0.285521,0.291507,0.291507,0.284517,0.28886404814003325
49,0.283543,0.288807,0.288807,0.281533,0.28698602854265026
50,0.281083,0.287187,0.287187,0.28105,0.2859798804014494
51,0.279832,0.28645,0.28645,0.280404,0.2853281141865644
52,0.279177,0.285274,0.285274,0.278932,0.2847859395076985
53,0.278838,0.28415,0.28415,0.278511,0.28436192241122304
54,0.276616,0.282884,0.282884,0.276651,0.2827786531967644
55,0.276254,0.2825,0.2825,0.276081,0.2811882364760293
56,0.27601,0.281529,0.281529,0.275165,0.2798902635122554
57,0.274352,0.281019,0.281019,0.273668,0.2792848959672417
58,0.273287,0.280256,0.280256,0.273245,0.2773945421126188
59,0.272747,0.277058,0.277058,0.272773,0.27684972054631524
60,0.271698,0.274448,0.274448,0.27096,0.27626486571708764
61,0.270754,0.273633,0.273633,0.270346,0.27500163234663944
62,0.270353,0.273384,0.273384,0.269792,0.27423875298104705
63,0.269464,0.272489,0.272489,0.268916,0.27259866565683255
64,0.269239,0.271532,0.271532,0.267946,0.27142614154858785
65,0.268237,0.27039,0.27039,0.267437,0.2711168865365141
66,0.267789,0.270092,0.270092,0.266879,0.2691894822929037
67,0.26516,0.269038,0.269038,0.266512,0.2685796244435657
68,0.264728,0.268777,0.268777,0.26584,0.26775653115244824
69,0.264129,0.265974,0.265974,0.265439,0.26619541893702303
70,0.263377,0.264367,0.264367,0.264831,0.26517499402192524
71,0.263189,0.261793,0.261793,0.262381,0.2647440546723961
72,0.262135,0.260142,0.260142,0.261634,0.2629451346599341
73,0.261352,0.259666,0.259666,0.260788,0.26223140902035147
74,0.25915,0.257876,0.257876,0.258443,0.26184246558727176
75,0.257845,0.25776,0.25776,0.257121,0.26071681665525936
76,0.256476,0.257519,0.257519,0.255178,0.2590504525235118
77,0.255653,0.257147,0.257147,0.253855,0.258721156143829
78,0.2553,0.25442,0.25442,0.251627,0.2584282564101136
79,0.254953,0.253707,0.253707,0.250767,0.257250247739968
80,0.254544,0.253392,0.253392,0.25034,0.25659275388041275
81,0.254417,0.251262,0.251262,0.250082,0.2564285646635631
82,0.253643,0.250561,0.250561,0.249085,0.2553386615421003
83,0.25258,0.248614,0.248614,0.248653,0.2537273951122782
84,0.249746,0.248069,0.248069,0.248523,0.25217450910471945
85,0.249445,0.247647,0.247647,0.247306,0.25064879097105125
86,0.247795,0.246759,0.246759,0.246941,0.24879046951861175
87,0.246937,0.246545,0.246545,0.246783,0.24738171663527134
88,0.246489,0.245907,0.245907,0.246521,0.24668063194094614
89,0.246333,0.245307,0.245307,0.246369,0.2463831025624934
90,0.246034,0.244864,0.244864,0.246174,0.2455331474554272
91,0.245941,0.244312,0.244312,0.246015,0.24500621992995703
92,0.245874,0.244114,0.244114,0.243521,0.24287743237293194
93,0.245746,0.242149,0.242149,0.241721,0.24187521526682124
94,0.244971,0.241305,0.241305,0.241234,0.2410070194938307
95,0.243082,0.240692,0.240692,0.241092,0.24043953150487976
96,0.242831,0.239988,0.239988,0.240219,0.24020210305681453
97,0.242687,0.239854,0.239854,0.238443,0.23957294541631996
98,0.240781,0.239136,0.239136,0.237593,0.2387859646627305
99,0.238603,0.238012,0.238012,0.237413,0.23834334711737012
