,XGB,LGB
0,0.681074,0.681076824665
1,0.670369,0.670373558998
2,0.661155,0.661164700985
3,0.652696,0.652685105801
4,0.644548,0.644538879395
5,0.637036,0.637002944946
6,0.630385,0.630317509174
7,0.623743,0.623659133911
8,0.61785,0.617853283882
9,0.612273,0.612163603306
10,0.607236,0.60738581419
11,0.602601,0.602973222733
12,0.598497,0.598807275295
13,0.594768,0.594503939152
14,0.591011,0.590426325798
15,0.587078,0.586820960045
16,0.583223,0.58302116394
17,0.579842,0.579617083073
18,0.576639,0.576149821281
19,0.573647,0.573062241077
20,0.570462,0.57041823864
21,0.567922,0.567716598511
22,0.565249,0.565433442593
23,0.562705,0.562774479389
24,0.560808,0.56060397625
25,0.558708,0.55840921402
26,0.556205,0.554824531078
27,0.552898,0.552616238594
28,0.551547,0.550924181938
29,0.54867,0.549622297287
30,0.547205,0.546364963055
31,0.544111,0.544601976871
32,0.543264,0.543987989426
33,0.54061,0.542846381664
34,0.539794,0.53996527195
35,0.538537,0.539143919945
36,0.536031,0.537189245224
37,0.535502,0.536655545235
38,0.533793,0.534926712513
39,0.533248,0.533824205399
40,0.530664,0.533244013786
41,0.530234,0.532149016857
42,0.529494,0.531393408775
43,0.527398,0.530760884285
44,0.526738,0.529613733292
45,0.526139,0.529123604298
46,0.525402,0.528441011906
47,0.523279,0.527746021748
48,0.522656,0.526938676834
49,0.522182,0.526460707188
50,0.521868,0.524860739708
51,0.521157,0.523887276649
52,0.519784,0.523029327393
53,0.519051,0.522347986698
54,0.517797,0.522067844868
55,0.517289,0.521443486214
56,0.516941,0.520629286766
57,0.516407,0.519970774651
58,0.515562,0.519523859024
59,0.514633,0.519172549248
60,0.514039,0.518430292606
61,0.513257,0.5172945261
62,0.512527,0.516325831413
63,0.511584,0.516000032425
64,0.510717,0.515119194984
65,0.510388,0.514186501503
66,0.509714,0.513641953468
67,0.509089,0.512862205505
68,0.508119,0.512247264385
69,0.50708,0.511743843555
70,0.506599,0.511390507221
71,0.505982,0.510971546173
72,0.505704,0.509964585304
73,0.505201,0.508982419968
74,0.504723,0.508160889149
75,0.504449,0.507864415646
76,0.503937,0.50694000721
77,0.503724,0.506282687187
78,0.503132,0.505620002747
79,0.501729,0.505141377449
80,0.500812,0.504650294781
81,0.498965,0.503996014595
82,0.498652,0.503343641758
83,0.498292,0.502012073994
84,0.49759,0.50149422884
85,0.496382,0.499842703342
86,0.495683,0.498497128487
87,0.495084,0.497699975967
88,0.494658,0.496237754822
89,0.49421,0.495282500982
90,0.493804,0.494598835707
91,0.493038,0.494041413069
92,0.49139,0.493660151958
93,0.49021,0.492921859026
94,0.489881,0.492234498262
95,0.489537,0.49172398448
96,0.489104,0.491256803274
97,0.488727,0.490995377302
98,0.488052,0.490437060595
99,0.487657,0.489656329155
