,EQBIN_dw,EQBIN_lg,LGB
f172,0.026836818920469966,0.026836818920469966,0.03598101151136911
f65,0.015452348600959197,0.015452348600959197,0.019444181173976435
f207,0.011526674716617386,0.011526674716617386,0.019615671019035524
f195,0.01076399476351234,0.01076399476351234,0.01377622250361298
f92,0.00944342383954574,0.00944342383954574,0.015168678267986391
f146,0.009317316867764587,0.009317316867764587,0.013055668490107988
f158,0.008968191291012305,0.008968191291012305,0.010248989919846322
f255,0.008830389121004345,0.008830389121004345,0.013631930861549721
f162,0.008780617242395875,0.008780617242395875,0.014215703026667545
f97,0.007855027899841235,0.007855027899841235,0.010319152897181112
f254,0.007513299022159626,0.007513299022159626,0.011547845594985562
f171,0.007415999279126148,0.007415999279126148,0.009144298166823207
f53,0.007394092413671605,0.007394092413671605,0.011493951255149671
f129,0.007353638938738521,0.007353638938738521,0.008491232858639992
f62,0.007075220945851782,0.007075220945851782,0.008268754128161446
f206,0.007009914149500815,0.007009914149500815,0.009377907054356597
f250,0.006906705057287291,0.006906705057287291,0.01084273072803552
f73,0.006714589574835888,0.006714589574835888,0.009097026733184067
f15,0.006654833495124442,0.006654833495124442,0.009540644407787142
f184,0.006649313686197729,0.006649313686197729,0.009573091359314204
f119,0.006622653407928072,0.006622653407928072,0.008408251525852596
f93,0.006594095331227994,0.006594095331227994,0.008660572605552646
f28,0.006488632864936686,0.006488632864936686,0.009080207568201678
f71,0.006472032832800346,0.006472032832800346,0.009343303274947486
f69,0.006379334082150556,0.006379334082150556,0.008915406966831532
f115,0.006369627248138451,0.006369627248138451,0.008283362169707372
f231,0.0063526056311066234,0.0063526056311066234,0.008070366954241312
f213,0.006308438447480943,0.006308438447480943,0.00787286081976851
f6,0.006300362317258166,0.006300362317258166,0.008403458569612082
f242,0.00628538392966635,0.00628538392966635,0.008996682368138444
f90,0.006267985214285228,0.006267985214285228,0.01084752708983697
f86,0.0062641023778913524,0.0062641023778913524,0.0065083569882952545
f216,0.006206715256382484,0.006206715256382484,0.007588267637860857
f170,0.006142100075358468,0.006142100075358468,0.007168387934641195
f109,0.006043636305929391,0.006043636305929391,0.007070860354013388
f190,0.006027532777893519,0.006027532777893519,0.008646925682256628
f229,0.006010583834569302,0.006010583834569302,0.0059772200579033714
f156,0.005997238620250415,0.005997238620250415,0.007331730015834636
f117,0.005988233602918537,0.005988233602918537,0.010012349579447912
f24,0.0059604457102596375,0.0059604457102596375,0.008519001022510363
f150,0.005927889784581908,0.005927889784581908,0.007491649882726117
f127,0.005811436497586521,0.005811436497586521,0.00837577349661321
f47,0.005810020473878503,0.005810020473878503,0.0067434231798088285
f80,0.005761387777985809,0.005761387777985809,0.006266172005826735
f142,0.005664697594819353,0.005664697594819353,0.006672333586423873
f64,0.005641902928256604,0.005641902928256604,0.009265478389488558
f14,0.005594317696435532,0.005594317696435532,0.007624264703301695
f155,0.005547573841760773,0.005547573841760773,0.007240587342177613
f199,0.005523437267077523,0.005523437267077523,0.007524422328177144
f141,0.005521418051033827,0.005521418051033827,0.00560713302773539
f40,0.005519852023961154,0.005519852023961154,0.005752719241668635
f192,0.005518217342298112,0.005518217342298112,0.006599868181973934
f220,0.005497206556275715,0.005497206556275715,0.006047604127770606
f153,0.005436041382565839,0.005436041382565839,0.006773496425261676
f180,0.005383634157355209,0.005383634157355209,0.007602315676168251
f179,0.005374028192879176,0.005374028192879176,0.005719081820674607
f74,0.005346130318450676,0.005346130318450676,0.00814970447585067
f88,0.005327838274708776,0.005327838274708776,0.006357500528952684
f32,0.005289113306454279,0.005289113306454279,0.0073447092442801955
f50,0.0052807768428084455,0.0052807768428084455,0.0076390152448201345
f98,0.005262411585748661,0.005262411585748661,0.006812793926633129
f160,0.00518178548081534,0.00518178548081534,0.007795961257567187
f138,0.005180761163263843,0.005180761163263843,0.0048416115382181255
f75,0.00512920527973364,0.00512920527973364,0.007207126153969641
f38,0.005106736470280218,0.005106736470280218,0.005721627243603508
f197,0.005098508271342793,0.005098508271342793,0.006887659672223713
f105,0.005082687683805444,0.005082687683805444,0.00557216048982011
f37,0.005078080263548811,0.005078080263548811,0.005127041127818106
f29,0.0050732729989212445,0.0050732729989212445,0.005095198667408852
f144,0.005038302003003464,0.005038302003003464,0.004527705566208393
f186,0.0050281054145335105,0.0050281054145335105,0.006860010035570546
f21,0.005007212379929725,0.005007212379929725,0.006140809161450522
f169,0.004992989958947655,0.004992989958947655,0.005556433123688031
f49,0.004896890789127909,0.004896890789127909,0.004741174731828263
f178,0.0048784076708386715,0.0048784076708386715,0.00662267728502182
f122,0.0048751952440734625,0.0048751952440734625,0.0053023118031003845
f82,0.004842485299438984,0.004842485299438984,0.006629817169577777
f27,0.0048115399651154495,0.0048115399651154495,0.005128413739201073
f157,0.004797540967441335,0.004797540967441335,0.0050539830891961485
f35,0.004797197649910192,0.004797197649910192,0.005702514187438269
f198,0.004795133577030456,0.004795133577030456,0.004200540585266374
f91,0.00474320508549931,0.00474320508549931,0.005468444167006977
f1,0.004732051979831747,0.004732051979831747,0.004659569689264368
f130,0.004661084027122212,0.004661084027122212,0.006033441053997009
f208,0.004650745206281339,0.004650745206281339,0.0063027747554572685
f102,0.0046319239743430225,0.0046319239743430225,0.005982373991708146
f137,0.00461754728377986,0.00461754728377986,0.004067333405276021
f79,0.004580654350423615,0.004580654350423615,0.004689480133877975
f12,0.004567983816813764,0.004567983816813764,0.004392670263942763
f149,0.0045620791727643585,0.0045620791727643585,0.005319016961514873
f46,0.00455694512468088,0.00455694512468088,0.005517328285622307
f214,0.004550712269482456,0.004550712269482456,0.004981724912349226
f0,0.0045470760015676095,0.0045470760015676095,0.005119823051630399
f245,0.004537273642733325,0.004537273642733325,0.005957755819747103
f23,0.004474635027732104,0.004474635027732104,0.004632450281877605
f83,0.004443189426169627,0.004443189426169627,0.00554370927467611
f57,0.004429615160629421,0.004429615160629421,0.004742715510711911
f34,0.004421729617092624,0.004421729617092624,0.004622946397946127
f252,0.004411319550926869,0.004411319550926869,0.00425987018766463
f2,0.004409058131322587,0.004409058131322587,0.003918775121210899
f48,0.004407357193457626,0.004407357193457626,0.005404514503438264
f246,0.004401293546988418,0.004401293546988418,0.0053168915889013025
f121,0.004393818200728068,0.004393818200728068,0.0033602660787873146
f225,0.004352899444651781,0.004352899444651781,0.005300500180622086
f134,0.004348893351443056,0.004348893351443056,0.00496467032302311
f221,0.004335204926546077,0.004335204926546077,0.005614785405543616
f128,0.004313917360249412,0.004313917360249412,0.004572577196935077
f174,0.0043019291538569,0.0043019291538569,0.0033021085123214828
f112,0.004294210304316482,0.004294210304316482,0.005379921932245392
f118,0.0042922831227746525,0.0042922831227746525,0.00362433171903649
f110,0.004227894301331699,0.004227894301331699,0.0049853142490280155
f58,0.004158501230935981,0.004158501230935981,0.0047245909296823405
f60,0.004115774248479343,0.004115774248479343,0.003950005169071972
