,CPU,EQBIN_dw,EQBIN_lg,GPU,LGB
f21,0.12960436111272233,0.12911728621962418,0.12911728621962418,0.1328044768687495,0.12373605567393788
f9,0.06912420992010329,0.06949051584292958,0.06949051584292958,0.07027115493378393,0.0737600172750272
f7,0.06587319334715486,0.06359424069976263,0.06359424069976263,0.0645301709416266,0.08357402719322646
f31,0.06305214258429559,0.06296094940431342,0.06296094940431342,0.06435209355406563,0.07270293357908207
f17,0.05952274890106195,0.05817931254999999,0.05817931254999999,0.060002841562260614,0.048859944427033675
f30,0.059460799067623867,0.06340547818130252,0.06340547818130252,0.0562234161323422,0.04642103642647344
f5,0.058670477332580996,0.057609643382126714,0.057609643382126714,0.059065269301955436,0.04990630796695838
f10,0.05864312720578123,0.05844868669653991,0.05844868669653991,0.05874291708818934,0.09220300028819144
f4,0.05584661688128913,0.055951893249378624,0.055951893249378624,0.05476868134099818,0.04963006300090943
f20,0.0546206368903908,0.05158471580106217,0.05158471580106217,0.05168676654570461,0.054524890090394976
f13,0.054140936001527445,0.053471720311993834,0.053471720311993834,0.054024673523788924,0.07657216256075015
f1,0.0511836788831115,0.05310082697317216,0.05310082697317216,0.05312304413253221,0.03756332045171417
f12,0.044580682118406836,0.044722419133470775,0.044722419133470775,0.04677793785229553,0.032968459793879086
f18,0.043301878045268506,0.044637075171694955,0.044637075171694955,0.04302857926913774,0.06666222826507984
f19,0.041619400112321354,0.04007541406353822,0.04007541406353822,0.04127002290482723,0.04157984701064017
f15,0.037511231693126375,0.038386591236558076,0.038386591236558076,0.03718690232723291,0.038769598617424655
f16,0.003523223965605201,0.0033558433915013485,0.0033558433915013485,0.0035473219467212725,0.0006966116178310788
f26,0.003463446396575456,0.0036259721624219312,0.0036259721624219312,0.003212175584151219,0.0006223782076195374
f14,0.003453972204194446,0.0036590191766836494,0.0036590191766836494,0.0033929325224573304,0.0007064260725779239
f23,0.003390683063127007,0.0037564883680985144,0.0037564883680985144,0.003389982096861038,0.0005108079488752058
f0,0.003379613197888554,0.0034508665538042055,0.0034508665538042055,0.0033662210401766987,0.0006790282596926349
f24,0.003362788320800155,0.0035784955292109196,0.0035784955292109196,0.003353225705588256,0.0006370716186814227
f8,0.0033556332508384292,0.00343622293432265,0.00343622293432265,0.0032532727765302496,0.0006719119986381754
f22,0.003337063862780767,0.0035472328764281995,0.0035472328764281995,0.0032439535176732714,0.0006921310173917096
f25,0.003316654669514737,0.0035697067723324235,0.0035697067723324235,0.0033553786302676263,0.0006283793949494193
f3,0.003307722388755452,0.0033105292056311987,0.0033105292056311987,0.0030604030887402614,0.0007052729519456993
f29,0.0032910574612689735,0.0034015308581141395,0.0034015308581141395,0.003221722181159719,0.0006376563079598686
f6,0.003283647547409609,0.0035067642968954617,0.0035067642968954617,0.0031762336958350667,0.0006384923087257319
f28,0.0032627059982273127,0.003390466157089806,0.003390466157089806,0.003161007983401443,0.0006854811313939861
f27,0.0032234811836237974,0.003260020112087925,0.003260020112087925,0.003010365950546125,0.0006441305751340408
f11,0.003156248384582182,0.0032383208035730113,0.0032383208035730113,0.003192169113807599,0.000685234227396116
f2,0.0031359380080420067,0.0031757518843369714,0.0031757518843369714,0.003204685886592297,0.0007250937404644632
