,EQBIN_dw,EQBIN_lg,LGB
0,4096,4096,4096
1,4096,4096,4096
2,4096,4096,4096
3,4096,4096,4096
4,4096,4096,4096
5,4096,4096,4096
6,4096,4096,4096
7,4096,4096,4096
8,4096,4096,4096
9,4096,4096,4096
10,4096,4096,4096
11,4096,4096,4096
12,4096,4096,4096
13,4096,4096,4096
14,4096,4096,4096
15,4096,4096,4096
16,4096,4096,4096
17,4096,4096,4096
18,4096,4096,4096
19,4096,4096,4096
20,4096,4096,4096
21,4096,4096,4096
22,4096,4096,4096
23,4096,4096,4096
24,4096,4096,4096
25,4096,4096,4096
26,4096,4096,4096
27,4096,4096,4096
28,4096,4096,4096
29,4096,4096,4096
30,4096,4096,4096
31,4096,4096,4096
32,4096,4096,4096
33,4096,4096,4096
34,4096,4096,4096
35,4096,4096,4096
36,4096,4096,4096
37,4096,4096,4096
38,4096,4096,4096
39,4096,4096,4096
40,4096,4096,4096
41,4096,4096,4096
42,4096,4096,4035
43,4096,4096,4096
44,3602,4096,4096
45,4096,4096,4096
46,4096,4096,4096
47,4096,4096,4096
48,4096,3589,3551
49,3336,4096,3911
50,4096,2438,4096
51,4096,2890,4096
52,2442,4096,2274
53,4096,3996,3716
54,2212,3629,2283
55,3047,3337,4096
56,3204,3846,4096
57,4096,4096,4096
58,2917,1653,2761
59,1847,2286,1687
60,4096,4096,2992
61,4096,4036,2595
62,4096,2330,2214
63,2924,2847,4096
64,2635,3891,2324
65,4096,1708,4096
66,4096,2652,4096
67,4096,4096,1902
68,4096,4096,4096
69,4096,2144,4096
70,2392,3217,4096
71,4096,2519,4096
72,4096,4096,3953
73,4096,4096,1603
74,4096,2639,2939
75,4096,1622,1513
76,4096,4096,2525
77,4096,2924,3817
78,3967,1768,1720
79,4096,3378,3611
80,3918,4096,4096
81,3471,4096,1316
82,4096,3034,4096
83,1515,1797,4096
84,4096,3694,4096
85,3221,1035,3579
86,4096,4096,4096
87,3999,3175,4096
88,1655,922,1202
89,4096,4096,2014
90,4096,4096,4096
91,3396,2530,1698
92,4096,4096,1117
93,4096,3918,2017
94,4096,4096,1108
95,1126,4096,1818
96,1850,1906,2386
97,3545,4096,4096
98,1556,3592,1906
99,4096,1303,2171
100,4096,1647,2605
101,2781,4096,4096
102,4096,3627,4096
103,4096,2290,2327
104,1071,1422,4096
105,4096,3796,2613
106,931,4096,3402
107,4096,2318,4096
108,2849,949,3557
109,4096,4096,4096
110,1639,3397,4096
111,3370,2429,4096
112,1049,4096,1502
113,4096,4096,4096
114,1580,4096,834
115,4096,1899,1093
116,1870,948,3337
117,3724,1829,2315
118,4096,4096,3704
119,4096,1937,2877
120,4023,1021,2377
121,1625,3181,1035
122,3967,1945,2408
123,4096,1736,4096
124,3375,741,1061
125,975,1070,2700
126,1660,1196,4096
127,2989,2428,4096
128,2250,4092,1870
129,4096,1322,1005
130,3431,4096,4096
131,2294,3821,4034
132,4096,962,1917
133,2998,4096,3788
134,1155,4012,4096
135,4096,2116,3392
136,3606,1399,4053
137,1235,2047,2475
138,2748,4096,4096
139,4096,4096,636
140,3351,4092,685
141,927,4096,531
142,2148,3523,767
143,1753,2282,999
144,2714,4096,2205
145,4096,1739,1893
146,2903,2284,3756
147,1414,1810,1483
148,2920,4096,1889
149,2512,1728,788
150,1010,3906,2235
151,4096,4096,4096
152,4096,1647,3863
153,2848,4096,1341
154,1719,3962,1089
155,1735,3090,3455
156,4096,4096,3810
157,4036,2493,4096
158,1112,1832,3053
159,1734,3173,4096
160,2520,4096,4096
161,4096,2735,3719
162,4096,4096,4077
163,1804,4096,4096
164,1401,4096,4096
165,579,2417,3971
166,4096,4096,1981
167,3327,3330,1571
168,4096,4096,3279
169,4096,3943,2042
170,1789,1564,3836
171,669,2528,977
172,1329,2911,1799
173,944,2469,4096
174,3662,1995,4096
175,4096,4096,4096
176,1086,1117,1118
177,4096,4096,1858
178,4096,1389,1475
179,4096,3962,3437
180,4096,4096,4096
181,4096,4096,4096
182,4096,4096,2764
183,4096,2374,4096
184,4096,820,2539
185,1804,1775,4096
186,3390,1098,4096
187,4096,4096,2153
188,2166,1676,2400
189,1454,4096,4096
190,1189,4096,2827
191,4096,4096,4096
192,2661,1328,1423
193,4096,3411,4096
194,2237,4096,3141
195,3970,3196,3201
196,3205,4096,4096
197,1012,4096,2848
198,4096,1449,2859
199,4051,3114,3141
