,XGB,LGB
0,2000,2000
1,2005,2004
2,1905,1919
3,1960,1959
4,1938,1939
5,1914,1918
6,1944,1942
7,1909,1908
8,1957,1946
9,1869,1886
10,1881,1861
11,1927,1933
12,1862,1895
13,1803,1882
14,1926,1937
15,1830,1791
16,1819,1815
17,1804,1819
18,1810,1885
19,1834,1613
20,1823,1841
21,1757,1691
22,1671,1754
23,1875,1737
24,1758,1635
25,1328,1325
26,1733,1773
27,1283,1313
28,1273,1430
29,1667,1678
30,1488,1363
31,1804,1768
32,1257,1064
33,1484,1230
34,1503,1318
35,997,1112
36,1270,1057
37,1085,1220
38,1240,1041
39,1246,1393
40,1018,1266
41,1216,1090
42,1251,1142
43,1167,1203
44,1428,962
45,1377,944
46,863,1468
47,1008,1169
48,876,1129
49,1538,1042
50,1280,977
51,865,1142
52,1341,1299
53,1219,888
54,1557,1096
55,1660,1463
56,1042,994
57,1659,1134
58,914,1043
59,1549,737
60,946,1085
61,940,1029
62,1623,1423
63,802,1199
64,1118,991
65,1040,1620
66,912,848
67,831,1785
68,935,1057
69,1453,1076
70,1061,919
71,1891,963
72,1248,874
73,984,850
74,1554,1197
75,1118,1561
76,1691,856
77,1184,1005
78,1510,794
79,1089,1157
80,954,1001
81,1296,1398
82,819,1055
83,1128,1785
84,787,905
85,852,1032
86,1078,1151
87,1640,1074
88,879,1033
89,1661,1222
90,905,1653
91,836,802
92,1448,1170
93,1538,1347
94,1729,1093
95,1414,1231
96,1284,1289
97,1459,925
98,1456,1502
99,806,1048
