,XGB,LGB
0,3494,3494
1,3474,3461
2,3356,3355
3,3287,3310
4,3414,3320
5,3384,3447
6,3294,3332
7,3280,3364
8,3307,3143
9,3237,3312
10,3218,3205
11,3262,2895
12,3120,3019
13,2733,3115
14,3122,3018
15,2756,2738
16,3067,3065
17,2942,2838
18,2920,2577
19,2802,2670
20,2689,2608
21,2424,2677
22,2482,2536
23,2541,2839
24,2353,2664
25,2738,2633
26,2692,2525
27,2529,2410
28,2503,1993
29,3176,2223
30,3232,3319
31,1280,1363
32,2295,2018
33,1170,3274
34,3259,1383
35,1178,1376
36,3166,1736
37,1242,3236
38,2033,1142
39,2448,2457
40,1070,1090
41,2206,1245
42,1478,2416
43,1994,1398
44,1315,1008
45,1015,1077
46,1392,1769
47,1990,2094
48,1050,2105
49,1762,966
50,1480,1308
51,890,2115
52,1294,1038
53,1413,995
54,1774,1136
55,1225,854
56,1328,1605
57,1760,1233
58,975,2136
59,2007,1069
60,1259,1253
61,947,1968
62,1067,1287
63,1778,995
64,1029,851
65,1010,1593
66,1983,1000
67,1549,1109
68,727,2583
69,1698,1368
70,1507,855
71,2574,1327
72,942,830
73,1555,1589
74,1318,919
75,1778,1323
76,2080,1976
77,1082,1097
78,1746,1217
79,1286,2418
80,1023,1070
81,2383,1020
82,731,1593
83,1149,1206
84,1173,960
85,883,1507
86,1397,1074
87,1078,1166
88,1586,2308
89,2105,2142
90,1393,1328
91,707,1871
92,2049,1885
93,2182,1643
94,755,774
95,1635,1063
96,2700,1225
97,2290,1832
98,2472,2698
99,2190,1363
