,XGB,LGB
0,0.683154,0.68315410614
1,0.674314,0.674314677715
2,0.666738,0.666739225388
3,0.659211,0.659212708473
4,0.65296,0.65296214819
5,0.646564,0.646566331387
6,0.641018,0.641019999981
7,0.635815,0.635817408562
8,0.63124,0.631242215633
9,0.626864,0.626866340637
10,0.623024,0.62302672863
11,0.619315,0.619316220284
12,0.615909,0.615913629532
13,0.612072,0.612070977688
14,0.608602,0.608623802662
15,0.605382,0.605405926704
16,0.602461,0.60286295414
17,0.599966,0.600101411343
18,0.597352,0.59694814682
19,0.594849,0.594637989998
20,0.592403,0.592179536819
21,0.590153,0.590205311775
22,0.588282,0.588154017925
23,0.586333,0.586240053177
24,0.583711,0.583147287369
25,0.581758,0.581162750721
26,0.579974,0.57840949297
27,0.577109,0.576735556126
28,0.575588,0.574237346649
29,0.574293,0.572952568531
30,0.572887,0.570817887783
31,0.572032,0.570071816444
32,0.569465,0.568650484085
33,0.568827,0.566889107227
34,0.567698,0.566231548786
35,0.566386,0.565304517746
36,0.565827,0.562974214554
37,0.565153,0.562347173691
38,0.56386,0.560722887516
39,0.562319,0.559916913509
40,0.560902,0.558996558189
41,0.560393,0.558600604534
42,0.55946,0.557267844677
43,0.558389,0.55624294281
44,0.557864,0.555863082409
45,0.557353,0.555014908314
46,0.556348,0.553702294827
47,0.556018,0.5532335639
48,0.555406,0.552428722382
49,0.554445,0.551308333874
50,0.553718,0.550981879234
51,0.552953,0.55054217577
52,0.552579,0.549801170826
53,0.551154,0.54916036129
54,0.550697,0.547782897949
55,0.549934,0.547096729279
56,0.548753,0.546543240547
57,0.547779,0.546017885208
58,0.547014,0.545514702797
59,0.545686,0.544829964638
60,0.545361,0.544214189053
61,0.544978,0.543559253216
62,0.543605,0.543137252331
63,0.543177,0.542293012142
64,0.542458,0.541835963726
65,0.542035,0.540775477886
66,0.541711,0.539754152298
67,0.541193,0.53918749094
68,0.54097,0.538907885551
69,0.540586,0.538255155087
70,0.539841,0.537501811981
71,0.539082,0.536638796329
72,0.538594,0.536132574081
73,0.537682,0.535680711269
74,0.537353,0.535142540932
75,0.536964,0.5347006917
76,0.535865,0.534378051758
77,0.534903,0.534086287022
78,0.534141,0.533469617367
79,0.533729,0.532654643059
80,0.533091,0.532227039337
81,0.532505,0.531583070755
82,0.532045,0.531359434128
83,0.530803,0.530692875385
84,0.530404,0.529850721359
85,0.530197,0.52923810482
86,0.52949,0.5286886096
87,0.527988,0.52786386013
88,0.52768,0.527622282505
89,0.526287,0.526321351528
90,0.524856,0.525561869144
91,0.524305,0.525129973888
92,0.524097,0.524393081665
93,0.523479,0.523891866207
94,0.523169,0.523400485516
95,0.522836,0.523141264915
96,0.522313,0.522701740265
97,0.521838,0.52194416523
98,0.520673,0.521677494049
99,0.520474,0.521381139755
