,XGB_CPU,XGB_GPU,LGBM
0,942,931,959
1,956,954,968
2,958,967,968
3,979,956,980
4,960,966,970
5,977,979,973
6,979,955,982
7,936,977,974
8,988,929,978
9,963,995,945
10,1004,930,979
11,978,963,932
12,937,962,987
13,970,931,956
14,967,975,941
15,948,888,920
16,907,948,973
17,947,924,967
18,908,931,969
19,883,882,887
20,944,821,929
21,855,954,936
22,923,850,894
23,884,873,865
24,890,759,868
25,862,890,850
26,884,769,827
27,836,701,820
28,879,849,875
29,821,825,907
30,829,726,800
31,762,709,639
32,804,800,863
33,704,703,553
34,584,822,717
35,661,858,583
36,610,510,787
37,570,789,549
38,843,457,922
39,766,735,489
40,449,775,865
41,773,735,506
42,456,495,740
43,844,507,703
44,531,815,594
45,465,660,810
46,504,475,712
47,541,439,623
48,437,572,684
49,632,848,443
