,XGB,XGB_GPU,LGB
0,13885,13194,14165
1,13370,12979,13725
2,13183,13060,13790
3,13378,12869,13670
4,12610,12104,13132
5,13217,12986,12817
6,13242,12666,13627
7,13988,12966,13380
8,13187,12434,13744
9,12304,12687,12227
10,12358,11726,12260
11,12861,12403,12201
12,12316,11665,12294
13,10608,10217,12234
14,11811,11703,12634
15,11440,10931,11083
16,9191,10455,10114
17,11840,9915,10609
18,9467,8808,10734
19,9671,9176,10783
20,8881,8318,9050
21,9594,8317,9363
22,8389,8177,8009
23,8325,7410,8095
24,6234,8148,8531
25,7594,8024,10161
26,7663,6832,8318
27,6758,9039,8361
28,7251,7445,7374
29,6003,7462,8833
30,6428,6751,6963
31,5514,6190,4379
32,8007,6648,5325
33,6994,9901,5305
34,6408,3001,4660
35,3631,4344,5156
36,3268,8830,4269
37,4256,3175,5783
38,2369,2191,2309
39,3066,5530,2370
40,4826,1782,4376
41,3248,2743,2492
42,1855,2054,9434
43,2111,2409,3018
44,2003,3204,3259
45,6508,1669,4181
46,1155,3762,2719
47,1796,1465,6242
48,2038,6632,3473
49,1213,1582,5274
50,2115,1577,3114
51,2287,1131,3213
52,2279,1421,2387
53,3604,1760,5761
54,1100,992,1447
55,2190,1082,1820
56,1331,677,7710
57,710,1967,1904
58,3338,1466,2704
59,1163,2584,2132
60,2315,1072,5463
61,1182,1938,2943
62,680,1953,7902
63,1905,1042,2517
64,1869,1146,4460
65,2180,1241,5700
66,1220,2690,4911
67,1087,1651,1935
68,3292,1154,4275
69,5273,1249,4371
70,348,1008,3962
71,973,1495,1948
72,1052,625,5239
73,1725,2595,4359
74,2562,483,1799
75,678,1333,4761
76,1035,1519,6960
77,950,2690,4992
78,518,883,1918
79,4770,650,6508
80,645,1451,1470
81,546,738,1764
82,516,1093,2569
83,2160,1378,4809
84,2249,1865,5378
85,925,598,3591
86,396,1405,7672
87,1204,918,3923
88,332,1109,1968
89,2260,1860,5923
90,492,2784,1889
91,395,618,5684
92,4978,1079,4966
93,1391,1352,2508
94,293,5327,1805
95,612,868,7608
96,1343,2490,3122
97,2128,1414,2370
98,137,819,1768
99,940,872,4674
