,XGB,LGB
0,20380,20100
1,19167,19098
2,19553,19394
3,19303,19122
4,19164,19086
5,18427,18440
6,18308,18532
7,18411,18008
8,18264,18888
9,18133,18682
10,17916,17396
11,17179,18350
12,17787,15908
13,15485,15921
14,16597,15937
15,16102,15797
16,15791,15548
17,13630,14752
18,13830,13860
19,14989,15273
20,14365,12932
21,12571,13118
22,11869,13216
23,12576,9588
24,11659,10773
25,12154,10341
26,10125,12860
27,11402,10231
28,11174,10422
29,9445,9213
30,8805,9277
31,9560,9506
32,8536,4724
33,7375,6902
34,10506,5842
35,4846,7915
36,4089,5150
37,2834,13470
38,12957,3757
39,6618,5458
40,3006,4177
41,8441,2370
42,5385,3405
43,2467,9128
44,3770,2068
45,3483,7945
46,11865,6197
47,4971,2368
48,3305,3483
49,3061,8287
50,4425,2290
51,2984,1752
52,3324,5954
53,1710,5673
54,3102,5898
55,4759,3073
56,3986,2928
57,4334,2630
58,2687,8247
59,3245,2434
60,2884,3921
61,4464,3662
62,7913,4732
63,10816,2656
64,2265,4484
65,5594,7035
66,7081,2809
67,4211,2550
68,5735,9094
69,7167,3923
70,4492,4455
71,2265,1924
72,4704,4122
73,5663,6604
74,4930,2539
75,8255,2970
76,2409,2755
77,3833,12967
78,6494,3872
79,3067,6094
80,5981,5666
81,2422,5448
82,7436,9056
83,4597,1811
84,4178,4594
85,4310,4466
86,3018,4616
87,10674,2577
88,2100,3665
89,3944,4676
90,4969,3751
91,7841,5959
92,3729,5784
93,2769,2609
94,6803,6488
95,2080,7452
96,7445,8173
97,6318,2252
98,5458,6825
99,3069,5740
