,XGB_CPU,XGB_GPU,LGBM
f7,0.0645131891538,0.064786501344,0.0456084311244
f11,0.0510046019313,0.0507695368273,0.038711859141
f0,0.0501228834759,0.0508597981699,0.0456854131822
f4,0.0456060098009,0.0447677629124,0.0390767361006
f20,0.0422877467529,0.042029583808,0.0400123094442
f23,0.0390155510158,0.0395658907384,0.0435288707033
f1,0.0361181534904,0.0363069965951,0.035694556856
f27,0.0357137128162,0.0357999366617,0.0391165559839
f8,0.0353371204994,0.0353188771226,0.0359314881291
f18,0.0349001895161,0.0347174079184,0.0365683159991
f21,0.0347339158069,0.0350206554178,0.03725115435
f3,0.033804011245,0.0335747309631,0.0372507012571
f2,0.0334255725735,0.0336619678175,0.032798897845
f26,0.03341362673,0.0337050575115,0.0393386641792
f14,0.0333087625464,0.0328213084839,0.0345858606997
f9,0.0322779031506,0.0316568590533,0.0341835686187
f24,0.0321920856093,0.0324309850453,0.0339563699293
f25,0.0321414503109,0.0320059410912,0.0359534317469
f16,0.0321262391741,0.0324702617365,0.0345162982548
f5,0.0317729304716,0.0316362925624,0.0351628654383
f22,0.0314782501469,0.0317455122197,0.0333993637211
f12,0.03111055063,0.031293381161,0.0301080423508
f17,0.0302235497372,0.0305515195591,0.0324941220903
f19,0.0296818289427,0.0295921038862,0.0313657746728
f15,0.0292556804485,0.0289555780916,0.0309952820718
f10,0.0288285202264,0.0288070017608,0.0299768637502
f13,0.0283024620621,0.0283203272128,0.0277629177171
f6,0.0273035017353,0.0268282243285,0.0289652846429
