,no_depth_limit,depth,depth_8,depth_18
0,0.669329702854,0.677593410015,0.687320291996,0.670265078545
1,0.648010194302,0.663962602615,0.682254910469,0.64983779192
2,0.628940165043,0.65142005682,0.676873922348,0.631483376026
3,0.611401021481,0.638705193996,0.672442018986,0.614460468292
4,0.594838619232,0.62746745348,0.668839275837,0.598991394043
5,0.579953014851,0.618416309357,0.66538220644,0.583716332912
6,0.565589845181,0.608329117298,0.66204482317,0.570596933365
7,0.552432894707,0.599353194237,0.658857584,0.558320343494
8,0.540022075176,0.590882658958,0.656019568443,0.546103298664
9,0.528306245804,0.582965731621,0.652915120125,0.534646749496
10,0.517269909382,0.576313376427,0.650390863419,0.524306952953
11,0.506847858429,0.569467067719,0.648151397705,0.514418125153
12,0.496847122908,0.56326520443,0.64522600174,0.505180478096
13,0.487373143435,0.55780673027,0.64299249649,0.496471375227
14,0.478226155043,0.552367150784,0.640164852142,0.487912505865
15,0.469498127699,0.547350764275,0.638155579567,0.479843646288
16,0.461179465055,0.542243480682,0.636002421379,0.472445338964
17,0.453064620495,0.537496387959,0.634599208832,0.465259492397
18,0.44533970952,0.532872140408,0.633158743382,0.458592802286
19,0.437878698111,0.527721047401,0.631157517433,0.451544463634
20,0.430740207434,0.523897588253,0.628924965858,0.44505161047
21,0.423822343349,0.519270420074,0.627572000027,0.439027041197
22,0.417018681765,0.515078604221,0.626541554928,0.432862728834
23,0.410414397717,0.511451721191,0.624816834927,0.427485972643
24,0.403917402029,0.508615970612,0.62348484993,0.421997070312
25,0.397904008627,0.504162371159,0.622122943401,0.41671204567
26,0.391850411892,0.501655161381,0.620615899563,0.411640405655
27,0.386004269123,0.498093813658,0.619711220264,0.405952483416
28,0.380322992802,0.495813339949,0.618339180946,0.400158971548
29,0.374675154686,0.493459075689,0.617115318775,0.39540502429
30,0.36932349205,0.490539610386,0.616095602512,0.390125632286
31,0.364007234573,0.48792386055,0.61520165205,0.386201620102
32,0.35871681571,0.485806286335,0.614492714405,0.382342636585
33,0.35355836153,0.484049499035,0.613187134266,0.378453552723
34,0.348792612553,0.482253372669,0.612577497959,0.373820126057
35,0.34404271841,0.480185836554,0.612039327621,0.370934635401
36,0.339299380779,0.478345870972,0.611277520657,0.368977725506
37,0.334657669067,0.476426720619,0.610507488251,0.365433067083
38,0.330152750015,0.475349992514,0.610043823719,0.362240493298
39,0.325787574053,0.474828481674,0.608749449253,0.358239322901
40,0.321417242289,0.473356753588,0.607870638371,0.354262590408
41,0.317302107811,0.471753448248,0.607143521309,0.352277338505
42,0.313071101904,0.471021741629,0.606271386147,0.350279778242
43,0.308947980404,0.469003796577,0.605278253555,0.347526103258
44,0.305030196905,0.468230307102,0.604257941246,0.346687525511
45,0.301141560078,0.467766612768,0.603817999363,0.344400376081
46,0.297946751118,0.467022448778,0.603207349777,0.343648523092
47,0.294846326113,0.466088175774,0.602420985699,0.341913759708
48,0.291388064623,0.464844971895,0.601465463638,0.33851057291
49,0.288122534752,0.463624626398,0.600985229015,0.337711036205
50,0.284673333168,0.46052724123,0.600504755974,0.336241334677
51,0.281925737858,0.459215581417,0.599878013134,0.334953248501
52,0.278747648001,0.458220541477,0.599456846714,0.333832859993
53,0.275706648827,0.457645773888,0.598854064941,0.330866843462
54,0.27299708128,0.456972509623,0.597843229771,0.329844892025
55,0.270627737045,0.455900579691,0.597380042076,0.329261243343
56,0.26780679822,0.455288618803,0.596779584885,0.326581805944
57,0.26552927494,0.454009026289,0.595965921879,0.325705140829
58,0.262982904911,0.453256309032,0.59490352869,0.324039757252
59,0.260588228703,0.451354682446,0.594404041767,0.323045700788
60,0.258343100548,0.450899869204,0.593988478184,0.32186165452
61,0.255893737078,0.449374586344,0.593570351601,0.321429699659
62,0.253758579493,0.447370439768,0.593097507954,0.320259004831
63,0.250684827566,0.446846246719,0.592711448669,0.319127947092
64,0.248372673988,0.445585936308,0.592029869556,0.318304002285
65,0.245776668191,0.445058584213,0.591378688812,0.315461337566
66,0.24321757257,0.444629371166,0.590752184391,0.313530117273
67,0.240942150354,0.443472057581,0.590044021606,0.312256217003
68,0.238829910755,0.443205595016,0.589380800724,0.311357289553
69,0.236495882273,0.442948162556,0.588904201984,0.31051966548
70,0.234441623092,0.442162871361,0.588694036007,0.30953553319
71,0.231994047761,0.438890814781,0.588286876678,0.308386951685
72,0.229933843017,0.43701249361,0.587430655956,0.307781606913
73,0.227816238999,0.436400175095,0.58694434166,0.305716842413
74,0.225858658552,0.43542522192,0.586485624313,0.304968804121
75,0.223860993981,0.434993475676,0.586121559143,0.303561776876
76,0.222012877464,0.433821499348,0.585464954376,0.301900178194
77,0.22006893158,0.433224618435,0.584880292416,0.298623740673
78,0.217907577753,0.432442545891,0.583926141262,0.295766741037
79,0.215934321284,0.431597650051,0.58370411396,0.295028150082
80,0.21424998343,0.43139141798,0.583212852478,0.292674392462
81,0.212537869811,0.430564194918,0.582363188267,0.291459143162
82,0.210599467158,0.429726839066,0.581768155098,0.289106667042
83,0.208993136883,0.429429858923,0.581375539303,0.287983179092
84,0.20735296607,0.428607970476,0.580989897251,0.284719407558
85,0.205648988485,0.428013205528,0.580520927906,0.283924460411
86,0.203129395843,0.426563560963,0.579690277576,0.282478392124
87,0.201013341546,0.425904989243,0.579427421093,0.281742066145
88,0.199153780937,0.42400470376,0.578402876854,0.279579102993
89,0.197432860732,0.423016160727,0.578031659126,0.276333510876
90,0.195738613605,0.422386556864,0.577468156815,0.274471461773
91,0.193781033158,0.421115726233,0.576668262482,0.27277225256
92,0.192355021834,0.41991096735,0.576142370701,0.272232085466
93,0.19085226953,0.418852508068,0.575937390327,0.269626110792
94,0.189200773835,0.41835039854,0.575466394424,0.268333792686
95,0.187315687537,0.417022585869,0.575131058693,0.267112493515
96,0.185712829232,0.416268199682,0.574779450893,0.266085326672
97,0.183840110898,0.415564507246,0.574584126472,0.26514300704
98,0.181882798672,0.41489931941,0.574448525906,0.264353513718
99,0.18022544682,0.413950055838,0.574121117592,0.262261092663
