,XGB,XGB_GPU,LGB
0,3173,2811,3008
1,2898,2867,2828
2,2942,2713,2885
3,3078,2954,2799
4,2902,2753,2741
5,2971,2886,2912
6,3113,3027,3183
7,3059,3027,3135
8,3143,2932,3122
9,3391,3220,3306
10,3115,3139,3448
11,3229,3180,3299
12,3293,3146,3232
13,3210,3235,3363
14,3441,3210,3356
15,3427,3386,3350
16,3499,3287,3510
17,3460,3152,3590
18,3429,3371,3696
19,3546,3426,3613
20,3543,3482,3524
21,3454,3302,3735
22,3374,3344,3309
23,3221,3114,2942
24,3157,3017,3338
25,2966,2879,3417
26,3297,2832,3281
27,3252,2905,2963
28,2952,2750,3186
29,3143,2802,3189
30,2913,2729,3184
31,2875,2861,2935
32,3281,2761,3210
33,2910,2518,2938
34,2843,2551,2930
35,2871,2476,2828
36,2572,2464,2689
37,2344,2280,2580
38,2360,2405,2311
39,2223,2482,2643
40,2392,2328,2551
41,2130,2051,2807
42,1905,2015,2148
43,2052,1743,2338
44,1877,2023,2178
45,1905,1606,2347
46,1366,1751,2307
47,1831,1382,2166
48,1664,1549,2208
49,1263,1958,1614
50,1095,975,2518
51,1166,1032,1980
52,1145,1337,1302
53,1101,1199,1397
54,1075,984,2053
55,1422,978,1415
56,1103,1097,1204
57,872,837,1024
58,1115,811,1112
59,550,649,849
60,699,561,2304
61,674,560,1301
62,547,520,1356
63,605,376,759
64,258,770,1008
65,641,549,829
66,435,478,600
67,377,514,1250
68,165,173,688
69,365,304,1415
70,1164,182,1066
71,215,603,924
72,345,194,560
73,221,715,1416
74,492,165,1388
75,377,173,1224
76,161,442,1158
77,197,630,559
78,197,517,1070
79,845,191,1826
80,123,889,579
81,138,221,978
82,1307,135,1466
83,516,422,1624
84,962,203,835
85,2121,446,869
86,115,95,1516
87,1582,87,1546
88,105,148,1235
89,636,219,606
90,1047,1952,840
91,296,483,668
92,251,675,814
93,466,212,865
94,265,314,1419
95,250,499,1045
96,219,468,1314
97,377,158,1746
98,285,282,1723
99,107,1045,1688
