,XGB_CPU,XGB_GPU,LGBM
0,25323,21711,25409
1,24465,22075,24755
2,23608,21473,23560
3,23907,20981,23526
4,24210,21493,24348
5,23213,20941,23283
6,24135,21082,24596
7,24094,21380,23440
8,22847,22289,23649
9,22568,21296,24219
10,23294,20943,22560
11,23782,22489,23916
12,22345,19746,23237
13,23508,22324,22427
14,23522,19178,24159
15,22291,20930,21900
16,21584,20116,23236
17,23543,19625,21564
18,21381,19428,22365
19,21776,18437,22629
20,21584,18836,21632
21,20081,18681,22179
22,20341,18793,20214
23,19422,18578,18511
24,19842,15205,19882
25,17185,16972,16823
26,18066,14489,16394
27,17820,13301,19658
28,16878,13189,17345
29,19056,14962,16475
30,16452,14182,18641
31,18612,12576,17157
32,16863,15699,15670
33,19426,15311,18095
34,15226,12222,15660
35,14526,12842,16583
36,14352,13639,16754
37,11668,10845,14787
38,13237,9428,11861
39,12772,10738,11186
40,12181,9831,9750
41,8594,5212,9696
42,16359,6819,12601
43,10370,6535,7829
44,5431,10113,8415
45,4957,11229,13794
46,4335,4848,7952
47,7264,11342,9535
48,8828,4479,9407
49,2889,10058,8933
