,XGB_CPU,XGB_GPU,LGBM
0,1024,1023,1023
1,1022,1022,1022
2,1022,1022,1021
3,1024,1022,1023
4,1020,1016,1021
5,1015,1011,1018
6,1005,1003,1015
7,1017,1017,1013
8,1011,1008,1007
9,1016,1010,1014
10,988,1006,1008
11,998,1007,990
12,996,984,1000
13,988,982,975
14,988,985,983
15,968,954,966
16,959,986,969
17,988,962,994
18,995,978,988
19,990,945,969
20,972,930,988
21,988,980,996
22,962,1004,988
23,943,930,929
24,919,983,939
25,906,959,920
26,939,962,911
27,932,916,929
28,925,965,932
29,905,938,984
30,963,939,884
31,892,882,968
32,898,887,948
33,957,927,942
34,876,859,895
35,896,977,909
36,907,903,842
37,889,868,910
38,863,816,888
39,889,847,777
40,780,894,990
41,894,721,919
42,732,880,842
43,846,858,803
44,770,688,839
45,793,974,709
46,910,803,824
47,947,845,858
48,856,899,700
49,613,740,853
