,XGB_CPU,XGB_GPU,LGBM
0,512,512,512
1,512,512,512
2,511,511,512
3,512,512,511
4,512,512,512
5,512,512,512
6,512,511,511
7,512,511,512
8,512,511,510
9,511,511,512
10,508,509,510
11,512,505,507
12,511,509,509
13,506,504,511
14,506,505,504
15,506,506,509
16,507,500,512
17,508,502,508
18,506,510,505
19,508,501,509
20,506,509,509
21,508,510,509
22,494,496,489
23,509,508,505
24,489,483,504
25,508,493,487
26,501,479,500
27,509,504,506
28,486,490,510
29,492,512,499
30,496,500,482
31,496,493,499
32,479,509,482
33,481,499,498
34,502,507,481
35,490,483,500
36,504,488,508
37,478,489,467
38,502,483,497
39,477,487,462
40,489,496,462
41,509,478,506
42,494,485,459
43,465,409,481
44,432,472,463
45,459,496,420
46,383,495,485
47,486,375,471
48,488,504,489
49,489,432,478
