,XGB_CPU,LGBM
0,863,798
1,767,768
2,762,751
3,766,744
4,757,769
5,764,781
6,801,779
7,796,749
8,807,811
9,813,814
10,781,794
11,773,764
12,792,755
13,758,700
14,720,720
15,734,767
16,702,663
17,668,739
18,683,690
19,617,691
20,627,638
21,602,644
22,610,603
23,597,594
24,617,591
25,523,609
26,579,585
27,510,550
28,533,508
29,551,546
30,533,554
31,515,517
32,455,497
33,439,453
34,399,445
35,432,481
36,444,454
37,453,466
38,322,405
39,380,437
40,424,390
41,452,398
42,396,439
43,362,394
44,426,384
45,412,420
46,421,414
47,317,374
48,422,409
49,355,326
50,327,304
51,343,400
52,323,347
53,350,354
54,265,323
55,276,328
56,339,373
57,339,316
58,324,304
59,226,339
60,232,322
61,342,319
62,286,341
63,279,227
64,324,320
65,246,216
66,181,310
67,292,270
68,320,231
69,269,317
70,172,237
71,139,299
72,248,268
73,290,256
74,105,278
75,273,262
76,226,291
77,286,255
78,221,268
79,278,252
80,263,163
81,264,269
82,248,106
83,253,270
84,200,268
85,243,221
86,108,249
87,233,230
88,226,251
89,252,249
90,221,178
91,234,219
92,133,203
93,243,221
94,226,226
95,241,234
96,180,152
97,202,193
98,217,236
99,221,218
100,148,225
101,224,202
102,204,150
103,217,209
104,102,212
105,175,210
106,225,205
107,176,206
108,188,182
109,161,168
110,59,198
111,189,203
112,180,126
113,184,168
114,205,189
115,176,195
116,175,191
117,171,178
118,198,172
119,169,167
120,197,184
121,181,184
122,190,117
123,163,111
124,184,185
125,98,172
126,103,140
127,172,134
128,170,170
129,151,171
130,172,154
131,159,149
132,152,114
133,130,167
134,140,166
135,174,162
136,100,106
137,134,148
138,63,125
139,155,161
140,154,158
141,152,160
142,101,153
143,156,155
144,88,76
145,161,146
146,126,109
147,102,142
148,121,128
149,112,147
150,141,144
151,158,113
152,131,146
153,138,150
154,126,151
155,145,134
156,131,144
157,119,107
158,141,140
159,143,140
160,124,140
161,134,144
162,103,135
163,108,136
164,135,135
165,110,138
166,136,135
167,78,126
168,126,91
169,128,129
170,137,126
171,122,117
172,102,61
173,129,122
174,123,128
175,129,124
176,96,125
177,124,118
178,110,127
179,126,124
180,119,58
181,125,108
182,71,118
183,123,125
184,126,118
185,124,116
186,116,108
187,124,82
188,123,117
189,120,107
190,118,111
191,106,62
192,113,115
193,109,116
194,89,113
195,113,114
196,112,112
197,106,108
198,116,107
199,88,112
200,109,114
201,80,109
202,70,94
203,111,96
204,71,95
205,104,104
206,109,104
207,107,106
208,88,83
209,112,103
210,106,98
211,104,109
212,84,108
213,98,110
214,103,107
215,101,102
216,101,65
217,87,96
218,99,103
219,76,98
220,101,105
221,103,101
222,92,103
223,101,99
224,97,62
225,89,96
226,73,101
227,101,99
228,99,93
229,94,69
230,89,93
231,95,94
232,72,96
233,98,96
234,95,96
235,95,98
236,72,90
237,81,97
238,91,90
239,80,89
240,91,91
241,91,97
242,96,85
243,91,89
244,93,93
245,92,91
246,91,84
247,91,81
248,51,94
249,91,89
250,86,77
251,73,93
252,86,91
253,88,82
254,87,85
255,72,56
256,85,70
257,88,88
258,84,90
259,88,84
260,87,84
261,84,85
262,87,84
263,77,78
264,83,86
265,84,87
266,81,86
267,79,88
268,81,84
269,81,84
270,84,80
271,58,79
272,81,80
273,51,82
274,77,80
275,75,80
276,61,78
277,74,84
278,83,84
279,73,81
280,79,82
281,80,77
282,73,78
283,78,77
284,43,72
285,76,68
286,72,80
287,74,74
288,76,66
289,74,71
290,78,81
291,76,77
292,76,74
293,76,77
294,51,76
295,76,71
296,58,74
297,75,71
298,72,74
299,71,69
300,75,73
301,73,56
302,72,74
303,74,73
304,74,52
305,73,73
306,70,50
307,69,73
308,69,74
309,74,66
310,66,71
311,66,49
312,67,66
313,69,62
314,70,68
315,71,70
316,62,62
317,44,70
318,74,71
319,71,55
320,68,72
321,68,71
322,55,71
323,47,63
324,68,70
325,48,65
326,69,60
327,68,61
328,70,63
329,69,69
330,66,68
331,53,66
332,57,69
333,57,55
334,68,64
335,66,64
336,50,65
337,62,70
338,57,60
339,39,68
340,65,70
341,65,67
342,65,62
343,64,63
344,63,63
345,64,66
346,63,65
347,65,53
348,43,64
349,63,61
350,63,64
351,66,66
352,60,68
353,60,66
354,53,47
355,62,64
356,63,59
357,58,64
358,58,60
359,61,59
360,53,59
361,65,63
362,57,58
363,60,63
364,64,61
365,59,58
366,47,57
367,60,65
368,63,59
369,58,60
370,58,60
371,60,57
372,58,59
373,58,63
374,63,59
375,59,61
376,49,45
377,60,61
378,57,60
379,57,59
380,59,56
381,57,54
382,55,57
383,57,59
384,57,61
385,60,51
386,57,58
387,56,58
388,58,60
389,58,60
390,55,58
391,56,61
392,42,52
393,55,59
394,57,56
395,55,59
396,44,57
397,53,51
398,55,56
399,54,56
400,53,58
401,52,41
402,57,58
403,51,57
404,56,52
405,52,58
406,52,56
407,48,52
408,53,52
409,54,51
410,52,53
411,54,55
412,55,54
413,55,52
414,51,53
415,52,56
416,52,52
417,47,55
418,54,51
419,53,55
420,55,53
421,54,53
422,52,53
423,54,51
424,50,54
425,54,55
426,51,54
427,49,54
428,54,51
429,49,51
430,50,49
431,50,49
432,47,54
433,47,55
434,50,52
435,51,52
436,52,49
437,47,50
438,46,53
439,36,50
440,53,54
441,50,53
442,48,50
443,49,50
444,50,50
445,52,49
446,47,54
447,51,50
448,52,52
449,50,53
450,51,48
451,47,47
452,49,53
453,53,38
454,50,46
455,46,40
456,49,50
457,46,52
458,48,38
459,49,49
460,51,49
461,47,44
462,49,49
463,48,49
464,47,48
465,47,49
466,48,50
467,46,47
468,50,47
469,49,47
470,47,51
471,49,49
472,47,48
473,45,48
474,46,46
475,46,50
476,45,48
477,46,48
478,47,48
479,49,47
480,48,46
481,48,47
482,38,53
483,46,48
484,45,46
485,46,50
486,45,45
487,46,49
488,43,49
489,46,38
490,46,45
491,35,45
492,47,45
493,46,44
494,45,48
495,45,45
496,45,45
497,44,42
498,45,45
499,42,46
