,XGB,LGB
0,990,990
1,991,990
2,986,986
3,1004,1004
4,999,998
5,991,991
6,1005,1005
7,976,976
8,977,976
9,962,961
10,880,877
11,938,938
12,943,943
13,977,977
14,953,949
15,952,950
16,906,882
17,862,945
18,928,951
19,924,878
20,916,939
21,870,885
22,900,898
23,851,816
24,932,990
25,854,884
26,881,982
27,989,902
28,776,961
29,749,791
30,885,949
31,615,549
32,978,768
33,629,824
34,656,700
35,709,709
36,585,992
37,628,694
38,845,817
39,844,646
40,777,595
41,466,476
42,649,799
43,813,756
44,445,479
45,507,660
46,618,774
47,503,567
48,507,558
49,627,614
50,574,459
51,770,540
52,469,750
53,661,573
54,692,896
55,593,504
56,919,698
57,597,589
58,761,475
59,776,627
60,426,563
61,490,556
62,893,686
63,695,736
64,666,640
65,550,724
66,503,846
67,665,733
68,433,451
69,486,695
70,621,548
71,683,587
72,593,705
73,734,535
74,584,482
75,464,625
76,805,563
77,784,548
78,791,561
79,459,646
80,496,499
81,854,728
82,669,470
83,824,564
84,466,731
85,418,688
86,645,716
87,971,724
88,435,452
89,900,888
90,934,725
91,737,551
92,434,577
93,730,517
94,476,592
95,599,520
96,620,520
97,658,671
98,884,475
99,443,593
