,XGB_CPU,XGB_GPU,LGBM
0,767,748,801
1,758,746,788
2,762,783,769
3,791,780,771
4,753,774,795
5,783,757,716
6,698,721,758
7,776,730,751
8,751,740,703
9,681,709,677
10,672,788,681
11,661,723,767
12,662,614,649
13,697,749,716
14,609,628,698
15,663,636,642
16,619,665,596
17,570,588,640
18,695,622,604
19,571,585,640
20,601,684,620
21,656,596,650
22,687,559,676
23,584,673,564
24,656,549,540
25,616,517,619
26,564,635,561
27,412,514,653
28,490,580,461
29,603,476,468
30,624,527,682
31,556,531,547
32,414,369,489
33,470,538,412
34,434,582,503
35,390,356,528
36,381,405,488
37,544,396,412
38,455,436,350
39,342,309,438
40,334,442,301
41,372,412,599
42,284,348,448
43,286,404,342
44,394,218,183
45,437,294,275
46,363,403,324
47,481,268,471
48,266,247,298
49,275,249,359
