,XGB,XGB_GPU,LGB
0,7164,6860,7074
1,6854,6854,6939
2,6759,6759,6825
3,6330,6307,6935
4,6560,6813,6680
5,6442,6503,6933
6,6376,6608,6699
7,6684,6552,6680
8,6644,6351,6580
9,6339,6743,6716
10,6451,6363,6689
11,6423,6228,6347
12,6210,5932,6251
13,5889,6057,6134
14,5550,5769,5681
15,5674,5570,6011
16,5889,5677,5857
17,5597,5793,5638
18,5530,5538,5566
19,5555,5061,5355
20,5195,5125,5271
21,4234,4214,4574
22,5153,5013,4934
23,3560,4189,5061
24,3814,3749,4455
25,3789,4250,3451
26,4369,4501,4792
27,2885,4033,3853
28,4019,2787,3582
29,3553,3953,3140
30,4038,3199,3443
31,4285,4129,4084
32,4157,2758,2758
33,2787,3344,4355
34,3483,3660,4076
35,2411,2776,3521
36,3106,3396,3599
37,3548,2389,2955
38,2700,2326,2996
39,1895,2411,2500
40,2212,2625,2654
41,1754,3894,1771
42,2022,1863,2115
43,2725,2537,2261
44,1978,1986,1521
45,1597,2379,1822
46,2029,2378,4544
47,1310,1598,1441
48,1912,1162,2102
49,1477,1957,1633
50,992,1583,1479
51,1321,1328,1114
52,4285,3365,1192
53,953,1330,1988
54,1778,1291,2826
55,2686,1385,1946
56,833,794,1533
57,1319,658,1786
58,604,1639,1603
59,1685,1340,1823
60,1318,2432,1785
61,1211,1244,1568
62,923,2153,1377
63,2284,835,2156
64,1886,2662,1902
65,1255,1557,1325
66,2010,2206,1451
67,1468,638,737
68,638,2538,1447
69,1962,1637,1569
70,1292,1383,5274
71,1371,751,1603
72,1689,656,621
73,570,717,2191
74,1263,2309,5169
75,936,1373,2141
76,563,1480,3975
77,907,2098,2647
78,1508,1047,1236
79,2840,1266,1953
80,1466,1730,683
81,457,2300,2460
82,758,1149,3224
83,909,1151,825
84,3462,1466,1161
85,1042,606,1945
86,2103,739,1860
87,3016,2360,1404
88,1197,1580,1889
89,2533,2088,782
90,1015,868,1117
91,632,1495,1608
92,1326,734,959
93,1390,818,362
94,490,1042,2531
95,1821,682,2438
96,1397,973,1411
97,1194,974,1845
98,1208,347,900
99,1478,4097,1913
