,XGB,XGB_GPU,LGB
0,3213,3106,3217
1,3074,3075,3126
2,3030,2952,3036
3,3041,2986,3001
4,2982,3007,3067
5,2915,2884,2979
6,2944,2925,3067
7,2781,3022,3044
8,2871,2778,2837
9,2803,2772,2900
10,2745,2736,2810
11,2989,2830,2887
12,2773,2693,2858
13,2686,2625,2723
14,2697,2706,2728
15,2751,2574,2666
16,2660,2819,2775
17,2560,2392,2492
18,2626,2465,2634
19,2817,2653,2773
20,2376,2645,2732
21,2698,2512,2808
22,2737,2701,2719
23,2630,2584,2487
24,2265,2746,2641
25,2827,2466,2503
26,2625,2229,2180
27,2177,2386,2186
28,2650,2103,2570
29,2115,2160,2208
30,2111,2300,2417
31,2474,2509,2053
32,2064,2333,2205
33,2471,1987,2619
34,2125,2415,2220
35,2178,2257,2518
36,2269,2172,2221
37,2218,2445,1931
38,2434,1866,2356
39,2100,2527,2394
40,2621,2155,2620
41,2294,2188,2190
42,1788,2741,1894
43,2386,2258,2297
44,1841,1829,1750
45,1775,2011,1716
46,2119,2671,2484
47,2663,2395,2128
48,1445,1647,1667
49,1990,1527,2393
50,1458,1367,1951
51,2040,1472,1988
52,1631,2239,1136
53,2288,1370,2211
54,2506,2784,2051
55,1011,1484,793
56,1586,1862,1861
57,1186,986,2752
58,2499,2223,933
59,1061,1364,1411
60,1395,1915,2425
61,1464,2133,1120
62,2239,1414,1273
63,1272,1525,2008
64,1797,1361,2149
65,672,2113,2440
66,1688,1041,1371
67,2952,2081,1553
68,2302,874,1964
69,1717,821,1676
70,582,1246,1487
71,819,1281,1783
72,2352,2088,823
73,701,1300,1876
74,886,1213,1131
75,1117,1826,1912
76,2706,1009,1788
77,1015,2513,2103
78,728,1044,2122
79,2719,2267,1907
80,2183,1037,1789
81,1054,1726,2063
82,614,727,2032
83,2834,2126,1191
84,2854,1907,2294
85,1705,2231,1723
86,2813,2207,2302
87,2209,2264,1101
88,1838,1330,1812
89,814,1337,2228
90,1699,1942,1979
91,369,1938,1318
92,1565,1509,904
93,550,946,1612
94,2219,649,1428
95,520,858,750
96,575,967,822
97,1091,1164,1244
98,1719,864,1738
99,1169,758,1672
