,XGB,XGB_GPU,LGB
0,1020,1012,1019
1,1018,1001,1020
2,992,978,1010
3,1010,998,1002
4,1004,965,1011
5,976,982,1007
6,978,976,995
7,1010,976,989
8,987,989,993
9,999,966,1008
10,1015,964,982
11,992,942,992
12,1014,934,1001
13,987,973,993
14,992,941,993
15,986,976,967
16,958,952,965
17,966,915,889
18,1008,929,895
19,979,995,957
20,894,854,973
21,788,905,887
22,956,866,934
23,717,917,890
24,956,705,919
25,817,953,740
26,911,795,884
27,807,729,924
28,907,805,806
29,848,821,886
30,725,637,864
31,847,952,953
32,606,558,802
33,543,627,632
34,836,746,715
35,543,714,795
36,715,922,979
37,630,648,529
38,438,578,701
39,605,600,761
40,487,536,702
41,755,623,851
42,799,632,875
43,912,654,680
44,749,462,669
45,761,533,916
46,537,738,768
47,427,649,650
48,563,458,771
49,626,603,665
50,533,444,701
51,573,398,721
52,748,630,632
53,565,580,918
54,891,555,641
55,454,561,904
56,593,405,927
57,786,585,791
58,852,958,674
59,679,758,882
60,410,799,563
61,604,573,941
62,712,713,548
63,559,442,739
64,419,724,893
65,530,640,722
66,383,473,476
67,550,507,896
68,920,527,585
69,439,431,793
70,410,766,732
71,488,417,899
72,602,286,691
73,384,687,731
74,648,265,586
75,869,301,843
76,444,602,548
77,671,346,757
78,535,626,606
79,400,238,655
80,187,432,684
81,645,294,651
82,490,483,808
83,560,829,689
84,743,323,947
85,404,344,704
86,499,542,893
87,307,901,937
88,757,377,583
89,303,689,855
90,205,498,939
91,869,605,941
92,223,223,626
93,313,737,698
94,283,493,885
95,891,680,818
96,369,673,985
97,956,414,708
98,880,411,527
99,536,402,891
