,XGB_CPU,XGB_GPU,LGBM
0,1016,888,1013
1,1016,800,1023
2,1022,825,1020
3,1022,808,1020
4,1024,824,1020
5,1019,854,1023
6,1016,804,1020
7,1019,832,1017
8,1018,808,1023
9,1016,687,1019
10,1017,608,1019
11,1016,547,1022
12,1008,492,1018
13,1018,518,1020
14,1014,526,1018
15,1016,250,1019
16,1009,632,1013
17,1019,365,1020
18,1010,398,1019
19,1012,278,1022
20,1018,310,1021
21,1013,286,1011
22,1002,753,1022
23,1014,371,1005
24,1010,458,1003
25,1023,509,1019
26,1005,518,991
27,969,455,1007
28,1021,866,1006
29,973,739,981
30,1016,758,1000
31,973,564,1020
32,972,721,990
33,1019,735,943
34,1004,801,996
35,867,791,990
36,1017,769,1020
37,988,744,1005
38,1018,755,1004
39,960,840,979
40,941,778,893
41,981,650,881
42,828,587,1013
43,993,677,994
44,839,578,891
45,924,559,960
46,921,342,916
47,1014,614,961
48,998,704,975
49,988,775,986
50,801,708,856
51,883,610,1021
52,894,692,856
53,963,854,963
54,984,847,982
55,752,574,1008
56,971,671,858
57,916,906,884
58,932,603,1014
59,941,828,995
60,757,804,850
61,922,594,853
62,978,623,1003
63,991,769,989
64,948,632,902
65,1006,829,923
66,756,886,1006
67,973,865,959
68,1007,734,873
69,846,515,1014
70,709,817,778
71,1011,628,908
72,968,670,1017
73,965,506,961
74,641,866,918
75,921,846,1010
76,996,659,791
77,1011,660,1011
78,598,870,894
79,663,667,885
80,894,383,736
81,995,447,883
82,650,479,981
83,714,406,892
84,593,272,785
85,1010,344,1014
86,792,391,1008
87,681,299,941
88,987,328,979
89,947,357,992
90,958,368,1019
91,967,497,861
92,588,271,736
93,609,472,1022
94,738,537,729
95,907,378,1012
96,982,449,1004
97,998,369,828
98,954,550,990
99,657,488,955
