,CPU,EQBIN_dw,EQBIN_lg,GPU,LGB
0,0.630768,0.630933,0.630933,0.630895,0.6312600973540828
1,0.578535,0.578655,0.578655,0.578913,0.5791900761402113
2,0.533323,0.533764,0.533764,0.533599,0.5341701096144847
3,0.495032,0.495575,0.495575,0.495158,0.49581053995915003
4,0.461181,0.461843,0.461843,0.461299,0.46206433540577213
5,0.431464,0.43268,0.43268,0.431635,0.43262652221200937
6,0.404884,0.406601,0.406601,0.405136,0.40636525836520876
7,0.381289,0.382956,0.382956,0.381536,0.3829914259340521
8,0.360539,0.362219,0.362219,0.360494,0.3625594632171459
9,0.341811,0.343296,0.343296,0.342182,0.3436304310574977
10,0.325261,0.326289,0.326289,0.326,0.32690645299224363
11,0.309901,0.310969,0.310969,0.31094,0.3118701229915909
12,0.29581,0.296968,0.296968,0.296591,0.29851794945576926
13,0.283318,0.284047,0.284047,0.283721,0.28616337329232866
14,0.272282,0.272817,0.272817,0.272018,0.27510049583958845
15,0.261406,0.262745,0.262745,0.26184,0.26490851702514856
16,0.251775,0.253622,0.253622,0.251701,0.25524570949563335
17,0.242908,0.244822,0.244822,0.242927,0.24605837244013484
18,0.235215,0.23698,0.23698,0.235177,0.23831385255036147
19,0.227305,0.229616,0.229616,0.227715,0.23117569874411462
20,0.221037,0.223307,0.223307,0.220229,0.2238110848637723
21,0.215117,0.216957,0.216957,0.214493,0.21781703936979233
22,0.20978,0.211479,0.211479,0.208401,0.2123722540413065
23,0.204984,0.206925,0.206925,0.203471,0.20635788173947756
24,0.19928,0.201344,0.201344,0.198763,0.20133212532407724
25,0.194896,0.19719,0.19719,0.193449,0.19730721289654393
26,0.19039,0.192833,0.192833,0.189259,0.19357350731559286
27,0.186937,0.189242,0.189242,0.185673,0.1902148309756875
28,0.183763,0.184594,0.184594,0.182337,0.18683506921941478
29,0.18082,0.181358,0.181358,0.178797,0.18225422627927126
30,0.17754,0.178629,0.178629,0.175796,0.17870428269128422
31,0.175287,0.175802,0.175802,0.173631,0.17657186955996887
32,0.173077,0.173586,0.173586,0.171133,0.17424512628810684
33,0.169977,0.171163,0.171163,0.169125,0.1704649258867063
34,0.167688,0.168255,0.168255,0.16706,0.16739343280038985
35,0.165871,0.166512,0.166512,0.1651,0.16533640760854956
