,CPU,EQBIN_dw,EQBIN_lg,GPU,LGB
36,0.163857,0.164662,0.164662,0.163554,0.16307954916297515
37,0.161961,0.162841,0.162841,0.161705,0.16088474778283124
38,0.160156,0.161115,0.161115,0.159838,0.1590123956677895
39,0.158279,0.158979,0.158979,0.158592,0.1572360667554308
40,0.157121,0.156844,0.156844,0.157311,0.15603315977555599
41,0.155996,0.154832,0.154832,0.156363,0.15483360585992856
42,0.155051,0.153759,0.153759,0.155382,0.15292340987742326
43,0.15389,0.152193,0.152193,0.153611,0.15165994071470562
44,0.152985,0.151181,0.151181,0.151686,0.15005859474344724
45,0.151335,0.149653,0.149653,0.149751,0.1485953354178187
46,0.14973,0.149013,0.149013,0.148421,0.1478161772090126
47,0.148157,0.147752,0.147752,0.147053,0.1468620839277179
48,0.146951,0.146763,0.146763,0.146289,0.14615664652911145
49,0.146429,0.145727,0.145727,0.145841,0.14569179941173202
50,0.145941,0.144709,0.144709,0.144876,0.1446838340357605
51,0.144986,0.143733,0.143733,0.144234,0.1436813423475152
52,0.144266,0.14227,0.14227,0.143902,0.14309252470998177
53,0.143282,0.141754,0.141754,0.14349,0.14212252718317472
54,0.142839,0.141444,0.141444,0.141556,0.14038261714581912
55,0.142226,0.140973,0.140973,0.140872,0.13949980493543984
56,0.141826,0.140411,0.140411,0.138119,0.13774260089096163
57,0.140806,0.139415,0.139415,0.137255,0.13645435186422317
58,0.140319,0.138932,0.138932,0.135738,0.1354248755368078
59,0.140092,0.137897,0.137897,0.135073,0.13406046196356206
60,0.13974,0.137552,0.137552,0.133271,0.13384146631109722
61,0.137418,0.136769,0.136769,0.132805,0.13257023664549691
62,0.136708,0.134884,0.134884,0.131599,0.13144334236828936
63,0.135393,0.133468,0.133468,0.131277,0.13071381847821728
64,0.135303,0.132989,0.132989,0.13122,0.1301351504453336
65,0.134772,0.130959,0.130959,0.131119,0.12991031945364978
66,0.134297,0.130485,0.130485,0.130847,0.12970986088650233
67,0.134077,0.129754,0.129754,0.130745,0.12958106345101644
68,0.133855,0.128837,0.128837,0.129721,0.12857776591519746
69,0.132801,0.128601,0.128601,0.128697,0.12760834551415157
70,0.132406,0.127452,0.127452,0.128519,0.12730096833114127
71,0.132045,0.127289,0.127289,0.128322,0.12694571698375198
72,0.131644,0.126062,0.126062,0.128226,0.12542097776495847
73,0.130944,0.125084,0.125084,0.127835,0.12509435455185056
74,0.130904,0.124373,0.124373,0.127679,0.12427605026444795
75,0.129299,0.123648,0.123648,0.127589,0.12348239116825499
76,0.129063,0.121862,0.121862,0.127121,0.12303939442245469
77,0.128266,0.121371,0.121371,0.126073,0.12282160538137749
78,0.127776,0.121113,0.121113,0.12551,0.1225637258151008
79,0.126888,0.120892,0.120892,0.1252,0.12215433526950281
80,0.125947,0.120803,0.120803,0.12476,0.12076028419094895
81,0.125326,0.120484,0.120484,0.124583,0.11912769785525522
82,0.125167,0.120175,0.120175,0.124407,0.11855143837981287
83,0.125021,0.118946,0.118946,0.123405,0.11781590075035073
84,0.124862,0.118237,0.118237,0.123283,0.11733038417960406
85,0.124717,0.117879,0.117879,0.122154,0.11679447095391984
86,0.123966,0.117388,0.117388,0.122059,0.11666350360409161
87,0.122939,0.117149,0.117149,0.121911,0.11582465183916898
88,0.122807,0.117043,0.117043,0.121363,0.11492794369787479
89,0.122789,0.116758,0.116758,0.12006,0.11482471354216653
90,0.122277,0.116654,0.116654,0.119911,0.11425434259685113
91,0.122011,0.115367,0.115367,0.119385,0.11417188000193226
92,0.121402,0.11498,0.11498,0.118993,0.11323900435358306
93,0.119426,0.11389,0.11389,0.118897,0.11226505764818229
94,0.119215,0.113204,0.113204,0.118806,0.11206468118794023
95,0.119108,0.111732,0.111732,0.118598,0.11131646739589898
96,0.118934,0.111303,0.111303,0.118487,0.11112217838283807
97,0.11734,0.110921,0.110921,0.118301,0.1104895992614574
98,0.117198,0.110735,0.110735,0.118178,0.11025506058897604
99,0.1171,0.109106,0.109106,0.118094,0.10994489298657824
