,EQBIN_dw,EQBIN_lg,LGB
0,0.879353,0.879353,0.8787152496585895
1,0.897268,0.897268,0.8964433389390318
2,0.907539,0.907539,0.9068046580889885
3,0.913585,0.913585,0.9130841300900961
4,0.917342,0.917342,0.918491110704498
5,0.920088,0.920088,0.9208999234248784
6,0.922878,0.922878,0.9239063161581507
7,0.926767,0.926767,0.9269902584032182
8,0.928828,0.928828,0.9286229134175451
9,0.931721,0.931721,0.930969520528464
10,0.933532,0.933532,0.933164070236255
11,0.935362,0.935362,0.935093123059664
12,0.936826,0.936826,0.9365375294893582
13,0.938769,0.938769,0.9379762995741951
14,0.940119,0.940119,0.9392687158047717
15,0.941389,0.941389,0.9411880791227069
16,0.942431,0.942431,0.9424629183266099
17,0.943576,0.943576,0.9436549250879142
18,0.944879,0.944879,0.9445953707209559
19,0.945715,0.945715,0.9457017193872315
20,0.94701,0.94701,0.9469534624396216
21,0.948179,0.948179,0.9476756371234644
22,0.948987,0.948987,0.9487770535889899
23,0.950038,0.950038,0.9497559353518777
24,0.950818,0.950818,0.9503378694703899
25,0.951628,0.951628,0.9511495719418499
26,0.952521,0.952521,0.9522793248776853
27,0.953273,0.953273,0.952805509375718
28,0.953838,0.953838,0.9537014576179917
29,0.954453,0.954453,0.9547237927974889
30,0.955175,0.955175,0.9553323826080554
31,0.955646,0.955646,0.9557723017889671
32,0.956191,0.956191,0.9565929003877801
33,0.956757,0.956757,0.9571260064928656
34,0.957283,0.957283,0.9576872892802367
35,0.958208,0.958208,0.9580872087030644
36,0.958549,0.958549,0.9586808030093501
37,0.959094,0.959094,0.9590990924449719
38,0.959605,0.959605,0.9595167354364954
39,0.95992,0.95992,0.9599085689940934
40,0.960517,0.960517,0.9606219633386006
41,0.96103,0.96103,0.9608771180734097
42,0.961299,0.961299,0.9610551010924808
43,0.961523,0.961523,0.9614145229811489
44,0.961791,0.961791,0.961602064379674
45,0.962032,0.962032,0.9619890293745313
46,0.962249,0.962249,0.9622218368299413
47,0.962411,0.962411,0.9624878861104075
48,0.962825,0.962825,0.9626339133726183
49,0.962925,0.962925,0.9628947782982957
50,0.963239,0.963239,0.9632872612779925
51,0.963632,0.963632,0.9634109967088126
52,0.963728,0.963728,0.9637245644845063
53,0.96384,0.96384,0.9639983128861433
54,0.964298,0.964298,0.9644430030097808
55,0.964455,0.964455,0.964736239030382
56,0.964804,0.964804,0.9650172922731302
57,0.965016,0.965016,0.965196541788394
58,0.965123,0.965123,0.9654217455186475
59,0.965267,0.965267,0.9657264404609915
60,0.965474,0.965474,0.9657931921671445
61,0.96561,0.96561,0.9658836257728994
62,0.965783,0.965783,0.9661810882901435
63,0.96585,0.96585,0.9666495315213938
64,0.966001,0.966001,0.9668136177263512
65,0.966112,0.966112,0.9669412844377694
66,0.966253,0.966253,0.9671125207678144
67,0.966324,0.966324,0.9673105429339336
68,0.966404,0.966404,0.9675128885047103
69,0.966434,0.966434,0.9676509613777112
70,0.966612,0.966612,0.9677816543935897
71,0.967086,0.967086,0.9678250126241844
