,XGB,LGB
0,32,32
1,32,32
2,32,32
3,32,32
4,32,32
5,32,32
6,32,32
7,32,32
8,32,32
9,32,32
10,32,32
11,32,32
12,32,32
13,32,32
14,32,32
15,32,32
16,32,32
17,32,32
18,32,32
19,32,32
20,32,32
21,32,32
22,32,32
23,32,32
24,32,32
25,32,32
26,31,32
27,32,32
28,32,32
29,31,31
30,32,31
31,32,32
32,32,32
33,32,32
34,32,32
35,32,32
36,32,32
37,31,32
38,31,32
39,32,32
40,29,32
41,32,32
42,31,32
43,32,32
44,32,32
45,32,31
46,32,24
47,30,32
48,31,32
49,31,29
50,32,31
51,32,32
52,31,32
53,26,32
54,32,25
55,29,31
56,27,32
57,32,32
58,32,32
59,32,32
60,32,32
61,26,32
62,32,32
63,28,27
64,32,32
65,32,32
66,32,32
67,32,32
68,25,27
69,31,23
70,32,32
71,24,32
72,23,27
73,32,23
74,32,31
75,25,30
76,32,32
77,32,32
78,32,23
79,32,27
80,21,31
81,27,32
82,32,31
83,21,32
84,27,32
85,31,26
86,28,31
87,31,26
88,32,30
89,25,32
90,32,32
91,31,31
92,32,25
93,20,29
94,29,30
95,31,24
96,32,31
97,32,30
98,20,32
99,32,27
100,18,32
101,30,24
102,32,30
103,27,32
104,31,32
105,25,31
106,31,32
107,27,32
108,17,28
109,32,30
110,29,31
111,32,30
112,24,32
113,31,32
114,32,32
115,26,24
116,21,32
117,23,32
118,19,32
119,31,32
120,32,32
121,32,31
122,26,32
123,30,32
124,31,32
125,30,32
126,29,32
127,32,32
128,28,24
129,18,28
130,18,32
131,31,31
132,32,32
133,30,29
134,32,32
135,24,32
136,21,31
137,32,32
138,18,25
139,24,24
140,18,30
141,32,27
142,29,27
143,32,30
144,20,32
145,28,32
146,20,31
147,19,32
148,32,31
149,32,31
150,32,32
151,29,32
152,32,32
153,28,32
154,25,31
155,32,30
156,31,25
157,26,32
158,20,32
159,18,30
160,28,32
161,32,31
162,29,32
163,20,32
164,22,32
165,15,32
166,11,32
167,29,25
168,23,31
169,27,23
170,26,31
171,31,31
172,17,30
173,32,32
174,24,24
175,21,32
176,12,25
177,29,32
178,31,32
179,30,26
180,28,30
181,32,31
182,32,31
183,20,32
184,32,32
185,23,32
186,22,31
187,31,30
188,26,31
189,29,32
190,28,32
191,17,32
192,32,32
193,16,32
194,32,29
195,27,32
196,32,30
197,27,32
198,14,25
199,30,26
200,24,30
201,17,29
202,19,32
203,20,32
204,31,28
205,21,32
206,30,31
207,27,24
208,23,32
209,32,32
210,32,24
211,32,28
212,28,31
213,22,32
214,17,32
215,22,32
216,22,32
217,15,32
218,25,31
219,16,29
220,20,31
221,12,26
222,28,31
223,20,32
224,16,31
225,28,32
226,32,32
227,17,32
228,29,31
229,28,32
230,32,32
231,26,31
232,28,31
233,27,24
234,27,32
235,27,31
236,30,31
237,31,30
238,29,26
239,22,32
240,15,27
241,16,29
242,16,32
243,14,32
244,18,31
245,14,29
246,13,30
247,15,32
248,21,32
249,28,32
250,24,32
251,11,32
252,30,21
253,31,32
254,22,30
255,32,32
256,31,32
257,31,29
258,32,32
259,32,29
260,31,32
261,28,28
262,31,30
263,16,32
264,14,30
265,23,31
266,32,31
267,20,27
268,30,32
269,32,29
270,18,31
271,10,32
272,19,25
273,23,32
274,32,31
275,29,32
276,30,32
277,30,31
278,31,31
279,31,24
280,31,31
281,29,32
282,16,29
283,26,32
284,32,32
285,26,32
286,14,32
287,12,31
288,19,32
289,24,30
290,30,22
291,23,31
292,19,31
293,29,32
294,31,28
295,30,30
296,32,32
297,31,28
298,19,32
299,29,29
300,10,26
301,11,30
302,13,30
303,32,32
304,26,31
305,28,28
306,29,32
307,32,32
308,13,28
309,19,27
310,16,32
311,19,32
312,32,28
313,32,32
314,14,30
315,22,30
316,32,26
317,16,32
318,25,29
319,17,24
320,25,24
321,32,32
322,23,32
323,21,32
324,17,29
325,31,31
326,28,28
327,31,32
328,18,32
329,15,32
330,32,32
331,20,28
332,28,32
333,19,31
334,28,27
335,14,26
336,29,32
337,22,32
338,30,32
339,26,30
340,26,30
341,29,32
342,30,32
343,31,32
344,26,32
345,25,31
346,25,23
347,13,32
348,12,29
349,15,24
350,31,27
351,17,32
352,10,32
353,23,32
354,17,32
355,18,32
356,17,32
357,10,31
358,27,31
359,27,30
360,31,32
361,24,31
362,27,32
363,32,32
364,32,32
365,31,25
366,17,32
367,31,31
368,20,25
369,18,32
370,24,31
371,32,28
372,15,23
373,28,32
374,32,32
375,32,29
376,24,32
377,32,30
378,25,32
379,29,32
380,30,29
381,32,25
382,25,32
383,13,32
384,23,32
385,32,32
