,XGB,XGB_GPU,LGB
0,0.683222,0.68324,0.683215618134
1,0.674145,0.674212,0.674263060093
2,0.666306,0.666326,0.666458964348
3,0.659205,0.659171,0.659187018871
4,0.652638,0.652293,0.65300744772
5,0.646145,0.646494,0.646557629108
6,0.640773,0.641104,0.6409471035
7,0.635724,0.636172,0.636166989803
8,0.631026,0.631501,0.630995631218
9,0.626563,0.626998,0.626549065113
10,0.622283,0.622858,0.622236549854
11,0.61838,0.619022,0.6184040308
12,0.614647,0.615227,0.614854693413
13,0.611473,0.612017,0.611620545387
14,0.608056,0.608528,0.608131766319
15,0.604849,0.605612,0.605105876923
16,0.601741,0.60272,0.602025985718
17,0.598583,0.600259,0.599136054516
18,0.595944,0.597633,0.596353650093
19,0.593553,0.594952,0.59372484684
20,0.591076,0.592602,0.591811180115
21,0.589336,0.590238,0.589505910873
22,0.587282,0.587962,0.587657511234
23,0.585109,0.585538,0.585257411003
24,0.582998,0.582464,0.582973003387
25,0.580683,0.580563,0.580035209656
26,0.579046,0.577583,0.578407406807
27,0.577242,0.575791,0.57670289278
28,0.575769,0.574816,0.574157714844
29,0.57321,0.57244,0.573262751102
30,0.571944,0.570158,0.571920156479
31,0.57097,0.569368,0.569401562214
32,0.570188,0.567046,0.568678736687
33,0.567447,0.566479,0.567881703377
34,0.566429,0.565305,0.56558161974
35,0.565855,0.564599,0.564613819122
36,0.56541,0.564186,0.563000202179
37,0.562804,0.562253,0.562290549278
38,0.560669,0.561929,0.561457276344
39,0.55923,0.560149,0.561023116112
40,0.558589,0.558935,0.560620605946
41,0.558277,0.558501,0.560062229633
42,0.55696,0.557465,0.559355854988
43,0.556412,0.557021,0.558676898479
44,0.555967,0.556609,0.558261752129
45,0.553841,0.555603,0.556727290154
46,0.553555,0.554532,0.555870354176
47,0.553005,0.554218,0.555350720882
48,0.552738,0.553587,0.554998338223
49,0.55179,0.553221,0.554437994957
50,0.551233,0.55304,0.553806364536
51,0.550049,0.552683,0.553016483784
52,0.549724,0.551378,0.552485942841
53,0.54797,0.550327,0.551845550537
54,0.547641,0.549904,0.551215708256
55,0.546934,0.548451,0.550808727741
56,0.546775,0.54748,0.549105525017
57,0.546529,0.546961,0.547747790813
58,0.54615,0.546525,0.547144412994
59,0.54447,0.545832,0.545789122581
60,0.544303,0.545484,0.54474145174
61,0.544195,0.544017,0.544366121292
62,0.543847,0.543889,0.543716132641
63,0.543306,0.543744,0.543364703655
64,0.542306,0.543545,0.543020188808
65,0.542143,0.543176,0.542323291302
66,0.541619,0.542804,0.541802406311
67,0.541322,0.54267,0.541293025017
68,0.540886,0.54257,0.541041433811
69,0.54061,0.54246,0.540665984154
70,0.540501,0.541685,0.539556086063
71,0.540382,0.54143,0.539325237274
72,0.539935,0.541077,0.538585841656
73,0.539581,0.540752,0.5376765728
74,0.539383,0.540635,0.537232756615
75,0.539093,0.540504,0.536406755447
76,0.538634,0.540073,0.535413444042
77,0.538461,0.539788,0.535175442696
78,0.53751,0.539587,0.534485578537
79,0.537027,0.538813,0.534253895283
80,0.536755,0.538725,0.533651173115
81,0.536585,0.537514,0.532903790474
82,0.536296,0.537325,0.532504320145
83,0.536111,0.536938,0.531987905502
84,0.535829,0.535951,0.531044185162
85,0.535472,0.535657,0.530414044857
86,0.535379,0.535567,0.529372274876
87,0.534158,0.535469,0.529176950455
88,0.534083,0.535243,0.528585851192
89,0.534,0.533519,0.528167724609
90,0.533807,0.532479,0.527046263218
91,0.533707,0.531803,0.526348352432
92,0.53361,0.531705,0.525904715061
93,0.532974,0.531306,0.525665998459
94,0.532751,0.530201,0.525223135948
95,0.531616,0.53012,0.524750649929
96,0.530876,0.529996,0.524357497692
97,0.52975,0.529931,0.523908317089
98,0.529126,0.529751,0.52360033989
99,0.52883,0.529426,0.522948980331
