,no_depth_limit,depth,depth_8,depth_18
0,32768,20658,256,32768
1,32768,20430,256,32768
2,32768,20289,256,32768
3,32768,20671,256,32768
4,32768,19544,256,32768
5,32768,20123,256,32768
6,32768,20697,256,32768
7,32768,20356,256,32768
8,32768,19800,256,32768
9,32768,20020,256,32768
10,32768,19911,256,32768
11,32768,20033,255,32768
12,32768,19736,256,32768
13,32768,19617,256,32768
14,32768,18294,256,32768
15,32768,19136,256,32768
16,32768,18929,256,32768
17,32768,18841,256,32768
18,32768,17917,256,32768
19,32768,17939,256,32768
20,32768,19659,256,32768
21,32768,16001,256,32768
22,32768,18782,255,32768
23,32768,18853,256,32768
24,32768,16628,254,32768
25,32768,16415,250,32768
26,32768,15236,256,32768
27,32768,15326,255,32768
28,32768,17613,250,32768
29,32768,14199,252,32768
30,32768,15745,238,32768
31,32768,13131,254,32768
32,32768,14209,239,32768
33,32768,12549,250,32768
34,32768,10739,252,31117
35,32768,11050,245,27111
36,32768,8863,245,26624
37,32768,9787,244,17018
38,32768,16609,239,24510
39,32768,5264,255,25502
40,32768,15044,244,16401
41,32768,5804,216,17007
42,32768,8469,250,9960
43,32768,4842,254,13874
44,32768,7744,248,32768
45,32768,4229,242,9971
46,32768,7617,248,9091
47,32768,3645,254,13829
48,32768,3334,240,12773
49,32768,3469,236,27182
50,32768,10497,213,20618
51,32768,5956,238,9401
52,32768,2842,256,16731
53,32768,3549,243,11365
54,32768,8653,218,14555
55,32768,10187,236,9995
56,32768,10811,235,7591
57,32768,2816,256,17580
58,32768,5575,255,6497
59,32768,9409,250,14025
60,32768,4802,245,20585
61,32768,4655,254,20474
62,32768,5876,231,24604
63,32768,3713,218,12366
64,32768,3770,233,25693
65,32768,11638,256,14385
66,32768,12579,256,10994
67,32768,2856,248,9191
68,32768,11890,243,16413
69,32768,3424,231,5218
70,32768,6385,244,22980
71,32768,10180,256,10398
72,32768,4449,256,5600
73,32768,5876,256,11840
74,32768,9769,230,26794
75,32768,9217,211,7608
76,32768,12069,222,10208
77,32768,4380,246,29143
78,32768,13787,227,9433
79,32768,10441,243,11862
80,32768,5837,218,15124
81,32768,4403,234,13357
82,32768,5914,252,9018
83,32768,4774,246,8386
84,32768,6502,249,18156
85,32768,2441,256,14823
86,32768,6679,255,13385
87,32768,9706,248,12645
88,32768,5594,254,6248
89,32768,4572,224,22848
90,32768,13729,218,32768
91,32768,8040,256,13093
92,32768,10384,247,17589
93,32768,11188,250,13118
94,32768,15236,234,10258
95,32768,4601,256,25283
96,32768,4288,256,15319
97,32768,7153,254,27166
98,32768,10269,255,32768
99,32768,5032,253,14263
