,EQBIN_dw,EQBIN_lg,LGB
f236,0.02485659219952077,0.024457562107077,0.04079167377981111
f18,0.009969829843570886,0.010655769702146291,0.015486315683169364
f194,0.008610543105550048,0.007876030601495481,0.011502555865419232
f57,0.008108425255908783,0.007115983155812153,0.013206741944132244
f40,0.007933065185154872,0.007626734371162351,0.00900716273749788
f233,0.007740249065567372,0.007434891206688379,0.01348155291868207
f114,0.006942281766431255,0.006966206502373902,0.013026878715985237
f162,0.006850148526272005,0.0066176920009568645,0.006783358310713698
f11,0.006716801086474822,0.00617105386874908,0.009048260092403029
f56,0.006647334102320812,0.0062617157188705735,0.008073130912201147
f96,0.006482480345350975,0.0061438558704776216,0.00967055028296628
f186,0.0064688583500600375,0.00614276266914467,0.006379624469116191
f182,0.006279060484869911,0.0062416661225931196,0.011160604570745322
f150,0.0062767850590670065,0.005799610553406869,0.006007923658940122
f247,0.00618675537883153,0.0053735527764887155,0.009567959928902066
f24,0.0060314906140981435,0.005494960559461971,0.009714312528665833
f214,0.006006132852642598,0.0056043479239840715,0.007896010742132782
f43,0.0059885014584383795,0.006112521626693922,0.008840556434803967
f107,0.005911181475161849,0.004827270849753565,0.006193087350926572
f77,0.00583333087784256,0.0055715595503050535,0.00910113407229485
f83,0.005823885789507235,0.005805286890681698,0.006841543200546347
f195,0.005612587731966175,0.006266590180085404,0.007497594983657844
f171,0.005561616853324553,0.00560988808563773,0.00753280613565486
f14,0.005502916618991061,0.005648567885805882,0.007170421625992156
f85,0.005464940766184379,0.005282042137885077,0.006740943145562342
f230,0.005407945086924141,0.0052122871933906675,0.005056012767607911
f244,0.005380695201535976,0.005716037853036438,0.006010581448025658
f193,0.00528791968624483,0.005186913975741943,0.005298794345049677
f242,0.005191417172718923,0.005650631761815921,0.006677234918803671
f136,0.005047332913321873,0.004549691420221741,0.005230322740169762
f42,0.004992159338192381,0.0049280723410524765,0.005173796475027157
f33,0.004947564457661054,0.005076669058418547,0.007813192298495492
f249,0.004921356115990883,0.004844595134953904,0.00876389285384159
f122,0.004911318874894042,0.00455689619657123,0.006720494926083841
f238,0.00490877561378341,0.004431188135599862,0.0062288548340705355
f175,0.004879974338363676,0.00489709451163856,0.005498246322278082
f111,0.004802638564063364,0.005065374339952033,0.0080514154679659
f255,0.004770581336924165,0.00479349825303096,0.006795363992657819
f176,0.004676571569428414,0.004717864832789214,0.005512635745222924
f8,0.004669221408020662,0.004672519675981626,0.007262075282377156
f112,0.0045982396460609734,0.0040122385502938465,0.005918975978320551
f143,0.004586843523398295,0.004710350418789842,0.006870737545397559
f168,0.004570040582409818,0.004572019140107855,0.004496177226043221
f32,0.004558184896838562,0.004931280029503703,0.008386966887315796
f142,0.0045175696261872764,0.004570649377642508,0.0052927328313872105
f191,0.004514249726088168,0.004114375330585384,0.005481414865782684
f149,0.004506272405192277,0.004338396329415488,0.005527253916555777
f183,0.004494535259032822,0.004655695803267373,0.005135950785941053
f170,0.004489808801481007,0.003690050606273744,0.0056704481007220165
f207,0.004482667238808514,0.004376395686173439,0.0041644403744468044
f34,0.0044550132606529505,0.004345417493806969,0.006255313367252311
f129,0.004453317445168935,0.004261350789574247,0.0041375751230541494
f146,0.004439154972182503,0.004169132410950193,0.005766442642613464
f240,0.004415961746212724,0.004292051114975378,0.005366397680952868
f9,0.004400518079352892,0.004282561731552158,0.005522576019048992
f199,0.004342427763945889,0.003985220114837156,0.0048075391165007435
f108,0.004332881281625094,0.0043730654239249175,0.0034027463287746055
f144,0.004327175522172149,0.004470848447837073,0.004161305398335763
f221,0.004312575032792072,0.004261198899688429,0.007036120469901343
f99,0.004311317633415648,0.00404486126821822,0.004111613746960645
f250,0.004239721312590746,0.004456880543911809,0.005089900661908108
f25,0.004186779776905593,0.004160895487727092,0.00523136244382522
f58,0.004167202824684057,0.0038918612582224755,0.004230967373768839
f243,0.00413307295293031,0.004052908655514238,0.004986483197202549
f63,0.004130867992673728,0.00444983371177079,0.004025904239364184
f80,0.004119386445673183,0.004069968326472876,0.004488085906294472
f74,0.004110709777204953,0.003861866030144057,0.0034992621015351717
f180,0.0040917814156721565,0.003919010524274377,0.0033151631798466223
f10,0.004065635702594415,0.003717593023023274,0.0038856870799916683
f120,0.00405138576571616,0.004023964402879558,0.004265861132103984
f201,0.004036761810301403,0.003687677908163539,0.0034916772066292978
f219,0.0040302162087506215,0.0038037705513526026,0.0036503707925168807
f45,0.004024908048096488,0.00361502414214116,0.004265908914830536
f163,0.004024142077667148,0.004258244334475663,0.005996434683732186
f192,0.004015851002053488,0.0038396134390420106,0.004288633131952247
f22,0.0040157789579387485,0.003650086738273296,0.002923719258742753
f109,0.004012504573463611,0.0034939739905810226,0.003424772828738406
f152,0.0040079412778192235,0.0034967957599032246,0.0036550432852313322
f103,0.003992727073297708,0.003400023554472675,0.004940343327280516
f61,0.003979558113180969,0.003568893043700181,0.005251586148963376
f116,0.003971013910956195,0.003902687225105327,0.0046746410892137095
f224,0.003961265601410174,0.00405555174621382,0.005237013309992817
f68,0.003960358995785603,0.003591512865016093,0.002254119979614609
f220,0.0039012507883358955,0.00304894185725111,0.002100607559261008
f167,0.003882105173677489,0.003907183957695377,0.004163959073030144
f65,0.003878598411508631,0.004484970962590874,0.004308254400234478
f38,0.0038769258895386136,0.003952837173916836,0.005218982698504878
f185,0.003872329672333649,0.0034125278205565327,0.0037055870056378823
