,hist_dw,hist_lg,hist_GPU,GPU,LGB
0,984,984,984,1023,989
1,965,965,948,1019,960
2,969,969,959,1016,980
3,909,909,957,1015,886
4,970,970,951,1021,962
5,910,910,896,1015,920
6,968,968,960,1023,960
7,901,901,871,1013,919
8,967,967,908,1018,942
9,914,914,954,1010,891
10,893,893,918,1005,915
11,920,920,882,1010,894
12,836,836,890,963,915
13,906,906,951,1009,880
14,854,854,909,1008,879
15,862,862,854,969,942
16,931,931,895,992,867
17,745,745,883,1022,780
18,788,788,814,981,738
19,803,803,837,942,787
20,891,891,904,977,918
21,786,786,813,1007,772
22,766,766,726,965,903
23,823,823,915,944,833
24,854,854,758,1001,742
25,787,787,853,1007,715
26,731,731,764,984,872
27,724,724,700,929,794
28,778,778,787,966,807
29,639,639,731,990,774
30,696,696,757,949,598
31,849,849,633,890,825
32,782,782,587,999,772
33,705,705,768,960,753
34,738,738,743,960,821
35,661,661,707,813,618
36,587,587,746,951,536
37,631,631,715,976,496
38,661,661,840,906,742
39,545,545,547,867,741
40,600,600,653,999,776
41,512,512,723,927,543
42,478,478,580,859,514
43,763,763,439,957,710
44,508,508,752,941,507
45,706,706,644,1017,621
46,508,508,802,951,679
47,535,535,496,823,482
48,664,664,644,834,717
49,583,583,534,900,622
50,591,591,550,963,559
51,710,710,500,951,544
52,901,901,739,929,687
53,417,417,657,891,708
54,510,510,613,808,486
55,486,486,603,831,590
56,701,701,462,938,462
57,479,479,723,810,691
58,643,643,393,931,720
59,538,538,882,790,636
60,800,800,530,849,480
61,624,624,482,818,482
62,470,470,727,929,511
63,670,670,543,808,455
64,898,898,428,840,419
65,700,700,572,907,505
66,727,727,512,775,616
67,644,644,354,893,569
68,658,658,681,825,425
69,792,792,569,815,512
70,533,533,443,792,584
71,554,554,518,792,663
72,378,378,362,857,751
73,673,673,456,869,488
74,477,477,816,852,570
75,448,448,509,713,638
76,347,347,565,784,568
77,417,417,567,829,513
78,490,490,488,842,652
79,456,456,532,954,474
80,412,412,569,953,734
81,557,557,404,875,484
82,701,701,582,793,526
83,408,408,423,919,474
84,677,677,391,809,448
85,387,387,557,922,433
86,411,411,638,940,510
87,710,710,576,619,387
88,729,729,471,885,512
89,423,423,381,787,521
90,492,492,623,693,642
91,621,621,453,760,451
92,364,364,678,715,474
93,582,582,599,735,521
94,629,629,386,861,486
95,383,383,629,948,454
96,638,638,510,701,659
97,504,504,379,851,369
98,389,389,336,880,373
99,511,511,354,886,525
