,hist_dw,hist_lg,hist_GPU,GPU,LGB
0,0.633882,0.633882,0.63389,0.633156,0.6348779023800413
1,0.584277,0.584277,0.584299,0.583022,0.5860254887686068
2,0.542135,0.542135,0.542394,0.540447,0.5444867457677917
3,0.505648,0.505648,0.505721,0.504467,0.5079851511252431
4,0.474178,0.474178,0.474899,0.472506,0.47678194717010747
5,0.447,0.447,0.447041,0.444795,0.44952148832803634
6,0.422532,0.422532,0.42255,0.420394,0.4251360708379924
7,0.401373,0.401373,0.401016,0.397838,0.40345823238127176
8,0.381135,0.381135,0.381388,0.377323,0.3837862614578098
9,0.363327,0.363327,0.363199,0.359197,0.36541144028515987
10,0.346782,0.346782,0.346731,0.341919,0.3486447022349715
11,0.331814,0.331814,0.33147,0.327597,0.33305118728514727
12,0.317582,0.317582,0.317562,0.31256,0.3190677874589418
13,0.3051,0.3051,0.305193,0.299912,0.3070921122159985
14,0.292384,0.292384,0.292658,0.287455,0.29608151823750545
15,0.281669,0.281669,0.281295,0.276044,0.28447259361378174
16,0.271153,0.271153,0.270977,0.2654,0.27444149316526434
17,0.261762,0.261762,0.26149,0.256063,0.2647741524954386
18,0.253644,0.253644,0.253213,0.247017,0.25586320247134525
19,0.245576,0.245576,0.24485,0.238554,0.24743956233204925
20,0.237804,0.237804,0.237217,0.231132,0.24008414893375948
21,0.230524,0.230524,0.230063,0.224668,0.23346224273233232
22,0.224427,0.224427,0.223627,0.218099,0.22656779296341986
23,0.218527,0.218527,0.217681,0.212424,0.22054936592534394
24,0.212969,0.212969,0.21222,0.207339,0.21534487726951362
25,0.207562,0.207562,0.206546,0.202129,0.20928545365321796
26,0.202821,0.202821,0.202016,0.197571,0.20465139458382067
27,0.198778,0.198778,0.198328,0.193654,0.20003593161321664
28,0.194822,0.194822,0.194589,0.189677,0.19636743033506548
29,0.191358,0.191358,0.191108,0.186424,0.19289391766378808
30,0.188456,0.188456,0.187932,0.183329,0.1894856976404789
31,0.185346,0.185346,0.18535,0.180782,0.1866837137827347
32,0.183136,0.183136,0.182417,0.178041,0.18330522377029226
33,0.18093,0.18093,0.17915,0.175395,0.18013369867068926
34,0.177757,0.177757,0.177002,0.172429,0.17795302919138536
35,0.175541,0.175541,0.175074,0.170401,0.1762189424813091
36,0.173172,0.173172,0.172857,0.16755,0.1732594774065924
37,0.171415,0.171415,0.171117,0.165705,0.17116652174012112
38,0.169746,0.169746,0.169662,0.16329,0.16902491021995078
39,0.168569,0.168569,0.167409,0.161798,0.16693386763741133
40,0.167458,0.167458,0.165417,0.159312,0.1656539710383884
41,0.164995,0.164995,0.164426,0.158296,0.16380396159194185
42,0.163909,0.163909,0.163019,0.155952,0.16202055128923118
43,0.163147,0.163147,0.160887,0.15442,0.16064221605015017
44,0.161782,0.161782,0.16018,0.153444,0.15947208828643
45,0.160461,0.160461,0.158863,0.152715,0.1589331182138557
46,0.158484,0.158484,0.158282,0.152169,0.1580555403155113
47,0.157411,0.157411,0.157812,0.151166,0.15683220849461826
48,0.156846,0.156846,0.157424,0.1488,0.1556152153807938
49,0.154918,0.154918,0.156633,0.148042,0.15521195359817047
50,0.154314,0.154314,0.154943,0.146235,0.15480158803402722
51,0.153862,0.153862,0.154599,0.145741,0.15396485095096915
52,0.152558,0.152558,0.153073,0.145336,0.15337078107378602
53,0.150891,0.150891,0.152491,0.144915,0.1529191753052146
54,0.149841,0.149841,0.15125,0.144521,0.15136751254750083
55,0.149507,0.149507,0.149596,0.143641,0.15099110839614294
56,0.148723,0.148723,0.149029,0.142818,0.15025843218412535
57,0.147271,0.147271,0.148415,0.139986,0.14733127084098652
58,0.146562,0.146562,0.147408,0.138505,0.14703570301921756
59,0.144708,0.144708,0.147242,0.136952,0.14557681195175265
60,0.143256,0.143256,0.146562,0.136568,0.14466570334071963
61,0.142336,0.142336,0.145539,0.135811,0.1444425401911847
62,0.140383,0.140383,0.143868,0.135532,0.14262511011852086
63,0.140151,0.140151,0.142518,0.135161,0.1415038264226724
64,0.138811,0.138811,0.141492,0.13481,0.1403976550628218
65,0.137972,0.137972,0.141025,0.134031,0.1400767718906835
66,0.137384,0.137384,0.140388,0.132496,0.1392796976446705
67,0.136837,0.136837,0.140118,0.13233,0.13768538890384935
68,0.136653,0.136653,0.139526,0.13112,0.13707731777976587
69,0.135591,0.135591,0.137794,0.13041,0.13648405838663064
70,0.134988,0.134988,0.137427,0.129535,0.13547597697794617
71,0.133591,0.133591,0.135629,0.129384,0.13532281562942117
72,0.133208,0.133208,0.135121,0.127939,0.13354593872699813
73,0.132128,0.132128,0.134346,0.127688,0.13286315313654512
74,0.131775,0.131775,0.133371,0.126709,0.13199079074508685
75,0.131209,0.131209,0.131255,0.126582,0.1302391392750816
76,0.129723,0.129723,0.129758,0.125961,0.1291712895729639
77,0.129028,0.129028,0.128858,0.125417,0.12848173166870896
78,0.128279,0.128279,0.128335,0.125036,0.12756499996689943
79,0.127774,0.127774,0.126704,0.124821,0.1264048082832032
80,0.127242,0.127242,0.126381,0.123258,0.12611000821179327
81,0.127021,0.127021,0.125891,0.122993,0.12489920774991292
82,0.12653,0.12653,0.125176,0.122845,0.12482432832618762
83,0.126078,0.126078,0.123843,0.122693,0.12448995061676298
84,0.125448,0.125448,0.123477,0.122484,0.12269528257617468
85,0.123766,0.123766,0.123233,0.12212,0.12095412445860028
86,0.123606,0.123606,0.122373,0.120573,0.12070008032399203
87,0.123455,0.123455,0.120512,0.120468,0.12043987821366446
88,0.123037,0.123037,0.120025,0.12026,0.11999547964318762
89,0.122258,0.122258,0.118458,0.119962,0.11866178470654094
90,0.121929,0.121929,0.117816,0.119864,0.11855305620871838
91,0.120986,0.120986,0.116883,0.118599,0.11832622819844944
92,0.119813,0.119813,0.116304,0.118243,0.11783642334825414
