,XGB_CPU,LGBM
f25,0.172055729582,0.30227854899
f27,0.121219153071,0.1402471498
f26,0.0934129578686,0.092986048722
f22,0.0915684308746,0.088577968925
f24,0.0746649551223,0.0772513085072
f5,0.0699211194837,0.0843645088126
f3,0.0513477958587,0.0308500537101
f21,0.0394544149675,0.0392674872674
f0,0.0385277265246,0.0476718382136
f9,0.0326941009529,0.0225665431315
f8,0.0285518759788,0.0110954185027
f23,0.0253303089921,0.0121607994652
f20,0.0238763619706,0.00313124493423
f16,0.0237881390811,0.0027204066175
f13,0.0212210494775,0.00987671876203
f17,0.0197968908484,0.00749809573981
f12,0.0179320880544,0.00271817060357
f1,0.0133593922466,0.00832464945848
f6,0.0127825018547,0.00829990001805
f18,0.00993111597497,0.00238907952997
f14,0.00948791393063,0.00284178619799
f10,0.00679842722278,0.00283139114014
f11,0.000447448264273,9.3969040831e-06
f2,0.000396112361869,1.28623288877e-05
f4,0.000372301302464,8.83411627978e-06
f19,0.000362431178144,7.79914999218e-06
f7,0.000361419770663,6.66014894331e-06
f15,0.000337837184506,5.33030322244e-06
