,no_depth_limit,depth,depth_8,depth_18
0,32768,16937,256,32768
1,32768,15845,256,32768
2,32768,16488,256,32768
3,32768,15881,256,32768
4,32768,17558,256,32768
5,32768,16001,256,32768
6,32768,17023,256,32768
7,32768,17916,256,32768
8,32768,16980,255,32768
9,32768,15391,256,32768
10,32768,17052,256,32768
11,32768,16897,256,32768
12,32768,14812,256,32768
13,32768,15685,256,32768
14,32768,14549,256,32768
15,32768,14446,256,32768
16,32768,16492,245,32768
17,32768,12424,256,32768
18,32768,14402,252,32768
19,32768,11791,255,32768
20,32768,11226,255,31369
21,32768,13681,256,30897
22,32768,10044,211,32768
23,32768,14426,253,32768
24,32768,12360,209,26564
25,32768,9843,249,25728
26,32768,11417,229,26099
27,32768,9309,255,22157
28,32768,9224,254,22108
29,32768,8891,255,21846
30,32768,9576,223,18379
31,32768,7854,251,20421
32,32768,9387,222,22185
33,32768,7113,227,17977
34,32768,6038,256,20630
35,32768,7562,237,12782
36,32768,10143,255,18241
37,32768,4875,249,16236
38,32768,9151,205,12554
39,32768,7291,247,8044
40,32768,3630,242,6701
41,32768,5342,250,9191
42,32768,5525,254,8276
43,32768,3211,255,6902
44,32768,3290,255,12331
45,32768,5477,238,7092
46,32768,3257,233,8303
47,32768,3043,245,12940
48,32768,5547,222,6757
49,32768,7722,246,4582
50,32768,5824,224,5560
51,32768,7552,255,5194
52,32768,3180,245,13879
53,32768,4098,248,9586
54,32768,4082,220,10716
55,32768,3789,256,10260
56,32768,5742,236,6812
57,32768,2739,251,10733
58,32768,4134,240,9248
59,32768,5186,203,8844
60,32768,7131,254,6604
61,32768,11742,244,17038
62,32768,3854,253,27055
63,32768,9766,241,16288
64,32768,2293,234,14947
65,32768,3700,241,10076
66,32768,5002,231,17121
67,32768,3120,245,4999
68,32768,2617,214,4623
69,32768,5359,226,6460
70,32768,5485,252,7920
71,32768,2760,196,10389
72,32768,2563,249,12088
73,32768,6564,253,7793
74,32768,3159,212,6448
75,32768,2914,236,10090
76,32768,8536,219,10845
77,32768,3742,205,4345
78,32768,3312,230,13337
79,32768,6210,256,5841
80,32768,10258,241,16085
81,32768,2917,245,24727
82,32768,3851,221,10106
83,32768,3597,222,13854
84,32768,3902,204,8687
85,32768,5244,241,6581
86,32768,6268,256,9100
87,32768,5974,249,6711
88,32768,9673,236,10035
89,32768,5962,220,5311
90,32768,4861,190,8257
91,32768,3849,249,8733
92,32768,5029,183,11214
93,32768,4174,222,10155
94,32768,5190,240,7718
95,32768,5824,188,8412
96,32768,5368,197,6428
97,32768,6455,252,5917
98,32768,3638,254,7197
99,32768,2870,221,6053
